,sentence,trigger1,trigger2
320," ,The government passed a law to increase access to education in an effort to reduce poverty.",passed,reduce
321," ,The government is introducing a new law to reduce air pollution, in an effort to improve public health.",introducing,improve
322,",The government is introducing a new law to increase access to renewable energy sources, in an effort to reduce dependence on fossil fuels.",increase,reduce
323,",The government is introducing a new law to increase access to financial services, in an effort to reduce poverty.",increase,reduce
324,",The government is introducing a new law to increase access to childcare, in an effort to promote gender equality.",increase,promote
325," ,The government passed a law to increase the minimum wage in an effort to reduce poverty and inequality.",passed,reduce
326,",The government passed a law to increase the number of affordable housing units in an effort to reduce homelessness.",passed,reduce
327,",The government passed a law to increase the number of renewable energy sources in an effort to reduce carbon emissions.",passed,reduce
328,",The government passed a law to increase the number of public transportation options in an effort to reduce traffic congestion.",passed,reduce
329,",The government passed a law to increase the number of job training programs in an effort to reduce unemployment.",passed,reduce
330,",The government passed a law to increase the number of public parks and green spaces in an effort to improve air quality.",passed,improve
331,",The government passed a law to increase the number of public health initiatives in an effort to improve public health.",passed,improve
332,",The government passed a law to increase the number of environmental protection regulations in an effort to reduce pollution.",passed,reduce
333,",The government passed a law to increase the number of public safety initiatives in an effort to reduce crime.",passed,reduce
334,",The government passed a law to increase the number of anti-discrimination laws in an effort to promote equality.",passed,promote
335," ,The government has passed a new law to increase the availability of affordable housing, in an effort to reduce homelessness and poverty.",passed,reduce
336,",The government has implemented a new policy to provide tax incentives for businesses to invest in research and development, in an effort to promote innovation and economic growth.",implemented,promote
337,",The government has introduced a new program to provide free education to all children, in an effort to reduce inequality and promote social mobility.",introduced,promote
338," ,The government passed a law to increase access to financial services in an effort to promote economic growth.",passed,promote
339,",The government passed a law to increase access to clean water in an effort to improve public health.",passed,improve
340,",The government passed a law to increase access to quality childcare in an effort to promote gender equality.",passed,promote
341," ,The United Nations passed a resolution to increase international cooperation in order to combat terrorism.",passed,combat
342,",The government passed a law to increase the availability of affordable housing in an effort to reduce homelessness.",passed,reduce
343,",The government passed a law to increase the availability of mental health services in an effort to reduce suicide rates.",passed,reduce
344," ,The government passed a law to increase taxes on the wealthy, in an effort to reduce income inequality.",passed,reduce
345,",The government passed a law to increase funding for public transportation, in an effort to reduce traffic congestion and air pollution.",increase,reduce
346,",The government passed a law to increase the availability of affordable housing, in an effort to reduce homelessness.",increase,reduce
347,",The government passed a law to increase the availability of renewable energy sources, in an effort to reduce dependence on fossil fuels.",increase,reduce
348," ,The European Union has proposed a new set of regulations to protect the environment from the effects of industrial pollution.",proposed,protect
349,",The president has declared a state of emergency in response to the recent outbreak of violence in the region.",declared,emergency
350,",The Senate has passed a bill to increase the minimum wage for workers.",passed,increase
351,",The House of Representatives has passed a bill to provide tax relief to small businesses.",passed,relief
352,",The United Nations has adopted a resolution to end the conflict in the Middle East.",adopted,end
353,",The International Monetary Fund has approved a loan package to help stabilize the economy of a developing nation.",approved,stabilize
354,",The World Bank has approved a loan to fund a project to improve infrastructure in a developing country.",approved,improve
355," ,The government passed a law to increase access to job training in an effort to reduce unemployment.",passed,reduce
356,",The government passed a law to increase access to financial literacy programs in an effort to reduce consumer debt.",passed,reduce
357,",The government passed a law to increase access to public libraries in an effort to promote literacy.",passed,promote
358,",The government passed a law to increase access to public parks in an effort to promote physical activity.",passed,promote
359,",The government passed a law to increase the minimum wage, in an effort to reduce poverty and inequality.",passed,reduce
360,",The government passed a law to increase access to healthcare in an effort to improve public health.",passed,improve
361,",The government passed a law to increase taxes on the wealthy in an effort to reduce income inequality.",passed,reduce
362,",The government passed a law to increase the minimum wage in an effort to reduce poverty.",passed,reduce
363,",The government passed a law to protect the rights of workers in an effort to ensure fair wages and working conditions.",passed,ensure
364,",The government passed a law to protect the rights of minorities in an effort to promote equality and justice.",passed,promote
365,",The government passed a law to increase access to financial services and reduce predatory lending practices.",passed,reduce
366,",The government passed a law to increase access to clean energy and reduce greenhouse gas emissions.",passed,reduce
367,",The government passed a law to increase access to mental health services and reduce the stigma associated with mental illness.",passed,reduce
368," ,The government is introducing a new law to protect the rights of immigrants, in an effort to promote diversity and inclusion.",Introducing,promote
369,",The government is introducing a new law to protect the rights of Indigenous peoples, in an effort to promote cultural understanding and respect.",Introducing,Promote
370," ,The United Nations passed a resolution calling for an end to the use of chemical weapons, in an effort to protect civilians from the dangers of chemical warfare.",end,protect
371,",The United Nations passed a resolution calling for an end to the use of cluster bombs, in an effort to protect civilians from the dangers of unexploded ordnance.",resolution,protect
372,",The United Nations passed a resolution calling for an end to the use of nuclear weapons, in an effort to protect the world from the dangers of nuclear warfare.",resolution,protect
373," ,The government introduced a new law to protect the rights of immigrants and refugees in an effort to promote social inclusion.",introduced,promote
374,",The government introduced a new law to protect the rights of women and children in an effort to combat gender-based violence.",protect,combat
375,",The government introduced a new law to protect the rights of LGBTQ+ individuals in an effort to promote equality.",protect,combat
376,",The government introduced a new law to protect the rights of people with disabilities in an effort to ensure access to services and resources.",protect,ensure
377," ,The government is introducing a new law to protect the rights of workers and ensure fair wages.",introducing,protect
378,",The government is introducing a new policy to reduce carbon emissions and combat climate change.",introducing,reduce
379," ,The government passed a law to protect the rights of religious minorities and ensure their freedom of worship.",passed,protect
380,",The government passed a law to protect the rights of people with disabilities and ensure their access to services.",passed,ensure
381,",The government passed a law to protect the rights of victims of human trafficking and ensure their access to justice.",passed,access
382,",The government passed a law to increase access to mental health services in an effort to reduce suicide rates.",increase,reduce
383,",The government passed a law to increase access to job training programs in an effort to reduce unemployment.",increase,reduce
384,",The government passed a law to increase access to financial services in an effort to reduce poverty.",increase,reduce
385,",The government passed a law to increase access to legal services in an effort to ensure justice for all.",increase,ensure
386," ,The government is introducing a new tax to help fund the national health service, in an effort to reduce the burden on taxpayers.",introducing,reduce
387,",The president has proposed a new law to increase the minimum wage, in an effort to reduce poverty and improve living standards.",proposed,reduce
388,",The government is introducing a new policy to reduce carbon emissions, in an effort to combat climate change and protect the environment.",introducing,combat
389,",The government is introducing a new law to protect workers' rights, in an effort to ensure fair wages and safe working conditions.",introducing,ensure
390,",The government is introducing a new law to protect consumers, in an effort to ensure fair prices and quality products.",introducing,ensure
391,",The government is introducing a new law to protect the rights of minorities, in an effort to promote equality and social justice.",introducing,promote
392," ,The government passed a law to strengthen gun control in an effort to reduce gun violence.",passed,reduce
393,",The government passed a law to protect the rights of immigrants and refugees in an effort to promote social justice.",passed,promote
394,",The government passed a law to protect the rights of Indigenous peoples in an effort to promote reconciliation.",passed,promote
395,",The government passed a law to increase access to quality education, in an effort to reduce inequality.",passed,reduce
396,",The government passed a law to increase access to clean water, in an effort to improve public health.",passed,improve
397," ,The government passed a law to increase access to housing, in an effort to reduce homelessness.",passed,reduce
398,",The government passed a law to increase access to public transportation, in an effort to reduce poverty.",passed,reduce
399,",The government passed a law to increase access to job training, in an effort to reduce unemployment.",passed,reduce
400,",The government passed a law to increase access to childcare, in an effort to promote gender equality.",passed,promote
401," ,The government passed a law to increase access to financial services, in an effort to reduce poverty and promote economic development.",passed,promote
402,",The government passed a law to increase access to clean energy, in an effort to reduce air pollution and combat climate change.",passed,combat
403,",The government passed a law to increase access to clean water, in an effort to reduce water pollution and improve public health.",passed,reduce
404,",The government passed a law to increase access to sanitation services, in an effort to reduce water-borne diseases and improve public health.",passed,reduce
405,",The government passed a law to increase access to technology, in an effort to reduce the digital divide and promote economic growth.",passed,reduce
406," The plan, which is similar to those adopted by other companies, is designed to ensure that shareholders receive fair value for their shares in the event of a takeover.",passed,ensure
407,",The government passed a law to protect the rights of workers and ensure their access to fair wages and safe working conditions.",passed ,ensure
408,",The government passed a law to protect the rights of consumers and ensure their access to accurate information about products and services.",passed,protect
409,",The government passed a law to protect the rights of immigrants and ensure their access to basic services.",passed,ensure
410,",The government passed a law to protect the rights of indigenous peoples and ensure their access to land and resources.",passed,ensure
411,",The government passed a law to protect the rights of consumers and ensure their access to accurate information about products and services.",passed,ensure
412,",The government passed a law to protect the rights of the disabled and ensure their access to services.",passed,access
413,",The government passed a law to protect the rights of immigrants and ensure their access to services.",passed,ensure
414,",The government passed a law to protect the rights of LGBTQ+ individuals and ensure their access to services.",passed,protect
415,",The government passed a law to protect the rights of victims of domestic violence and ensure their access to services.",passed,protect
416,",The government passed a law to protect the rights of victims of sexual assault and ensure their access to services.",passed,protect
417,",The government passed a law to protect the rights of victims of hate crimes and ensure their access to services.",passed,protect
418,",The government passed a law to protect the rights of victims of racial discrimination and ensure their access to services.",passed,ensure
419,",The government passed a law to protect the rights of victims of gender-based violence and ensure their access to services.",passed,ensure
420,",The government passed a law to protect the rights of victims of religious discrimination and ensure their access to services.",passed,access
421,",The government passed a law to protect the rights of victims of age discrimination and ensure their access to services.",passed,ensure
422,",The government passed a law to protect the rights of victims of disability discrimination and ensure their access to services.",passed,protect
423," ,The government passed a law to increase access to affordable housing in an effort to reduce poverty.",passed,reduce
424,",The government passed a law to increase access to financial services in an effort to reduce inequality.",passed,reduce
425,",The government passed a law to increase access to mental health services in an effort to reduce crime.",passed,reduce
426," ,The government passed a law to increase access to affordable housing, in an effort to reduce homelessness.",passed,reduce
427,",The government passed a law to increase access to public transportation, in an effort to reduce traffic congestion.",passed,reduce
428," ,The government has passed a law to protect the rights of workers, in an effort to ensure fair wages and safe working conditions.",passed,ensure
429,",The government has implemented a new policy to provide tax incentives to businesses that create jobs in disadvantaged communities.",implemented,provide
430,",The government has passed a law to protect the rights of religious minorities, in an effort to promote tolerance and acceptance.",passed,promote
431," ,The government passed a law to increase the availability of public transportation in an effort to reduce traffic congestion.",passed,reduce
432,",The government passed a law to increase the availability of affordable childcare in an effort to support working families.",passed,support
433,",The government passed a law to increase the availability of job training and employment opportunities in an effort to reduce unemployment.",passed,reduce
434,",The government passed a law to increase the availability of financial assistance to small businesses in an effort to promote economic growth.",passed,promote
435,",The government passed a law to increase taxes on the wealthy in an effort to reduce income inequality.",passed,reduce
436,",The government passed a law to increase access to education in an effort to reduce illiteracy.",passed,reduce
437," ,The government is introducing a new law to protect the rights of indigenous peoples, in an effort to promote cultural preservation and respect.",introducing,promote
438,",The government is introducing a new law to protect the rights of women, in an effort to promote gender equality.",introducing,promote
439,",The government is introducing a new law to protect the rights of religious minorities, in an effort to promote religious freedom.",introducing,promote
440,",The government is introducing a new law to protect the rights of children, in an effort to ensure their safety and well-being.",introducing,ensure
441, His move was aimed at increasing public awareness of the need for political reform.,move,increasing
442,",The government passed a law to increase access to education and reduce the cost of tuition.",passed,increase
443,",The government passed a law to increase access to financial services and reduce the cost of borrowing.",passed,reduce
444,",The government passed a law to increase access to technology and reduce the digital divide.",passed,reduce
445," ,The United States passed a law to increase funding for renewable energy sources in an effort to reduce greenhouse gas emissions.",passed,reduce
446,",The United Nations passed a resolution to promote the rights of children and ensure their access to basic services.",passed,ensure
447,",The United Nations passed a resolution to promote the rights of workers and ensure their access to fair wages and safe working conditions.",passed,promote
448,",The United Nations passed a resolution to promote the rights of people with disabilities and ensure their access to employment opportunities.",passed,promote
449," ,The government passed a law to increase access to clean energy sources, in an effort to reduce air pollution.",passed,reduce
450,",The government passed a law to increase access to healthcare, in an effort to improve public health.",passed,improve
451,",The government passed a law to increase access to renewable energy sources, in an effort to reduce carbon emissions.",passed,reduce
452,",The government passed a law to increase access to financial services, in an effort to reduce inequality.",passed,reduce
453,",The government passed a law to increase access to childcare, in an effort to reduce the burden on working families.",passed,reduce
454,",The government passed a law to increase access to mental health services, in an effort to reduce the stigma associated with mental illness.",passed,reduce
455," ,The government passed a law to increase access to job training programs in an effort to reduce unemployment.",passed,reduce
456,",The government passed a law to increase access to educational opportunities in an effort to reduce inequality.",passed,reduce
457,",The government passed a law to increase access to healthcare services in an effort to reduce health disparities.",passed,reduce
458," ,The government passed a law to increase access to education, in an effort to reduce inequality and promote social mobility.",passed,promote
459,",The government passed a law to increase access to affordable housing, in an effort to reduce homelessness and poverty.",passed,reduce
460,",The government passed a law to increase access to public transportation, in an effort to reduce traffic congestion and air pollution.",passed,reduce
461,",The government passed a law to increase access to clean energy sources, in an effort to reduce greenhouse gas emissions.",passed,reduce
462,",The government passed a law to increase access to financial services, in an effort to reduce inequality and promote economic growth.",passed,reduce
463,",The government passed a law to protect the rights of workers, in an effort to ensure fair wages and working conditions.",passed,ensure
464,",The government passed a law to protect the rights of consumers, in an effort to ensure safe and fair access to goods and services.",passed,ensure
465,",The government passed a law to increase funding for research and development, in an effort to promote innovation.",passed,promote
466," ,The government has passed a law to increase access to education, in an effort to reduce inequality and promote social mobility.",passed,promote
467,",The government has passed a law to increase access to clean air, in an effort to reduce air pollution and improve public health.",passed,reduce
468,",The government has passed a law to increase access to financial services, in an effort to reduce poverty and promote economic growth.",passed,promote
469,",The government has passed a law to increase access to childcare, in an effort to reduce the burden on working families and promote gender equality.",passed,reduce
470,",The government has passed a law to increase access to job training, in an effort to reduce unemployment and promote economic growth.",passed,promote
471,",The government has passed a law to increase access to mental health services, in an effort to reduce the stigma associated with mental illness and promote public health.",passed,reduce
472,",The government has passed a law to protect the rights of immigrants and ensure their safe passage.",passed,protect
473,",The government has passed a law to increase access to affordable housing, in an effort to reduce homelessness and promote economic stability.",passed,reduce
474," ,The government has passed a law to increase access to financial services, in an effort to reduce poverty.",passed,reduce
475,",The government has passed a law to increase access to childcare services, in an effort to promote gender equality.",passed,promote
476,",The government has passed a law to increase access to public transportation, in an effort to reduce traffic congestion.",passed,reduce
477,",The government has passed a law to increase access to affordable housing, in an effort to reduce homelessness.",passed,reduce
478,",The government has passed a law to increase access to job training programs, in an effort to reduce unemployment.",passed,reduce
479,",The government passed a law to increase access to housing in an effort to reduce homelessness.",increase,reduce
480,",The government passed a law to increase access to clean energy in an effort to reduce air pollution.",increase,reduce
481,",The government passed a law to increase access to financial services in an effort to reduce inequality.",increase,reduce
482," ,The government has passed a new law to increase the minimum wage, in an effort to reduce poverty and improve the standard of living for low-income workers.",passed,improve
483,",The government has implemented a new policy to provide tax incentives to businesses that invest in research and development, in an effort to promote innovation and economic growth.",implemented,promote
484,",The government has introduced a new program to provide job training and education services to those who are unemployed, in an effort to reduce long-term unemployment.",introduced,reduce
485,",The government has passed a new law to increase the availability of affordable housing, in an effort to reduce homelessness.",passed,reduce
486," ,The government implemented a new policy to promote gender equality.",implemented,promote
487,",The government passed a law to protect the rights of immigrants.",passed,protect
488,",The government launched a campaign to reduce the number of homeless people.",launched,reduce
489,",The government implemented a new policy to promote job training and education.",implemented,promote
490,",The government passed a law to protect the environment from pollution.",passed,protect
491,",The government launched a campaign to promote sustainable development.",launched,promote
492,",The government implemented a new policy to reduce the cost of living.",implemented,reduce
493,",The government passed a law to protect the rights of indigenous peoples.",passed,protect
494,",The government launched a campaign to promote financial literacy.",launched,promote
495,",The government implemented a new policy to promote economic diversification.",implemented,promote
496,",The government passed a law to protect the rights of workers.",passed,protect
497,",The government launched a campaign to reduce corruption in government.",launched,reduce
498,",The government implemented a new policy to promote public-private partnerships.",implemented,promote
499,",The government passed a law to protect the rights of consumers.",passed,protect
500,",The government launched a campaign to promote responsible business practices.",launched,promote
501,",The government implemented a new policy to promote economic inclusion.",implemented,promote
502," ,The government has passed a law to increase access to affordable housing, in an effort to reduce homelessness.",passed,reduce
503,",The government has passed a law to increase access to financial services, in an effort to reduce economic inequality.",passed,reduce
504,",The government passed a law to increase access to financial services in an effort to promote economic growth.",passed,promote
505,",The government passed a law to increase access to clean water in an effort to protect the environment.",passed,protect
