,sentence,events
94," ,The government has passed a new law to increase the minimum wage, in an attempt to reduce poverty and inequality. ,The government has implemented a new tax policy to incentivize businesses to hire more employees, in an effort to reduce unemployment. ,The government has introduced a new program to provide free education to low-income families, in an effort to reduce educational inequality. ,The government has implemented a new policy to provide subsidized housing to low-income families, in an attempt to reduce homelessness. ,The government has passed a new law to increase the availability of affordable healthcare, in an effort to reduce health disparities. ,The government has implemented a new policy to provide job training and employment assistance to those who are unemployed, in an attempt to reduce long-term unemployment.","

passed (trigger1) reduce (trigger2)
implemented (trigger1) reduce (trigger2)
introduced (trigger1) reduce (trigger2)
implemented (trigger1) reduce (trigger2)
passed (trigger1) reduce (trigger2)
implemented (trigger1) reduce (trigger2)"
95," ,The government passed a law to increase access to education in an effort to reduce illiteracy. ,The government passed a law to increase access to healthcare in an effort to reduce infant mortality. ,The government passed a law to increase access to technology in an effort to improve economic growth. ,The government passed a law to increase access to financial aid in an effort to reduce student debt. ,The government passed a law to increase access to legal services in an effort to protect citizens' rights. ,The government passed a law to increase access to childcare in an effort to promote gender equality. ,The government passed a law to increase access to public parks in an effort to improve air quality.","

passed (trigger1) increase (trigger2)
access (trigger1) reduce (trigger2)
access (trigger1) improve (trigger2)
access (trigger1) reduce (trigger2)
access (trigger1) protect (trigger2)
access (trigger1) promote (trigger2)
access (trigger1) improve (trigger2)"
96," ,The government introduced a new tax policy to raise revenue for public services. ,The government passed a law to protect the rights of workers and ensure fair wages. ,The government implemented a new policy to reduce poverty and inequality. ,The government passed a law to protect the environment and promote sustainable development. ,The government passed a law to protect the rights of indigenous peoples and promote cultural diversity. ,The government passed a law to protect the rights of women and promote gender equality. ,The government passed a law to protect the rights of children and promote their welfare. ,The government passed a law to protect the rights of people with disabilities and promote their inclusion in society.","

(introduced,raise)
(passed,protect)
(implemented,reduce)
(passed,protect)
(passed,protect)
(passed,protect)
(passed,protect)
(passed,promote)"
97,The government passed a law to protect the rights of victims of gender-based violence and ensure their access to services.,"

(passed)(protect)"
98," ,The government passed a law to increase the number of public parks and green spaces in order to improve the quality of life for citizens. ,The government passed a law to increase the availability of affordable housing in order to reduce homelessness and improve living standards. ,The government passed a law to increase the availability of public transportation in order to reduce traffic congestion and improve air quality. ,The government passed a law to provide tax incentives to businesses that invest in research and development in order to promote innovation and economic growth. ,The government passed a law to increase the availability of renewable energy sources in order to reduce air pollution and conserve natural resources.","

(passed, increase)
(passed, reduce)
(passed, improve)
(passed, provide)
(passed, increase)"
99," ,The government passed a law to reduce the amount of pollution in the atmosphere. ,The government passed a law to increase the minimum wage. ,The government passed a law to provide free healthcare to all citizens. ,The government passed a law to increase funding for public education. ,The government passed a law to provide tax incentives for businesses that hire more employees. ,The government passed a law to reduce the number of hours employees can work in a week. ,The government passed a law to provide tax breaks for companies that invest in renewable energy sources. ,The government passed a law to provide subsidies for farmers to help them purchase new equipment. ,The government passed a law to increase the number of police officers on the streets. ,The government passed a law to provide tax credits for businesses that hire veterans. ,The government passed a law to provide free college tuition for low-income students. ,The government passed a law to increase the number of affordable housing units. ,The government passed a law to provide tax incentives for businesses that create jobs in economically disadvantaged areas. ,The government passed a law to provide tax breaks for businesses that invest in research and development. ,The government passed a law to provide tax credits for businesses that hire people with disabilities. ,The government passed a law to provide tax incentives for businesses that invest in green technology. ,The government passed a law to provide tax credits for businesses that provide employee health benefits. ,The government passed a law to provide tax incentives for businesses that invest in infrastructure projects. ,The government passed a law to provide tax credits for businesses that create jobs in rural areas. ,The government passed a law to provide tax incentives for businesses that invest in renewable energy sources.","

passed (law) (reduce)
passed (law) (increase)
passed (law) (provide)
passed (law) (increase)
passed (law) (provide)
passed (law) (reduce)
passed (law) (provide)
passed (law) (increase)
passed (law) (provide)
passed (law) (provide)
passed (law) (increase)
passed (law) (provide)
passed (law) (provide)
passed (law) (invest)
passed (law) (provide)
passed (law) (hire)
passed (law) (invest)
passed (law) (provide)
passed (law) (invest)
passed (law) (hire)
passed (law) (invest)
passed (law) (invest)"
100,The government introduced a new program to provide financial assistance to small businesses in an effort to create jobs. ,"

Trigger1: introduced
Trigger2: create"
101," ,The government passed a law to increase access to affordable housing in an effort to reduce homelessness. ,The government passed a law to increase access to public transportation in an effort to reduce traffic congestion. ,The government passed a law to increase access to healthcare in an effort to reduce infant mortality. ,The government passed a law to increase access to childcare in an effort to reduce poverty. ,The government passed a law to increase access to renewable energy sources in an effort to reduce carbon emissions. ,The government passed a law to increase access to voting rights in an effort to increase voter turnout. ,The government passed a law to increase access to legal aid in an effort to reduce crime. ,The government passed a law to increase access to job opportunities in an effort to reduce unemployment.","

(passed, increase)
(passed, reduce)
(passed, reduce)
(passed, reduce)
(passed, reduce)
(passed, increase)
(passed, reduce)
(passed, reduce)"
102," ,The government has implemented a new policy to provide tax credits to businesses that hire new employees, in an effort to reduce unemployment. ,The government has introduced a new program to provide job training and education services to those who are underemployed, in an effort to reduce long-term underemployment. ,The government has passed a new law to increase the availability of affordable childcare, in an effort to reduce the burden of childcare costs on working families.","

(implemented, provide)
(introduced, provide)
(passed, increase)"
103,The government passed a law to protect the rights of workers and ensure fair wages.,"

Trigger1: passed
Trigger2: protect"
104," ,The government is introducing a new tax on luxury goods in an effort to raise revenue for social programs. ,The government is introducing a new law to protect the rights of immigrants, in an effort to ensure equal access to services and opportunities. ,The government is introducing a new law to protect the rights of indigenous people, in an effort to ensure their cultural heritage is respected. ,The government is introducing a new law to protect the rights of women, in an effort to ensure equal access to education and employment. ,The government is introducing a new law to protect the rights of LGBTQ+ people, in an effort to ensure equal access to services and opportunities. ,The government is introducing a new law to protect the rights of people with disabilities, in an effort to ensure equal access to services and opportunities. ,The government is introducing a new law to protect the rights of religious minorities, in an effort to ensure equal access to services and opportunities. ,The government is introducing a new law to protect the rights of victims of hate crimes, in an effort to ensure justice and accountability.","

(introducing, revenue)
(introducing, protect)
(introducing, protect)
(introducing, protect)
(introducing, protect)
(introducing, protect)
(introducing, protect)
(introducing, ensure)"
105," ,The government passed a law to increase access to clean energy sources and reduce air pollution. ,The government passed a law to increase access to clean water and reduce water pollution. ,The government passed a law to increase access to renewable energy sources and reduce dependence on fossil fuels. ,The government passed a law to increase access to green spaces and reduce urban sprawl. ,The government passed a law to increase access to public parks and reduce environmental degradation. ,The government passed a law to increase access to public services and reduce poverty.","

(passed, increase)
(passed, reduce)
(passed, reduce)
(passed, reduce)
(passed, reduce)
(passed, reduce)"
106," ,The president signed an executive order to protect the rights of immigrants and refugees, in an effort to ensure fair treatment and access to services. ,The government is introducing a new law to protect the rights of Indigenous peoples, in an effort to ensure access to land and resources. ,The government is introducing a new law to protect the rights of religious minorities, in an effort to promote freedom of religion. ,The government is introducing a new law to protect the rights of women, in an effort to ensure equal access to education and employment opportunities. ,The government is introducing a new law to protect the rights of people with disabilities, in an effort to ensure access to services and accommodations.","

(signed, protect)
(introducing, protect)
(introducing, promote)
(introducing, ensure)
(introducing, ensure)"
107,The government implemented a new policy to promote international trade and economic development.,"

Trigger1: implemented
Trigger2: promote"
108," ,The government is introducing a new law to protect the rights of the disabled, in an effort to ensure their access to services and opportunities. ,The government is introducing a new law to protect the rights of the elderly, in an effort to ensure their access to quality care and services. ,The government is introducing a new law to protect the rights of the LGBTQ+ community, in an effort to ensure their safety and acceptance. ,The government is introducing a new law to protect the rights of victims of domestic violence, in an effort to ensure their safety and access to justice. ,The government is introducing a new law to protect the rights of victims of sexual assault, in an effort to ensure their safety and access to justice.","

(introducing, protect)
(protect, ensure)
(protect, ensure)
(protect, ensure)
(protect, ensure)"
109,The government passed a law to protect the rights of victims of hate crimes and ensure their access to services.,"

Trigger1: passed
Trigger2: protect"
110,The government introduced a new program to provide job training and employment opportunities for the unemployed. ,"

Trigger1: introduced
Trigger2: provide"
111," ,The government has implemented a new policy to provide financial assistance to small businesses, in an effort to stimulate economic growth. ,The government has passed a new law to increase the availability of affordable childcare, in an effort to reduce the burden on working families.","

(implemented, provide)
(passed, increase)"
112," ,The government is introducing a new law to protect the rights of workers, in an effort to ensure fair wages and safe working conditions. ,The government is introducing a new law to protect the rights of the disabled, in an effort to promote inclusion and accessibility. ,The government is introducing a new law to protect the rights of the LGBT community, in an effort to promote tolerance and acceptance.","

(Introducing, Protect)
(Ensure, Fair)
(Promote, Inclusion)
(Promote, Tolerance)"
113,The government introduced a new law to protect the rights of workers in an effort to ensure fair wages and safe working conditions.,"

Trigger1: introduced
Trigger2: protect"
114," ,The government is introducing a new law to protect the rights of consumers, in an effort to ensure fair prices and quality products. ,The government is introducing a new law to protect the rights of the disabled, in an effort to ensure equal access to services and opportunities.","

(Introducing, Protect)
(Ensure, Equal)"
115," ,The government passed a law to increase access to healthcare in an effort to improve public health. ,The government passed a law to increase access to financial services in an effort to reduce poverty. ,The government passed a law to increase access to education in an effort to improve educational outcomes. ,The government passed a law to increase access to job training programs in an effort to reduce unemployment. ,The government passed a law to increase access to public transportation in an effort to reduce traffic congestion. ,The government passed a law to increase access to renewable energy sources in an effort to reduce carbon emissions. ,The government passed a law to increase access to public parks and green spaces in an effort to improve air quality.","

(passed, increase)
(passed, reduce)
(passed, improve)
(passed, reduce)
(passed, reduce)
(passed, reduce)
(passed, improve)"
116,The government passed a law to increase the minimum wage in an effort to reduce poverty.,"

(passed, increase)
(effort, reduce)"
117," ,The government passed a law to increase access to healthcare, in an effort to reduce health disparities. ,The government passed a law to increase access to education, in an effort to reduce inequality. ,The government passed a law to increase access to financial services, in an effort to reduce poverty. ,The government passed a law to increase access to clean water, in an effort to reduce water-borne diseases. ,The government passed a law to increase access to renewable energy, in an effort to reduce carbon emissions. ,The government passed a law to increase access to technology, in an effort to promote economic growth.","

(passed, increase)
(passed, reduce)
(passed, reduce)
(passed, reduce)
(passed, reduce)
(passed, promote)"
118," ,The government passed a law to increase the minimum wage, in an effort to reduce poverty and improve living standards. ,The government passed a law to increase access to healthcare, in an effort to reduce health disparities and improve public health. ,The government passed a law to increase access to affordable housing, in an effort to reduce homelessness and improve living conditions. ,The government passed a law to increase access to public transportation, in an effort to reduce traffic congestion and improve air quality. ,The government passed a law to increase access to clean energy sources, in an effort to reduce greenhouse gas emissions and combat climate change.","

(passed, increase)
(increase, reduce)
(increase, improve)
(increase, reduce)
(increase, reduce)"
119," ,The government passed a law to increase the minimum wage. ,The government introduced a new tax to fund public services. ,The government implemented a new policy to reduce carbon emissions. ,The government passed a law to protect the rights of workers and ensure fair wages. ,The government introduced a new program to provide free healthcare to low-income families. ,The government passed a law to protect the environment and reduce pollution. ,The government implemented a new policy to promote renewable energy sources. ,The government passed a law to protect the rights of immigrants and ensure equal access to services. ,The government launched a campaign to promote gender equality and combat discrimination. ,The government passed a law to protect the rights of indigenous peoples and ensure their access to resources.","

passed (increase)
introduced (fund)
implemented (reduce)
passed (protect)
introduced (provide)
passed (protect)
implemented (promote)
passed (protect)
launched (promote)
passed (protect)"
120," ,The government passed a law to protect the rights of victims of wage theft and ensure their access to services. ,The government passed a law to protect the rights of victims of workplace harassment and ensure their access to services. ,The government passed a law to protect the rights of victims of discrimination in housing and ensure their access to services. ,The government passed a law to protect the rights of victims of discrimination in education and ensure their access to services. ,The government passed a law to protect the rights of victims of discrimination in employment and ensure their access to services. ,The government passed a law to protect the rights of victims of discrimination in public accommodations and ensure their access to services. ,The government passed a law to protect the rights of victims of discrimination in credit and lending and ensure their access to services. ,The government passed a law to protect the rights of victims of discrimination in health care and ensure their access to services. ,The government passed a law to protect the rights of victims of discrimination in insurance and ensure their access to services. ,The government passed a law to protect the rights of victims of discrimination in the criminal justice system and ensure their access to services.","

(passed, protect)
(passed, ensure)
(passed, housing)
(passed, education)
(passed, employment)
(passed, public)
(passed, credit)
(passed, health)
(passed, insurance)
(passed, criminal)"
121," ,The government passed a law to increase the minimum wage, in an effort to reduce poverty and inequality. ,The government passed a law to increase access to healthcare, in an effort to improve public health and wellbeing. ,The government passed a law to reduce carbon emissions, in an effort to combat climate change. ,The government passed a law to increase funding for education, in an effort to improve educational outcomes.","

(passed, increase)
(passed, reduce)
(passed, increase)
(passed, improve)"
122,The government launched a new initiative to promote renewable energy sources.,"

Trigger1: launched
Trigger2: promote"
123,The government implemented a new policy to encourage foreign investment in the country. ,"

Trigger1: implemented
Trigger2: encourage"
124," ,The president proposed a new healthcare plan to reduce the cost of medical care and improve access to care for all citizens.","

Trigger1: proposed
Trigger2: reduce"
125,The government passed a law to increase access to job training and retraining programs in an effort to reduce unemployment.,"

(passed, increase)
(retraining, reduce)"
126," ,The government passed a law to increase the availability of affordable housing. ,The government implemented a new program to provide financial assistance to low-income families. ,The government passed a law to increase the minimum wage for workers. ,The government introduced a new program to provide job training and employment opportunities for veterans. ,The government passed a law to increase the availability of healthcare services. ,The government implemented a new policy to reduce the cost of prescription drugs. ,The government passed a law to protect workers' rights and ensure fair wages. ,The government introduced a new program to provide financial assistance to small businesses. ,The government passed a law to increase the availability of childcare services. ,The government implemented a new policy to reduce the cost of college tuition. ,The government passed a law to protect the rights of workers and ensure safe working conditions. ,The government introduced a new program to provide financial assistance to farmers. ,The government passed a law to increase the availability of renewable energy sources. ,The government implemented a new policy to reduce the cost of public transportation. ,The government passed a law to protect the rights of immigrants and ensure equal access to services.","

passed (increase), implemented (provide), passed (increase), introduced (provide), passed (increase), implemented (reduce), passed (protect), introduced (provide), passed (increase), implemented (reduce), passed (protect), introduced (provide), passed (increase), implemented (reduce), passed (protect)."
127," ,The government passed a law to increase taxes on the wealthy in an effort to reduce income inequality. ,The government passed a law to increase funding for public education in an effort to improve educational outcomes. ,The government passed a law to increase access to healthcare in an effort to improve public health. ,The government passed a law to increase access to affordable housing in an effort to reduce homelessness. ,The government passed a law to increase access to public transportation in an effort to reduce traffic congestion.","

(passed, increase)
(increase, reduce)
(increase, improve)
(increase, reduce)
(increase, reduce)"
128," ,The government has passed a new law to increase the availability of affordable housing, in an effort to reduce homelessness. ,The government has passed a new law to increase the availability of job training programs, in an effort to reduce poverty. ,The government has passed a new law to increase the availability of educational opportunities, in an effort to reduce educational disparities. ,The government has passed a new law to increase the availability of legal aid, in an effort to reduce crime. ,The government has passed a new law to increase the availability of financial aid, in an effort to reduce student debt.","

passed (trigger1) increase (trigger2)
passed (trigger1) reduce (trigger2)
passed (trigger1) reduce (trigger2)
passed (trigger1) reduce (trigger2)
passed (trigger1) reduce (trigger2)"
129," ,The United Nations Security Council voted unanimously to impose an arms embargo on Syria in response to its use of chemical weapons. ,The United Nations Security Council voted unanimously to impose a travel ban on North Korea in response to its nuclear weapons program. ,The United Nations Security Council voted unanimously to impose a trade embargo on Iran in response to its nuclear weapons program. ,The United Nations Security Council voted unanimously to impose a no-fly zone over Libya in response to its use of military force against civilians. ,The United Nations Security Council voted unanimously to impose an arms embargo on South Sudan in response to its civil war.","

(Voted, Impose)
(Voted, Ban)
(Voted, Embargo)
(Voted, Zone)
(Voted, Embargo)"
130,The president proposed a new tax plan to increase revenue and reduce the budget deficit. ,"

Trigger1: proposed
Trigger2: increase"
131," ,The government passed a law to increase the minimum wage, in an effort to improve the standard of living for low-income workers. ,The government passed a law to increase taxes on the wealthy, in an effort to reduce income inequality. ,The government passed a law to reduce carbon emissions, in an effort to combat climate change. ,The government passed a law to increase funding for public education, in an effort to improve educational outcomes. ,The government passed a law to increase access to healthcare, in an effort to improve public health. ,The government passed a law to increase access to affordable housing, in an effort to reduce homelessness.","

(passed, increase)
(passed, reduce)
(passed, increase)
(passed, improve)
(passed, increase)
(passed, reduce)"
132," The plan is designed to deter coercive or unfair takeover tactics.,The United Nations passed a resolution to impose an arms embargo on Yemen in an effort to pressure the government to end its civil war. ,The United States passed a law to impose sanctions on North Korea in an effort to pressure the government to end its nuclear weapons program. ,The United Nations passed a resolution to impose economic sanctions on Syria in an effort to pressure the government to end its civil war. ,The United States passed a law to impose sanctions on Iran in an effort to pressure the government to end its human rights abuses.","

(deter,coercive)
(impose,arms)
(impose,sanctions)
(impose,economic)
(impose,sanctions)"
133," ,The United States and China agreed to a trade deal that would reduce tariffs and increase access to Chinese markets for American companies. ,The United States and Mexico agreed to a trade deal that would reduce tariffs and increase access to Mexican markets for American companies. ,The United States and Canada agreed to a trade deal that would reduce tariffs and increase access to Canadian markets for American companies.","

(reduce, increase)
(reduce, increase)
(reduce, increase)"
134," ,The government passed a law to increase the minimum wage in an effort to reduce poverty. ,The government passed a law to increase access to childcare in an effort to increase workforce participation. ,The government passed a law to increase access to public transportation in an effort to reduce traffic congestion. ,The government passed a law to increase access to renewable energy sources in an effort to reduce dependence on fossil fuels.","

(passed, increase)
(passed, increase)
(passed, reduce)
(passed, reduce)"
135," ,The government passed a law to protect the rights of workers and ensure their access to fair wages and safe working conditions. ,The government passed a law to protect the rights of LGBTQ+ individuals and ensure their access to services. ,The government passed a law to protect the rights of immigrants and ensure their access to services. ,The government passed a law to protect the rights of women and ensure their access to services. ,The government passed a law to protect the rights of people with disabilities and ensure their access to services.","

(passed, protect)
(passed, ensure)
(passed, protect)
(passed, ensure)
(passed, protect)"
136," ,The United Nations Security Council voted unanimously to impose an arms embargo on Liberia in an effort to end the civil war in the West African nation.","

Trigger1: voted
Trigger2: impose"
137," ,The government passed a new law to reduce the number of people living in poverty. ,The government introduced a new tax to fund public services. ,The government launched a new program to provide job training and employment opportunities for young people. ,The government implemented a new policy to promote renewable energy sources. ,The government introduced a new law to protect the rights of workers. ,The government implemented a new policy to reduce air pollution. ,The government passed a new law to protect the environment. ,The government introduced a new program to promote sustainable development. ,The government implemented a new policy to improve access to healthcare.","

Reduce (trigger1) and Fund (trigger2)
Introduce (trigger1) and Promote (trigger2)
Launch (trigger1) and Provide (trigger2)
Implement (trigger1) and Protect (trigger2)
Introduce (trigger1) and Reduce (trigger2)
Pass (trigger1) and Protect (trigger2)
Introduce (trigger1) and Promote (trigger2)
Implement (trigger1) and Improve (trigger2)"
138," ,The government is introducing a new law to protect the rights of workers, in an effort to promote fair wages and working conditions.","

Trigger1: introducing
Trigger2: promote"
139," ,The government is introducing a new law to protect the rights of workers, in an effort to ensure fair wages and safe working conditions. ,The government is introducing a new law to protect the environment, in an effort to reduce pollution and promote sustainable development. ,The government is introducing a new law to protect the rights of minorities, in an effort to promote social inclusion and combat discrimination.","

(Introducing, Protect)
(Introducing, Reduce)
(Introducing, Promote)"
140,"DPC, an investor group led by New York-based Crescott Investment Associates, had itself filed a suit in state court in Los Angeles seeking to nullify the agreement.","

Trigger1: filed
Trigger2: nullify"
141,The government implemented a new policy to promote financial stability and reduce systemic risk.,"

Trigger1: implemented
Trigger2: promote"
142," ,The government is introducing a new law to protect the rights of workers, in an effort to ensure fair wages and safe working conditions. ,The government is introducing a new law to protect the rights of consumers, in an effort to ensure fair prices and quality products. ,The government is introducing a new law to protect the rights of the elderly, in an effort to ensure access to quality healthcare and social services. ,The government is introducing a new law to protect the rights of the disabled, in an effort to ensure access to quality healthcare and social services. ,The government is introducing a new law to protect the rights of the homeless, in an effort to ensure access to housing and other basic needs. ,The government is introducing a new law to protect the rights of victims of domestic violence, in an effort to ensure justice and accountability.","

(introducing, protect)
(introducing, ensure)
(introducing, ensure)
(introducing, ensure)
(introducing, ensure)
(introducing, ensure)"
143,The central bank raised interest rates to curb inflation and stabilize the currency. ,"

Trigger1: raised
Trigger2: curb"
144,"Pentagon sources in Washington said the Bush administration plans to deploy 45,000 Marines to the region to back up the thousands of Army, Navy and Air Force troops already in place in the gulf and the Saudi desert. ","

Trigger1: deploy (Trigger2: back)"
145," ,The European Union passed a law to reduce carbon emissions in an effort to combat climate change. ,The government passed a law to increase the minimum wage in an effort to reduce poverty. ,The government passed a law to increase taxes on the wealthy in an effort to reduce income inequality. ,The government passed a law to increase funding for public education in an effort to improve educational outcomes. ,The government passed a law to increase access to healthcare in an effort to improve public health. ,The government passed a law to increase access to affordable housing in an effort to reduce homelessness.","

(passed, reduce)
(passed, increase)
(passed, increase)
(passed, improve)
(passed, improve)
(passed, reduce)"
146," ,The United Nations Security Council passed a resolution calling for an immediate ceasefire in the conflict between Israel and Palestine. ,The United States Congress passed a law to increase funding for public education in an effort to improve student achievement. ,The United States Supreme Court ruled that the death penalty is unconstitutional in cases involving juveniles. ,The United Nations adopted a resolution to promote the rights of refugees and ensure their access to basic services. ,The United Nations passed a resolution to promote the rights of women and girls and ensure their access to education. ,The United Nations passed a resolution to promote the rights of people with disabilities and ensure their access to healthcare. ,The United Nations passed a resolution to promote the rights of indigenous peoples and ensure their access to land and resources. ,The United Nations passed a resolution to promote the rights of LGBT people and ensure their access to equal rights and protections.","

(passed, ceasefire)
(passed, increase)
(ruled, unconstitutional)
(adopted, promote)
(passed, promote)
(passed, promote)
(passed, promote)
(passed, promote)"
147," ,The government passed a law to protect the rights of LGBTQ+ individuals and ensure equal access to services. ,The government implemented a new policy to promote sustainable development and reduce poverty. ,The government passed a law to protect the rights of refugees and ensure access to basic services. ,The government introduced a new program to provide free education to disadvantaged children. ,The government passed a law to protect the rights of religious minorities and ensure equal access to public services.","

(passed, protect)
(implemented, promote)
(passed, protect)
(introduced, provide)
(passed, protect)"
148," ,The government passed a law to protect the rights of LGBTQ+ individuals and ensure equal access to services. ,The government implemented a new policy to promote diversity and inclusion in the workplace. ,The government passed a law to protect the rights of disabled people and ensure equal access to services. ,The government introduced a new program to provide free education to all children. ,The government passed a law to protect the rights of refugees and ensure their access to services.","

(passed, protect)
(implemented, promote)
(passed, protect)
(introduced, provide)
(passed, protect)"
149,"Mr. Stronach, founder and controlling shareholder of Magna, resigned as chief executive officer last year to seek, unsuccessfully, a seat in Canada's Parliament.","

(resigned)(seek)"
150,"Even as Saddam Hussein was searching for a ploy to ease his isolation, though, the international pressure against him clicked up another notch.","

Trigger1: searching
Trigger2: ease"
151," ,The government has passed a new law to increase the availability of affordable childcare, in an effort to reduce the burden of childcare costs on working families. ,The government has implemented a new policy to provide job training and employment assistance to those who are underemployed, in an effort to reduce long-term underemployment. ,The government has introduced a new program to provide financial assistance to small businesses, in an effort to reduce economic inequality. ,The government has implemented a new policy to provide tax incentives to businesses that hire veterans, in an effort to reduce veteran unemployment.","

(passed, increase)
(implemented, provide)
(introduced, provide)
(implemented, hire)"
152," ,The government passed a law to increase the minimum wage, in an effort to reduce poverty. ,The government passed a law to increase access to affordable housing, in an effort to reduce homelessness. ,The government passed a law to increase access to public transportation, in an effort to reduce traffic congestion. ,The government passed a law to increase access to renewable energy sources, in an effort to reduce carbon emissions. ,The government passed a law to increase access to job training programs, in an effort to reduce unemployment.","

(passed, increase)
(increase, reduce)
(increase, reduce)
(increase, reduce)
(increase, reduce)"
153," ,The Prime Minister announced a new initiative to reduce poverty and inequality in the country. ,The government passed a law to increase the minimum wage and improve working conditions. ,The government passed a law to reduce carbon emissions and combat climate change. ,The government passed a law to increase access to healthcare and reduce healthcare costs. ,The government passed a law to strengthen gun control and reduce gun violence. ,The government passed a law to protect the rights of immigrants and refugees. ,The government passed a law to increase funding for public education and improve educational outcomes. ,The government passed a law to protect the rights of Indigenous peoples and promote reconciliation.","

(announced, reduce)
(passed, increase)
(passed, reduce)
(passed, reduce)
(passed, strengthen)
(passed, protect)
(passed, increase)
(passed, protect)"
154," ,The government is introducing a new law to protect the rights of workers, in an effort to ensure fair wages and safe working conditions. ,The government is introducing a new law to protect the rights of immigrants, in an effort to ensure equal access to services and opportunities. ,The government is introducing a new law to protect the rights of minorities, in an effort to ensure equal access to services and opportunities.","

(Introducing, Protect)
(Ensure, Fair)
(Ensure, Equal)"
155," ,The government passed a law to protect the rights of LGBTQ+ individuals in an effort to promote equality.","

Trigger1: passed
Trigger2: promote"
156," ,The government is introducing a new law to protect the rights of consumers, in an effort to ensure fair pricing and quality products. ,The government is introducing a new law to protect the rights of immigrants, in an effort to promote cultural diversity and combat xenophobia. ,The government is introducing a new law to protect the rights of the disabled, in an effort to ensure equal access to services and opportunities. ,The government is introducing a new law to protect the rights of the elderly, in an effort to ensure access to quality care and support.","

(introducing, protect)
(protect, promote)
(protect, ensure)
(protect, ensure)"
157,"Upjohn Co. said it will offer an early retirement package to as many as 1,100 employees in a cost-cutting move expected to result in a fourth-quarter charge.","

(offer,cut)"
158,The government introduced a new program to promote gender equality and empower women.,"

Trigger1: introduced
Trigger2: promote"
159," ,The government has implemented a new policy to reduce carbon emissions, in an effort to combat climate change. ,The government has passed a law to increase taxes on the wealthy, in an effort to reduce income inequality. ,The government has passed a law to increase funding for public education, in an effort to improve educational outcomes. ,The government has passed a law to increase the availability of affordable housing, in an effort to reduce homelessness.","

(implemented, reduce)
(passed, increase)
(passed, increase)
(passed, increase)"
160,The government passed a law to increase access to financial literacy programs in an effort to reduce predatory lending.,"

Trigger1: passed
Trigger2: reduce"
161," ,The government has introduced a new law to protect the rights of workers, in an effort to ensure fair wages and working conditions. ,The government has passed a law to protect the rights of consumers, in an effort to ensure safe and fair access to goods and services. ,The government has introduced a new law to protect the rights of the elderly, in an effort to ensure access to quality healthcare and social services. ,The government has passed a law to protect the rights of the disabled, in an effort to ensure access to services and equal opportunities. ,The government has introduced a new law to protect the rights of minorities, in an effort to ensure equal access to services and opportunities. ,The government has passed a law to protect the rights of victims of hate crimes, in an effort to ensure justice and accountability.","

(introduced, protect)
(passed, protect)
(introduced, ensure)
(passed, ensure)
(introduced, ensure)
(passed, ensure)"
162," ,The government passed a law to increase access to education in an effort to reduce poverty. ,The government passed a law to increase access to affordable housing in an effort to reduce homelessness.","

(passed, increase)
(passed, reduce)"
163," ,The government is introducing a new law to reduce air pollution, in an effort to improve public health. ,The government is introducing a new law to increase access to renewable energy sources, in an effort to reduce dependence on fossil fuels. ,The government is introducing a new law to increase access to financial services, in an effort to reduce poverty. ,The government is introducing a new law to increase access to childcare, in an effort to promote gender equality.","

(introducing, reduce)
(increase, reduce)
(increase, reduce)
(increase, promote)"
164,The government passed a law to protect the rights of LGBTQ+ individuals and ensure their access to services.,"

(passed)(protect)"
165,The government launched a new initiative to promote gender equality.,"

Trigger1: launched
Trigger2: promote"
166," ,The government passed a law to increase the minimum wage in an effort to reduce poverty and inequality. ,The government passed a law to increase funding for public education in an effort to improve educational outcomes. ,The government passed a law to increase the number of affordable housing units in an effort to reduce homelessness. ,The government passed a law to increase the number of renewable energy sources in an effort to reduce carbon emissions. ,The government passed a law to increase the number of public transportation options in an effort to reduce traffic congestion. ,The government passed a law to increase the number of job training programs in an effort to reduce unemployment. ,The government passed a law to increase the number of public parks and green spaces in an effort to improve air quality. ,The government passed a law to increase the number of public health initiatives in an effort to improve public health. ,The government passed a law to increase the number of environmental protection regulations in an effort to reduce pollution. ,The government passed a law to increase the number of public safety initiatives in an effort to reduce crime. ,The government passed a law to increase the number of anti-discrimination laws in an effort to promote equality.","

(passed, increase)
(passed, improve)
(passed, reduce)
(passed, reduce)
(passed, reduce)
(passed, reduce)
(passed, improve)
(passed, improve)
(passed, reduce)
(passed, reduce)
(passed, promote)"
167," ,The government has passed a new law to increase the availability of affordable housing, in an effort to reduce homelessness and poverty. ,The government has implemented a new policy to provide tax incentives for businesses to invest in research and development, in an effort to promote innovation and economic growth. ,The government has introduced a new program to provide free education to all children, in an effort to reduce inequality and promote social mobility.","

(passed, increase)
(implemented, provide)
(introduced, provide)"
168,The government introduced a new program to provide incentives for businesses to invest in infrastructure projects.,"

Trigger1: introduced
Trigger2: invest"
169," ,The government passed a law to increase access to financial services in an effort to promote economic growth. ,The government passed a law to increase access to clean water in an effort to improve public health. ,The government passed a law to increase access to quality childcare in an effort to promote gender equality.","

(passed, increase)
(passed, improve)
(passed, promote)"
170,"The government passed a law to increase access to healthcare, in an effort to reduce health disparities.","

Trigger1: passed
Trigger2: reduce"
