,sentence,trigger1,trigger2
279,",The U.S. Senate yesterday approved a bill that would impose a three-year moratorium on the importation of certain products from countries that have not signed the Nuclear Non-Proliferation Treaty.",bill,moratorium
280,",The U.S. House of Representatives yesterday passed a bill that would impose a three-year moratorium on the importation of certain products from countries that have not signed the Nuclear Non-Proliferation Treaty.",bill,moratorium
281,",The Canadian government has announced new regulations to ensure that foreign investors are subject to the same rules as domestic investors when it comes to investing in the country's stock markets.",regulations,investing
282,",The approval, which had been expected, permits West Germany's second-largest bank to acquire shares of the French investment bank.",approval,acquire
283," ,The government has also announced plans to invest in infrastructure projects to improve transportation and communication networks.",invest,improve
284,",The government has also announced plans to invest in education initiatives to ensure that all citizens have access to quality education.",invest, access
285," The White House yesterday disclosed that Kuwait's ousted government has formally asked the U.S. to enforce the total trade embargo the United Nations has imposed on Iraq, allowing the U.S. and other nations to immediately begin stopping ships carrying Iraqi goods.",enforce,stopping
286, The European Union has passed a new set of regulations to protect the environment from the effects of climate change.,regulations,protect
287, The United Nations has adopted a new set of regulations to protect the rights of workers in the global economy.,regulations,protect
288, The government has also announced that it will be introducing new initiatives to promote renewable energy sources and reduce dependence on fossil fuels.,initiatives, promote
289,The United Nations has called for an immediate ceasefire in the conflict between Israel and Palestine in order to prevent further loss of life and to create a lasting peace between the two countries.,ceasefire, prevent
290,",The European Union has proposed a new set of regulations to ensure the safety of food products imported from other countries, in order to protect consumers from potentially dangerous products and to ensure fair trade practices.",regulations, protect
291,",The United Nations has adopted a new resolution that will promote global cooperation in the fight against terrorism.",resolution,cooperate
292,",The United Nations has also adopted a new resolution that will promote the protection of human rights and the rule of law.",resolution,protect
293,",The United Nations has also adopted a new resolution that will promote the protection of refugees and displaced persons.",resolution,protect
294,",The United Nations has also adopted a new resolution that will promote the protection of the rights of women and children.",resolution,protect
295,",The United Nations has also adopted a new resolution that will promote the protection of the rights of indigenous peoples.",resolution,protect
296,The United Nations Security Council has imposed an arms embargo on the country in an effort to prevent the further escalation of violence.,arms embargo, prevent
297,",The government has announced a new policy to reduce the number of refugees entering the country by tightening border security.",policy, reduce
298,",The president has signed an executive order to increase the number of refugees allowed to enter the country and to provide them with access to basic services.",executive order, increase
299,",The European Union has adopted a new directive to ensure that all member states comply with the principles of free movement of people and goods.",directive, comply
300,",The United Nations has launched a new initiative to promote global cooperation on climate change and to reduce greenhouse gas emissions.",initiative, promote
301,The United Nations has passed a resolution calling for an end to the use of weapons of mass destruction in any form.,resolution,end
302,",The United Nations has passed a resolution calling for an end to the use of incendiary weapons in any form.",resolution,incendiary
303,",The United Nations has passed a resolution calling for an end to the use of explosive weapons in populated areas.",resolution,explosive
304,",The United Nations has passed a resolution calling for an end to the use of starvation as a weapon of war.",resolution,end
305,The United Nations has passed a resolution calling for an immediate ceasefire in the conflict between Israel and Palestine.,resolution, ceasefire
306,",The United Nations has passed a resolution calling for an end to the use of chemical weapons in Syria.",resolution,end
307,",The United Nations has passed a resolution calling for an end to the use of cluster bombs in conflict zones.",resolution,end
308,",The United Nations has passed a resolution calling for an end to the use of child soldiers in conflict zones.",resolution,end
309," ,The United Kingdom has implemented a new policy to ensure that all citizens have access to quality healthcare.",policy,access
310,",The United Kingdom has introduced a new program to provide free tuition for post-secondary education for low-income students.",program,tuition
311,",The United Kingdom has created a new fund to help Indigenous communities access clean drinking water.",fund,access
312,",The United Kingdom has launched a new initiative to help reduce greenhouse gas emissions and combat climate change.",initiative,reduce
313,",The United Kingdom has introduced a new policy to ensure that all citizens have access to quality education.",policy,access
314,",The United Kingdom has implemented a new program to provide free legal aid to low-income individuals.",program,aid
315,",The United Kingdom has created a new fund to help small businesses access capital and resources.",fund,acces
316," ,The United Nations has passed a resolution calling for an end to the use of chemical weapons in all forms.",resolution, end
317,",The United Nations Security Council has unanimously adopted a resolution calling for an immediate end to the conflict in Syria.",unanimously,end
318,",,The United Nations has passed a resolution calling for an end to the conflict in Yemen.",resolution,end
319,The Canadian government has announced a new program to help young people gain access to post-secondary education.,program,access
320,The United States has imposed tariffs on Chinese imports in an effort to protect domestic industries.,tariffs,protect
321,The Canadian government has announced a new program to provide free tuition for post-secondary students from low-income families.,program,tuition
322,",The Canadian government has announced a new initiative to invest in green energy projects and create jobs in the renewable energy sector.",initiative,invest
323,",The Canadian government has announced a new policy to reduce the amount of plastic waste in the environment by encouraging businesses to use more sustainable packaging materials.",policy,reduce
324,",The Canadian government has announced a new program to provide free legal aid to low-income individuals and families.",program,aid
325,",The Canadian government has announced a new policy to increase the minimum wage for workers in the hospitality industry.",policy,increase
326,",The Canadian government has announced a new program to provide free childcare for low-income families.",program,provide
327,",The Canadian government has announced a new policy to reduce the amount of carbon emissions from vehicles by introducing stricter emissions standards.",policy,reduce
328, The United Nations has adopted a resolution calling for an end to the use of chemical weapons in armed conflicts.,resolution,end
329, The government has announced a new policy that will provide free healthcare to all citizens.,policy,provide
330,",The United Nations has passed a resolution calling for an end to the use of chemical weapons in armed conflicts.",resolution,end
331,",The United Nations has passed a resolution calling for an end to the violence in Syria.",resolution,end
332," ,The United Nations has passed a resolution calling for an end to the use of landmines in conflict zones.",resolution,end
333," ,The United States has implemented a new policy to ensure that all citizens have access to quality housing.",policy,access
334,",The United States has introduced a new program to provide free childcare for low-income families.",program,provide
335,",The United States has created a new fund to help veterans access mental health services.",fund,access
336,",The United States has launched a new initiative to help reduce poverty and inequality.",initiative,reduce
337,",The United States has introduced a new policy to ensure that all citizens have access to quality healthcare.",policy,access
338,",The United States has implemented a new program to provide free job training for unemployed individuals.",program,training
339,",The United States has created a new fund to help small businesses access capital and resources.",fund,access
340," , The European Union has announced a new program to provide financial assistance to small businesses in developing countries, providing up to $1,000 per month in assistance for those who qualify.",1,provide
341,", The United Nations has launched a new initiative to promote global peace and security, providing up to $2,000 per year in assistance for those who qualify.",initiative,promote
342, The United Nations has adopted a resolution to combat climate change and reduce global emissions.,2. resolution,combat
343,The United States has imposed tariffs on imports from China in an effort to protect domestic industries.,3. tariffs,protect
344,The United Kingdom has passed legislation to increase the minimum wage and reduce income inequality.,4. legislation,reduce
345,The International Monetary Fund has issued a warning to countries to reduce their debt levels and increase fiscal discipline.,5. warning,reduce
346,The World Bank has launched a new initiative to promote economic development in developing countries.,6. initiative,promote
347,The African Union has adopted a resolution to promote peace and security in the region.,7. resolution,promote
348,The Organization of American States has called for an end to the violence in Venezuela and for a peaceful resolution to the crisis.,8. call,end
349,The United Nations has implemented a new program to provide humanitarian aid to refugees.,program,provide
350,The United Nations has created a new fund to help developing countries access clean energy.,fund,access
351,The United Nations has introduced a new policy to ensure that all countries have access to quality healthcare.,policy,access
352,The United Nations has implemented a new program to provide free education for children in developing countries.,program,provide
353,The United Nations has created a new fund to help countries affected by natural disasters access relief and recovery resources.,fund,access
354,The United Nations has passed a resolution calling for an end to the use of chemical weapons in armed conflicts.,resolution,end
355,",The United Nations Security Council has unanimously approved a resolution that would impose a new set of sanctions on North Korea in response to its continued nuclear weapons development.",resolution,sanctions
356," , The government has announced a new policy that will provide incentives for companies to invest in green technology.",policy,invest
357,", The European Union has proposed a new set of regulations that would require all member states to adopt a common set of standards for the regulation of financial services.",regulations,adopt
358,", The United Nations Security Council has unanimously approved a resolution that would impose a total trade embargo on North Korea, allowing the U.S. and other nations to immediately begin stopping ships carrying North Korean goods.",resolution,stopping
359," ,The government has also announced plans to invest in healthcare initiatives to improve the quality of life for citizens.",invest,improve
360,",The government has also announced plans to invest in research and development to create new technologies and products.",invest,create
361,",The government has also announced plans to invest in social programs to reduce poverty and inequality.",invest,reduce
362," ,The European Union has passed a resolution calling for an end to the use of nuclear weapons in any form.",resolution,end
363,",The European Union has implemented a new policy to ensure that all citizens have access to quality education.",policy,access
364,",The European Union has introduced a new program to provide free healthcare for low-income families.",program,provide
365,",The European Union has created a new fund to help refugees access basic services.",fund,access
366,",The European Union has introduced a new policy to ensure that all citizens have access to quality housing.",policy,access
367,",The European Union has implemented a new program to provide free job training for unemployed individuals.",program,training
368,",The European Union has created a new fund to help small businesses access capital and resources.",fund,access
369," The United Nations has taken a leading role in promoting international peace and security, and has sought to resolve conflicts through diplomacy and dialogue.",role,peace
370, The United Nations has passed a resolution calling for an end to the use of child soldiers in armed conflicts.,resolution,end
371," ,The European Union has adopted a resolution calling for an end to the use of torture in detention facilities.",resolution,end
372,",The United Nations has adopted a resolution calling for an end to the use of cluster munitions in armed conflicts.",resolution,end
373,",The United Nations has adopted a resolution calling for an end to the use of nuclear weapons in any form.",resolution,end
374,",The United Nations has adopted a resolution calling for an end to the use of explosive weapons in populated areas.",resolution,end
375, The European Union has passed a law that requires all member states to reduce their carbon emissions by 20% by,law, reduce
376, The United States Congress has passed a bill that increases funding for renewable energy sources.,bill, increases
377, The International Monetary Fund has approved a loan package to help stabilize the economies of several developing countries.,loan, stabilize
378, The United Nations has adopted a resolution calling for an end to the use of child labor in any form.,resolution, end
379, The United Nations has adopted a resolution calling for an end to the use of human trafficking in any form.,resolution,end
380," ,The government has also announced plans to invest in social welfare programs to reduce poverty and inequality.",invest, reduce poverty
381,",The government has also announced plans to invest in environmental protection initiatives to reduce pollution and protect natural resources.",invest, reduce pollution
382,",The government has also announced plans to invest in cultural initiatives to promote the country's cultural heritage and identity.",invest, promote heritage
383, The United Nations has passed a resolution to end the conflict in Syria and promote peace and stability in the region.,resolution, end
384," ,The United Nations has adopted a resolution calling for the establishment of a global climate change agreement to reduce greenhouse gas emissions and limit the effects of global warming.",resolution,reduce
385,",The United Nations has adopted a resolution calling for the establishment of a global fund to help developing countries cope with the effects of climate change.",fund,cope
386,",The United Nations has adopted a resolution calling for the establishment of a global framework to promote sustainable development and reduce poverty.",framework,promote
387,",The United Nations has adopted a resolution calling for the establishment of a global system of taxation to ensure that multinational corporations pay their fair share of taxes.",global system ,pay
388," ,The European Union has passed a law to protect the rights of refugees and asylum seekers.",law, protect
389,",The United Nations has passed a resolution to promote the rights of indigenous peoples around the world.",resolution, promote
390,",The United Nations has passed a resolution to promote the rights of persons with disabilities.",resolution, promote
391,",The United Nations has passed a resolution to promote the rights of LGBTI persons around the world.",resolution, promote
392, The Prime Minister has announced a new program to provide free tuition for post-secondary students from low-income families.,program, provide
393, The government has introduced a new bill to increase the minimum wage and provide more job security for workers.,bill, increase
394, The government has announced a new plan to invest in infrastructure projects to create jobs and stimulate economic growth.,plan, create
395,The European Union has imposed economic sanctions on the Syrian government in an effort to pressure them to end the conflict.,sanctions,pressure
396,The Arab League has called for an immediate ceasefire in Syria and for all parties to the conflict to engage in negotiations.,ceasefire,negotiations
397,The United Nations has called for an end to the violence in Syria and for all parties to the conflict to engage in dialogue.,end,dialogue
398,The United Nations has urged all parties to the conflict to respect international humanitarian law and to protect civilians.,urged,respect
399,The United Nations has called for an immediate end to the conflict in Syria and for all parties to the conflict to engage in negotiations.,end,negotiations
400," ,The United Nations has also adopted a resolution calling for the protection of human rights in all countries, regardless of their political or economic status.",resolution,protection
401,The European Union has announced a new initiative to promote sustainable development and reduce carbon emissions.,initiative, promote
402," , The United Nations has also taken a leading role in promoting human rights and the rule of law, and has sought to protect vulnerable populations from exploitation and abuse.",role, promoting
403,", The United Nations has also taken a leading role in promoting sustainable development, and has sought to reduce poverty and inequality through economic and social initiatives.",sustainable, reduce
404,", The United Nations has also taken a leading role in promoting global cooperation, and has sought to foster collaboration between nations to address global challenges.",role, foster
405, The government has passed legislation to protect the rights of workers and ensure fair wages.,legislation, protect
406, The government has taken steps to reduce the cost of healthcare and make it more accessible to all citizens.,steps, reduce
407," The International Monetary Fund has recently approved a new loan package for Greece, in order to help the country address its economic crisis.",loan,address
408, The rights offering will enable Canadian shareholders to purchase additional shares at a discounted rate.,offering,purchase
409, The warrants to buy 5 common shares at 30 cents a share will provide shareholders with an additional opportunity to invest in the company.,warrants,invest
410, The rights offering is a way for the company to increase its shareholder base and strengthen its financial position.,offering,increase
411," , The European Union has passed a resolution to increase the amount of aid it provides to developing countries.",resolution, increase
412,", The United Nations has passed a resolution calling for an end to the use of child soldiers in armed conflicts.",resolution, end
413,", The International Monetary Fund has passed a resolution to increase the amount of foreign aid it provides to developing countries.",resolution, increase
414,", The World Bank has passed a resolution to increase the amount of funding it provides to developing countries.",resolution, increase
415," The World Trade Organization has sought to promote free and fair trade among its member countries, and has sought to reduce barriers to international trade and investment.",trade,promote
416," ,The United Nations has adopted a new resolution that will require all countries to take action to protect the world's oceans and marine life.",resolution, action
417,",The United Nations has adopted a new agreement that will require all countries to promote sustainable development and combat climate change.",agreement, promote
418,",The United Nations has adopted a new protocol that will require all countries to promote gender equality and empower women.",protocol, promote
419,",The United Nations has adopted a new framework that will require all countries to promote human rights and combat discrimination.",framework, promote
420," ,The United Nations has passed a resolution calling for an end to the use of child soldiers in armed conflicts.",resolution,end
421,",The United Nations has passed a resolution calling for an end to the use of landmines in all forms.",resolution,end
422,",The United Nations has passed a resolution calling for an end to the use of torture in all forms.",resolution,end
423,",The United Nations has passed a resolution calling for an end to the use of cluster munitions in all forms.",resolution,end
424,",The United Nations has passed a resolution calling for an end to the use of nuclear weapons in all forms.",resolution,end
425," , The government has implemented a series of tax reforms to stimulate economic growth.",tax,stimulate
426,", The government has implemented a series of regulatory reforms to promote competition.",regulatory,promote
427,", The government has implemented a series of labor reforms to improve working conditions.",labor,improve
428,", The government has implemented a series of environmental reforms to protect the environment.",reforms,protect
429,The government has also announced plans to invest in infrastructure projects to improve transportation networks and access to essential services.,infrastructure,improve
430,",The government has also announced plans to invest in economic development initiatives to create jobs and stimulate economic growth.",economic, jobs
431," ,The World Bank has approved a new loan package to help developing countries reduce poverty and promote economic growth.",loan,"reduce
"
432,The European Union has passed a new directive to ensure the safety of workers in the workplace.,directive,safety
433,",The International Monetary Fund has approved a new loan package to help stabilize the economy of a developing country.",loan,stabilize
434,",The World Bank has approved a new loan program to help finance projects that will improve the quality of life in rural areas.",loan,finance
435,",The World Health Organization has adopted a new resolution to promote access to healthcare for all.",resolution,access
436,",The World Trade Organization has adopted a new agreement to reduce tariffs and promote free trade.",agreement,reduce
437,",The United States has been advocating for the adoption of free trade agreements to reduce tariffs and other barriers to trade.",adoption,reduce
438,",The International Monetary Fund has been advocating for fiscal austerity measures to reduce government debt and promote economic growth.",austerity,reduce
439,The Senate has passed a bill that would provide additional funding for infrastructure projects across the country.,bill,additional funding
440,The House of Representatives has passed a resolution that would increase the minimum wage to $15 an hour.,resolution, increase
441,The United Nations has adopted a resolution calling for an end to the use of chemical weapons in Syria.,resolution, end
442,The United Nations Security Council has passed a resolution condemning North Korea's nuclear weapons program.,resolution,condemning
443," , The United States has sought to maintain its presence in the region, and has increased its military presence in the area.",10. presence,increase
444,", Russia has sought to increase its influence in the region, and has been involved in a number of diplomatic initiatives.",11. influence,involved
445,", India has sought to increase its presence in the region, and has been involved in a number of trade agreements.",12. presence,involved
446,", The European Union has sought to increase its influence in the region, and has been involved in a number of diplomatic initiatives.",13. influence,involved
447,", Japan has sought to increase its presence in the region, and has been involved in a number of economic development initiatives.",14. presence,involved
448, The United Nations has adopted a new set of regulations to ensure that all countries comply with international labor standards.,regulations,comply
449,", The United Nations has passed a resolution calling for an end to the use of child soldiers in armed conflicts.",resolution,end
450," ,The United Nations has also passed a resolution calling for an end to the use of child soldiers in armed conflicts.",resolution,end
451,",The United Nations has passed a resolution calling for an end to the use of landmines in armed conflicts.",resolution,end
452," ,The United Nations has declared a new resolution to end the use of nuclear weapons.",resolution, end
453,",The United Nations has declared a new resolution to end the use of landmines in any form.",resolution,end
454,",The United Nations has declared a new resolution to end the use of chemical weapons in any form.",resolution,end
455,",The United Nations has declared a new resolution to end the use of torture as a weapon of war.",resolution,end
456,",The United Nations has declared a new resolution to end the use of child soldiers in armed conflicts.",resolution,end
457, The United Nations has also adopted a resolution to promote gender equality and empower women and girls.,resolution, equality
458, The European Union has also adopted a resolution to promote the rights of refugees and migrants.,resolution, promote
459, The United Nations has also adopted a resolution to promote the protection of the environment and combat climate change.,resolution, promote
460, The United Nations has adopted a new resolution that calls for an end to the use of chemical weapons in armed conflicts.,resolution,end
461, The United Nations has passed a resolution condemning the human rights abuses in Myanmar.,resolution,condemning
462,The United Nations has established a new international court to prosecute war crimes and crimes against humanity.,court,prosecute
463, The United Nations has passed a resolution calling for an end to the use of chemical weapons in conflict zones.,resolution, end
464, The United Nations has passed a resolution calling for an end to the use of nuclear weapons in conflict zones.,resolution, end
465,The United Nations has passed a resolution calling for an end to the use of incendiary weapons in any form.,resolution,end
466,The United Nations has passed a resolution calling for an end to the use of explosive weapons in populated areas.,resolution,end
467," ,The United States and Russia have agreed to a new arms control treaty that will reduce the number of nuclear weapons in both countries.",agree,reduce
468,",The United Nations has passed a resolution condemning the use of torture and other cruel, inhuman, or degrading treatment or punishment.",condemning,torture
469,",The United Nations has passed a resolution calling for an end to the use of child soldiers in armed conflicts.",resolution,end
470,",The United Nations has passed a resolution calling for an end to the use of landmines in armed conflicts.",resolution,end
471,",The United Nations has passed a resolution calling for an end to the use of cluster munitions in armed conflicts.",resolution,end
472,",The United Nations has passed a resolution calling for an end to the use of incendiary weapons in armed conflicts.",resolution,end
473, The United Nations has passed a resolution to combat climate change.,resolution,combat
474," The United States has elected a new president, ushering in a new era of politics.",elected,era
475, The United Nations has adopted a new resolution to combat climate change.,resolution,combat
476, The African Union has launched a new initiative to promote economic development.,initiative,promote
477,",The European Union has sought to create a unified foreign policy, with the goal of creating a single set of diplomatic relations.",policy,create
478,",The European Union has sought to create a unified energy policy, with the goal of creating a single set of energy sources.",create,creating
479,",The government has also announced a new policy that will provide tax incentives for businesses to invest in research and development.",tax incentives,invest
480,", The United Nations Security Council has passed a resolution condemning the use of chemical weapons in Syria.",resolution,condemning
481,",The government has also announced a new policy that will provide subsidies for businesses to invest in green energy sources.",subsidies,invest
482,", The United Nations has adopted a resolution to promote the protection of human rights and combat discrimination.",resolution,promote human rights
483," ,,The World Bank has approved a new loan package to help developing countries address poverty and inequality.",loan,address
484,",,The United Nations has passed a resolution calling for an end to the use of landmines in armed conflicts.",resolution,end
485,",,The United Nations has passed a resolution calling for an end to the use of chemical weapons in armed conflicts.",resolution,end
486, The Organization of American States has urged the Venezuelan government to respect the rights of its citizens and to restore democracy.,urged,"respect
"
487, The United States has imposed tariffs on Chinese imports in an effort to reduce the trade deficit.,tariffs,reduce
488, The United Nations has passed a resolution condemning human rights abuses in North Korea.,resolution,condemning
