,sentence,events
121," ,The government has implemented a series of measures to prevent the trafficking of illegal drugs. ,The government has implemented a series of measures to prevent the spread of cybercrime. ,The government has implemented a series of measures to prevent the spread of corruption. ,The government has implemented a series of measures to prevent the exploitation of workers. ,The government has implemented a series of measures to prevent the spread of disease. ,The government has implemented a series of measures to prevent the spread of poverty. ,The government has implemented a series of measures to prevent the spread of extremism. ,The government has implemented a series of measures to prevent the spread of fake news. ,The government has implemented a series of measures to prevent the misuse of public funds. ,The government has implemented a series of measures to prevent the abuse of power. ,The government has implemented a series of measures to prevent the spread of hate crimes. ,The government has implemented a series of measures to prevent the spread of human trafficking. ,The government has implemented a series of measures to prevent the spread of environmental pollution. ,The government has implemented a series of measures to prevent the spread of child labor. ,The government has implemented a series of measures to prevent the spread of human rights violations.","

(measures, trafficking)
(measures, cybercrime)
(measures, corruption)
(measures, exploitation)
(measures, disease)
(measures, poverty)
(measures, extremism)
(measures, fake news)
(measures, misuse)
(measures, abuse)
(measures, hate crimes)
(measures, human trafficking)
(measures, environmental pollution)
(measures, child labor)
(measures, human rights violations)"
122," ,The United Nations has imposed an arms embargo on North Korea in an effort to prevent the government from using weapons against its own citizens. ,The United States has imposed sanctions on Iran in an effort to prevent the government from developing nuclear weapons. ,The United Nations has imposed an arms embargo on Sudan in an effort to prevent the government from using weapons against its own citizens. ,The United Nations has imposed an arms embargo on South Sudan in an effort to prevent the government from using weapons against its own citizens.","

(Arms embargo, Prevent)
(Sanctions, Prevent)
(Arms embargo, Prevent)
(Arms embargo, Prevent)"
123," ,The government has implemented a series of measures to prevent the exploitation of natural resources. ,The government has implemented a series of measures to prevent the illegal sale of firearms. ,The government has implemented a series of measures to prevent the spread of hate speech. ,The government has implemented a series of measures to prevent the spread of misinformation.","

(measures, exploitation)
(measures, sale)
(measures, hate)
(measures, misinformation)"
124," ,The United Nations has imposed an arms embargo on North Korea in an effort to prevent the country from developing nuclear weapons. ,The United Nations has imposed an arms embargo on Syria in an effort to prevent the country from using chemical weapons. ,The United Nations has imposed an arms embargo on Libya in an effort to prevent the country from destabilizing the region.","

(Arms embargo, Developing)
(Arms embargo, Using)
(Arms embargo, Destabilizing)"
125," ,The United Nations has imposed a travel ban on North Korea in an effort to prevent the country from destabilizing the region. ,The United States has imposed economic sanctions on Syria in an effort to prevent the government from committing human rights abuses. ,The United Nations has imposed a no-fly zone over Libya in an effort to prevent further violence in the region.","

(Travel ban, Destabilizing)
(Sanctions, Abuses)
(No-fly zone, Violence)"
126," ,The government has implemented a series of laws to protect workers from unfair labor practices. ,The government has implemented a series of laws to protect the environment from pollution and other forms of degradation. ,The government has implemented a series of laws to protect the rights of indigenous peoples. ,The government has implemented a series of laws to protect the rights of minorities. ,The government has implemented a series of laws to protect the rights of women. ,The government has implemented a series of laws to protect the rights of children. ,The government has implemented a series of laws to protect the rights of the disabled. ,The government has implemented a series of laws to protect the rights of refugees and asylum seekers.","

(Laws, Unfair Labor Practices)
(Laws, Pollution)
(Laws, Indigenous Peoples)
(Laws, Minorities)
(Laws, Women)
(Laws, Children)
(Laws, Disabled)
(Laws, Refugees)"
127," ,The United Nations has imposed an arms embargo on Libya in an effort to prevent the country from committing human rights abuses. ,The United Nations has imposed an arms embargo on Yemen in an effort to prevent the country from becoming a base for terrorism. ,The United Nations has imposed an arms embargo on Somalia in an effort to prevent the country from engaging in aggressive military action. ,The United Nations has imposed economic sanctions on Sudan in an effort to prevent the country from destabilizing the region.","

(Arms embargo,Abuses)
(Arms embargo,Terrorism)
(Arms embargo,Military action)
(Economic sanctions,Destabilizing)"
128," ,The government has implemented a series of measures to prevent tax evasion and fraud. ,The United Nations has imposed sanctions on Myanmar in an effort to prevent the country from committing human rights abuses. ,The United States has imposed sanctions on Russia in an effort to prevent the country from interfering in other countries' elections. ,The European Union has implemented a series of measures to prevent the spread of disinformation.","

(Prevent, Tax evasion)
(Prevent, Human rights abuses)
(Prevent, Interfering)
(Prevent, Disinformation)"
129," ,The United States has imposed economic sanctions on Iran in an effort to prevent the country from developing nuclear weapons. ,The United Nations has imposed a travel ban on Libya in an effort to prevent the country from committing war crimes. ,The United States has imposed sanctions on Russia in an effort to prevent the country from interfering in other countries' elections.","

(Sanctions,Nuclear)
(Travel,War)
(Sanctions,Interfering)"
130," ,The United States has imposed sanctions on North Korea to prevent the country from developing nuclear weapons. ,The United Nations has imposed an arms embargo on Syria in an effort to prevent the country from destabilizing the region.","

Trigger1 (sanctions)
Trigger2 (nuclear)
Trigger1 (embargo)
Trigger2 (destabilizing)"
131," ,The United Nations has imposed an arms embargo on Syria in an effort to prevent further violence and human rights abuses. ,The United Nations has imposed an arms embargo on Libya in an effort to prevent further violence and human rights abuses.","

(Arms embargo, Violence)
(Arms embargo, Human rights abuses)"
132," ,The government has taken steps to prevent the spread of the virus, including closing schools and banning large gatherings.","

(Steps, Spread)"
133," ,The government has implemented a series of laws to prevent the sale of counterfeit goods. ,The government has implemented a series of laws to prevent the sale of stolen goods. ,The government has implemented a series of laws to prevent the sale of illegal drugs. ,The government has implemented a series of laws to prevent the sale of weapons to terrorists. ,The government has implemented a series of laws to prevent the use of child labor. ,The government has implemented a series of laws to prevent the abuse of animals. ,The government has implemented a series of laws to prevent the exploitation of natural resources. ,The government has implemented a series of laws to prevent the destruction of cultural heritage sites. ,The government has implemented a series of laws to prevent the spread of extremist ideologies. ,The government has implemented a series of laws to prevent the financing of terrorist activities. ,The government has implemented a series of laws to prevent the proliferation of weapons of mass destruction. ,The government has implemented a series of laws to prevent the illegal trade of wildlife. ,The government has implemented a series of laws to prevent the illegal trade of endangered species. ,The government has implemented a series of laws to prevent the illegal trade of hazardous materials.","

(Counterfeit, Sale)
(Stolen, Sale)
(Illegal, Drugs)
(Weapons, Terrorists)
(Child, Labor)
(Abuse, Animals)
(Exploitation, Resources)
(Destruction, Heritage)
(Extremist, Ideologies)
(Financing, Terrorist)
(Proliferation, Weapons)
(Wildlife, Trade)
(Endangered, Species)
(Hazardous, Materials)"
134," ,The government has implemented a series of measures to prevent the spread of infectious diseases. ,The government has implemented a series of measures to prevent the exploitation of vulnerable populations. ,The government has implemented a series of measures to prevent the illegal trafficking of weapons and drugs. ,The government has implemented a series of measures to prevent the illegal exploitation of natural resources. ,The government has implemented a series of measures to prevent the illegal dumping of hazardous waste. ,The government has implemented a series of measures to prevent the illegal smuggling of people and goods.","

(measures,spread)
(measures,exploitation)
(measures,trafficking)
(measures,exploitation)
(measures,dumping)
(measures,smuggling)"
135," ,The government has implemented a series of measures to prevent the spread of hate speech, including increased education and increased monitoring of online activity. ,The government has implemented a series of measures to prevent the spread of misinformation, including increased fact-checking and increased regulation of online content.","

(Measures,Hate Speech)
(Measures,Misinformation)"
136," ,The government has implemented a series of measures to prevent the spread of terrorism, including increased surveillance and increased cooperation with international partners.","

(Surveillance, Terrorism)
(Cooperation, Terrorism)"
137," ,The government has implemented a series of measures to prevent the illegal trafficking of drugs, including increased border security and increased penalties.","

(Border security, Trafficking)"
138," ,The United Nations has imposed an arms embargo on certain countries in an effort to prevent the proliferation of weapons of mass destruction. ,The United States has imposed economic sanctions on certain countries in an effort to prevent the financing of terrorism. ,The United Nations has imposed a travel ban on certain countries in an effort to prevent the spread of extremism. ,The United States has imposed sanctions on certain countries in an effort to prevent the development of weapons of mass destruction. ,The United Nations has imposed an arms embargo on certain countries in an effort to prevent the spread of illicit arms. ,The United States has imposed economic sanctions on certain countries in an effort to prevent the financing of organized crime. ,The United Nations has imposed a travel ban on certain countries in an effort to prevent the spread of human trafficking. ,The United States has imposed sanctions on certain countries in an effort to prevent the development of cyber weapons.","

(Arms embargo, Proliferation)
(Economic sanctions, Financing)
(Travel ban, Extremism)
(Sanctions, Weapons)
(Arms embargo, Illicit arms)
(Economic sanctions, Financing)
(Travel ban, Human trafficking)
(Sanctions, Cyber weapons)"
139,The government has implemented a series of laws to protect consumers from deceptive marketing practices.,"

(Laws, Deceptive)"
140," ,The United Nations has imposed an arms embargo on Libya in an effort to prevent the country from destabilizing the region. ,The United Nations has imposed an arms embargo on South Sudan in an effort to prevent the country from destabilizing the region. ,The United Nations has imposed an arms embargo on Somalia in an effort to prevent the country from destabilizing the region. ,The United Nations has imposed an arms embargo on Iraq in an effort to prevent the country from destabilizing the region. ,The United States has imposed economic sanctions on Venezuela in an effort to prevent the country from violating human rights.","

(Arms embargo, Exodus)
(Arms embargo, Destabilizing)
(Arms embargo, Destabilizing)
(Arms embargo, Destabilizing)
(Economic sanctions, Violating)"
141," ,The United Nations has imposed an arms embargo on North Korea in an effort to prevent the country from developing nuclear weapons. ,The United States has imposed economic sanctions on Cuba in an effort to prevent the country from supporting terrorism.","

(Arms embargo, Developing)
(Economic sanctions, Supporting)"
142," ,The United Nations has imposed an arms embargo on Syria in an effort to prevent further violence in the region. ,The United States has imposed economic sanctions on North Korea in an effort to prevent the country from developing nuclear weapons.","

(Embargo, Violence)
(Sanctions, Nuclear)"
143," ,The Federal Reserve Board raised interest rates in an effort to prevent the economy from overheating. ,The government has implemented a series of measures to prevent the illegal trafficking of drugs and weapons. ,The government has implemented a series of measures to prevent the illegal exploitation of natural resources, including increased monitoring of extractive industries and increased penalties for those who violate environmental regulations. ,The government has implemented a series of laws to prevent the exploitation of vulnerable populations, including increased oversight of employers and increased penalties for those who violate labor laws. ,The government has implemented a series of laws to prevent the exploitation of children, including increased monitoring of child labor and increased penalties for those who violate child labor laws.","

(Raise, Prevent)
(Measures, Trafficking)
(Measures, Exploitation)
(Laws, Exploitation)
(Laws, Exploitation)"
144," ,The United States has imposed sanctions on Russia in an effort to prevent the country from interfering in other countries' elections. ,The United Nations has imposed an arms embargo on South Sudan in an effort to prevent the country from destabilizing the region.","

(Sanctions, Interfering)
(Embargo, Destabilizing)"
145," ,The United Nations has imposed an arms embargo on Syria in an effort to prevent further violence and human rights abuses. ,The United Nations has imposed an arms embargo on Libya in an effort to prevent further violence and human rights abuses. ,The United States has imposed economic sanctions on Iran in an effort to prevent the country from developing nuclear weapons. ,The United States has imposed economic sanctions on Russia in an effort to prevent the country from interfering in other countries' affairs.","

(Arms embargo, Violence)
(Arms embargo, Human rights abuses)
(Economic sanctions, Nuclear weapons)
(Economic sanctions, Interfering)"
146," ,The United States has imposed economic sanctions on Iran in an effort to prevent the country from developing nuclear weapons. ,The United Nations has imposed a travel ban on Libya in an effort to prevent the country from destabilizing the region.","

(sanctions, nuclear)
(travel, destabilizing)"
147," ,The government has implemented a series of measures to prevent the illegal trade of human organs.","

Trigger1: Measures (Trigger2: Trade)"
148," ,The United Nations has imposed an arms embargo on Syria in an effort to prevent the government from committing human rights abuses. ,The United Nations has imposed an arms embargo on Libya in an effort to prevent the spread of conflict. ,The United Nations has imposed an arms embargo on Yemen in an effort to prevent the spread of terrorism.","

Trigger1 (arms embargo) Trigger2 (human rights abuses)
Trigger1 (arms embargo) Trigger2 (conflict)
Trigger1 (arms embargo) Trigger2 (terrorism)"
149,The move boosts Intelogic Chairman Asher Edelman's stake to 20% from 16.2% and may help prevent Martin Ackerman from making a run at the computer-services concern.,"

(Edelman, Ackerman)"
150," ,The government has implemented a series of measures to prevent the spread of disease.","

Trigger1: Measures (Trigger2: Spread)"
151," ,The government has implemented a series of measures to prevent the spread of cybercrime, including increased monitoring of online activity and increased penalties for those who engage in cybercrime. ,The government has implemented a series of measures to prevent the spread of money laundering, including increased monitoring of financial transactions and increased penalties for those who engage in money laundering.","

(Monitoring, Cybercrime)
(Monitoring, Money laundering)"
152," ,The United Nations has imposed an arms embargo on North Korea in an effort to prevent the country from developing nuclear weapons.","

(Embargo, Nuclear)"
153," ,The United Nations has imposed an arms embargo on Sudan in an effort to prevent the country from supporting terrorist activities. ,The United States and its allies have imposed economic sanctions on Iran in an effort to prevent the country from destabilizing the region. ,The United Nations has imposed an arms embargo on Somalia in an effort to prevent the country from supporting terrorist activities.","

(Arms embargo, Terrorist activities)
(Economic sanctions, Destabilizing)
(Arms embargo, Terrorist activities)"
154," ,The United Nations has imposed an arms embargo on Somalia in an effort to prevent further violence and conflict. ,The United States has imposed economic sanctions on Iran in an effort to prevent the country from developing nuclear weapons.","

(Arms embargo, Violence)
(Economic sanctions, Nuclear weapons)"
155," ,The government has implemented a series of measures to prevent the exploitation of vulnerable populations. ,The government has implemented a series of measures to prevent the misuse of public funds. ,The government has implemented a series of measures to prevent the violation of human rights. ,The government has implemented a series of measures to prevent the spread of fake news. ,The government has implemented a series of measures to prevent the spread of terrorism. ,The government has implemented a series of measures to prevent the exploitation of workers. ,The government has implemented a series of measures to prevent the abuse of power by public officials.","

(Exploitation, Prevention)
(Misuse, Prevention)
(Violation, Prevention)
(Fake, Prevention)
(Terrorism, Prevention)
(Exploitation, Prevention)
(Abuse, Prevention)"
156," ,The United Nations has imposed an arms embargo on Syria in an effort to prevent the country from using chemical weapons. ,The United Nations has imposed an arms embargo on Libya in an effort to prevent the country from destabilizing the region.","

Trigger1: embargo (The United Nations has imposed an arms embargo on Syria/Libya)
Trigger2: destabilizing/chemical (in an effort to prevent the country from using chemical weapons/destabilizing the region)"
157," ,The government has implemented a series of measures to prevent the spread of infectious diseases. ,The government has implemented a series of measures to prevent the spread of cybercrime.","

(Measures, Spread)
(Measures, Cybercrime)"
158,The government has implemented a series of regulations to prevent the exploitation of workers in the manufacturing sector.,"

(Regulations, Exploitation)"
159," ,The United Nations has imposed an arms embargo on Sudan in an effort to prevent the country from supporting terrorist activities. ,The United States and its allies have imposed economic sanctions on Russia in an effort to prevent the country from interfering in other countries' affairs.","

(Embargo, Terrorist)
(Sanctions, Interfering)"
160," ,The United Nations has imposed an arms embargo on North Korea in an effort to prevent the country from developing nuclear weapons. ,The United States has imposed economic sanctions on Iran in an effort to prevent the country from developing nuclear weapons. ,The United Nations has imposed a no-fly zone over Libya in an effort to prevent further violence in the region. ,The United States has imposed economic sanctions on Sudan in an effort to prevent the country from destabilizing the region.","

(Arms embargo, Developing)
(Economic sanctions, Developing)
(No-fly zone, Violence)
(Economic sanctions, Destabilizing)"
161,The United States has imposed economic sanctions on North Korea in an effort to prevent the country from developing nuclear weapons. ,"

(Sanctions, Nuclear)"
162," ,The government has implemented a series of measures to prevent the exploitation of vulnerable populations, including increased oversight of employers and increased penalties for those who violate labor laws. ,The government has implemented a series of measures to prevent the exploitation of natural resources, including increased monitoring of extractive industries and increased penalties for those who violate environmental regulations.","

(Oversight, Exploitation)
(Monitoring, Exploitation)"
163," ,The United States has imposed economic sanctions on North Korea in an effort to prevent the country from developing nuclear weapons. ,The United Nations has imposed a travel ban on Syria in an effort to prevent the country from committing human rights abuses.","

(sanctions, nuclear)
(ban, abuses)"
164," ,The United Nations has imposed an arms embargo on North Korea in an effort to prevent the country from developing nuclear weapons. ,The United States and its allies have imposed economic sanctions on Iran in an effort to prevent the country from developing nuclear weapons.","

(Arms embargo, Prevent)
(Economic sanctions, Prevent)"
165," ,The United Nations has imposed an arms embargo on South Sudan in an effort to prevent the country from destabilizing the region. ,The United States has imposed sanctions on Syria in an effort to prevent the country from developing chemical weapons. ,The United Nations has imposed a travel ban on North Korea in an effort to prevent the country from destabilizing the region.","

(Embargo, Destabilizing)
(Sanctions, Developing)
(Ban, Destabilizing)"
166," ,The United Nations has imposed economic sanctions on a country in an effort to prevent it from supporting extremist groups. ,The United Nations has imposed an arms embargo on a country in an effort to prevent it from engaging in illegal activities.","

(Sanctions, Support)
(Embargo, Activities)"
167,The United Nations has imposed an arms embargo on Yemen in an effort to prevent the country from using weapons of mass destruction.,"

(Embargo, Destruction)"
168," ,The government has implemented a series of laws to protect the rights of women. ,The government has implemented a series of laws to protect the rights of religious minorities. ,The government has implemented a series of laws to protect the rights of LGBTQ+ individuals.","

(Laws, Protect)
(Laws, Rights)
(Laws, Women)
(Laws, Religious)
(Laws, LGBTQ+)"
169," ,The government has passed legislation to prevent companies from exploiting the environment by dumping hazardous waste. ,The government has passed legislation to prevent companies from exploiting indigenous peoples by taking advantage of their lack of knowledge of the law. ,The government has passed legislation to prevent companies from exploiting minority groups by discriminating against them in the workplace.","

(Legislation, Dumping)
(Legislation, Exploiting)
(Legislation, Discriminating)"
170," ,The United Nations has imposed a travel ban on Iran in an effort to prevent the country from developing nuclear weapons. ,The United States has imposed sanctions on Sudan in an effort to prevent the country from destabilizing the region. ,The United Nations has imposed an arms embargo on Somalia in an effort to prevent the country from destabilizing the region. ,The United States has imposed sanctions on North Korea in an effort to prevent the country from developing nuclear weapons. ,The United Nations has imposed a travel ban on Syria in an effort to prevent the country from destabilizing the region. ,The United States has imposed sanctions on Venezuela in an effort to prevent the country from destabilizing the region.","

(Travel ban, Developing nuclear weapons)
(Sanctions, Destabilizing region)
(Arms embargo, Destabilizing region)
(Sanctions, Developing nuclear weapons)
(Travel ban, Destabilizing region)
(Sanctions, Destabilizing region)"
171, He said the U.S. was trying to prevent Iraq from taking over Kuwait.,"

(Prevent, Takeover)"
172," ,The government has taken steps to prevent the spread of hate speech, including introducing new laws to regulate online content. ,The government has taken steps to prevent the spread of cybercrime, including introducing new laws to protect personal data.","

(Prevent, Hate Speech)
(Prevent, Cybercrime)"
173," ,The United Nations has imposed sanctions on Russia in an effort to prevent the country from interfering in other countries' internal affairs. ,The European Union has imposed sanctions on Russia in an effort to prevent the country from violating human rights.","

Trigger1 (sanctions) Trigger2 (interfering)
Trigger1 (sanctions) Trigger2 (violating)"
174," ,The United States has imposed sanctions on China in an effort to prevent the country from engaging in unfair trade practices. ,The United Nations has imposed sanctions on Syria in an effort to prevent the country from committing war crimes.","

Trigger1 (sanctions) Trigger2 (unfair trade)
Trigger1 (sanctions) Trigger2 (war crimes)"
175," ,The European Union has imposed sanctions on Belarus in an effort to prevent the country from cracking down on political dissidents. ,The United Nations has imposed sanctions on North Korea in an effort to prevent the country from developing nuclear weapons. ,The United States has imposed sanctions on Iran in an effort to prevent the country from developing nuclear weapons. ,The United Nations has imposed sanctions on Syria in an effort to prevent the country from committing human rights abuses. ,The United States has imposed sanctions on Venezuela in an effort to prevent the country from destabilizing the region.","

(Sanctions, Crackdown)
(Sanctions, Nuclear)
(Sanctions, Developing)
(Sanctions, Abuses)
(Sanctions, Destabilizing)"
176," ,The United Nations has imposed a travel ban on Iran in an effort to prevent the country from developing nuclear weapons.","

(Travel, Ban)"
177," ,The government has implemented a series of laws to protect the rights of women. ,The government has implemented a series of laws to protect the rights of children.","

(Laws, Protect)
(Laws, Women)
(Laws, Children)"
178," ,The government has implemented a series of laws to prevent the exploitation of immigrants. ,The government has implemented a series of laws to prevent the exploitation of the elderly. ,The government has implemented a series of laws to prevent the exploitation of the disabled. ,The government has implemented a series of laws to prevent the exploitation of women. ,The government has implemented a series of laws to prevent the exploitation of minorities. ,The government has implemented a series of laws to prevent the exploitation of indigenous peoples. ,The government has implemented a series of laws to prevent the exploitation of the environment. ,The government has implemented a series of laws to prevent the exploitation of natural resources.","

(Laws, Exploitation)
(Laws, Elderly)
(Laws, Disabled)
(Laws, Women)
(Laws, Minorities)
(Laws, Indigenous)
(Laws, Environment)
(Laws, Resources)"
179," ,The United Nations Security Council unanimously approved a resolution authorizing the use of ""all necessary means"" to force Iraq to withdraw from Kuwait, a move that forestalled any further diplomatic efforts to resolve the crisis.","

(Resolution, Force)"
180," ,The United Nations has imposed an arms embargo on Syria in an effort to prevent the government from committing human rights abuses. ,The United States has imposed economic sanctions on Russia in an effort to prevent the country from interfering in other countries' elections. ,The United Nations has imposed an arms embargo on Sudan in an effort to prevent the government from committing human rights abuses.","

(Arms embargo, Prevent)
(Economic sanctions, Prevent)
(Arms embargo, Prevent)"
181," ,The government has implemented a series of measures to prevent the illegal trafficking of drugs, including increased border security and increased penalties. ,The government has implemented a series of measures to prevent the illegal exploitation of labor, including increased inspections and penalties.","

(Security, Trafficking)
(Inspections, Exploitation)"
182,LIN Broadcasting surged 4 5/8 to 112 5/8; LIN and BellSouth sweetened their merger agreement in an attempt to keep shareholders from tendering their shares to McCaw Cellular Communications.,"

(Settlement, Exodus)"
183," ,The government has implemented a series of measures to prevent the spread of hate speech, including increased monitoring and increased penalties for those who engage in hate speech.","

Trigger1: Monitoring (Trigger2: Hate Speech)"
184," ,The United States has imposed economic sanctions on Iran in an effort to prevent the country from developing nuclear weapons. ,The United States has imposed economic sanctions on North Korea in an effort to prevent the country from developing nuclear weapons. ,The United Nations has imposed an arms embargo on Libya in an effort to prevent the country from destabilizing the region.","

(Sanctions,Nuclear)
(Sanctions,Nuclear)
(Embargo,Destabilizing)"
185," ,The United Nations has imposed an arms embargo on Syria in an effort to prevent further violence in the region. ,The United Nations has imposed an arms embargo on Libya in an effort to prevent further violence in the region. ,The United Nations has imposed an arms embargo on Sudan in an effort to prevent further violence in the region. ,The United Nations has imposed an arms embargo on Somalia in an effort to prevent further violence in the region. ,The United Nations has imposed an arms embargo on Iraq in an effort to prevent further violence in the region. ,The United Nations has imposed an arms embargo on Afghanistan in an effort to prevent further violence in the region.","

(Arms embargo, Violence)
(Arms embargo, Violence)
(Arms embargo, Violence)
(Arms embargo, Violence)
(Arms embargo, Violence)
(Arms embargo, Violence)"
186," ,The United Nations has imposed an arms embargo on Syria in an effort to prevent the government from using weapons against its own citizens. ,The United Nations has imposed an arms embargo on Libya in an effort to prevent the government from using weapons against its own citizens. ,The United States has imposed sanctions on Iran in an effort to prevent the country from developing nuclear weapons. ,The United States has imposed sanctions on Russia in an effort to prevent the country from interfering in other countries' elections. ,The United Nations has imposed an arms embargo on North Korea in an effort to prevent the country from developing nuclear weapons. ,The United Nations has imposed an arms embargo on Iraq in an effort to prevent the government from using weapons against its own citizens.","

Trigger1 (arms embargo) Trigger2 (using weapons)
Trigger1 (sanctions) Trigger2 (developing nuclear weapons)
Trigger1 (sanctions) Trigger2 (interfering)
Trigger1 (arms embargo) Trigger2 (developing nuclear weapons)
Trigger1 (arms embargo) Trigger2 (using weapons)"
187," The United States has imposed economic sanctions on North Korea in an effort to prevent the country from developing nuclear weapons. ,The United States has imposed economic sanctions on Russia in an effort to prevent the country from committing human rights abuses. ,The United States has imposed economic sanctions on Venezuela in an effort to prevent the government from committing human rights abuses. ,The United States has imposed economic sanctions on Ukraine in an effort to prevent the spread of conflict. ,The United States has imposed economic sanctions on the United Kingdom in an effort to prevent the spread of terrorism.","

(Sanctions,Nuclear)
(Sanctions,Abuses)
(Sanctions,Abuses)
(Sanctions,Conflict)
(Sanctions,Terrorism)"
188," ,The United Nations has imposed an arms embargo on Somalia in an effort to prevent the country from destabilizing the region. ,The United Nations has imposed a travel ban on North Korea in an effort to prevent the country from destabilizing the region. ,The United States has imposed sanctions on Venezuela in an effort to prevent the country from destabilizing the region. ,The United Nations has imposed an arms embargo on Afghanistan in an effort to prevent the country from destabilizing the region.","

(Arms embargo, Destabilizing)
(Travel ban, Destabilizing)
(Sanctions, Destabilizing)
(Arms embargo, Destabilizing)"
189,The United States has imposed economic sanctions on Iran in an effort to prevent the country from developing nuclear weapons.,"

(Sanctions, Nuclear)"
190," ,The government has implemented a series of laws to protect the rights of indigenous peoples. ,The government has implemented a series of laws to protect the rights of LGBT people.","

(Laws, Protect)
(Laws, Rights)"
191," ,The United Nations Security Council has imposed an arms embargo on Libya in an effort to prevent further violence and instability. ,The United Nations has imposed an arms embargo on Syria in an effort to prevent further violence and conflict. ,The United States has imposed economic sanctions on North Korea in an effort to prevent the country from developing nuclear weapons. ,The United Nations has imposed an arms embargo on Yemen in an effort to prevent further violence and conflict. ,The United States has imposed economic sanctions on Venezuela in an effort to prevent the country from destabilizing the region. ,The United Nations has imposed an arms embargo on South Sudan in an effort to prevent further violence and conflict.","

(Arms embargo, Avert)
(Arms embargo, Prevent)
(Economic sanctions, Prevent)
(Arms embargo, Prevent)
(Economic sanctions, Destabilize)
(Arms embargo, Prevent)"
192," ,The United States has imposed economic sanctions on Iran in an effort to prevent the country from developing nuclear weapons. ,The United Nations has imposed an arms embargo on Libya in an effort to prevent further violence against civilians. ,The United States has imposed economic sanctions on Russia in an effort to prevent the country from destabilizing the region. ,The United Nations has imposed an arms embargo on Sudan in an effort to prevent further violence against civilians.","

(Sanctions,Nuclear)
(Embargo,Violence)
(Sanctions,Destabilizing)
(Embargo,Violence)"
193," ,The government has taken steps to prevent the spread of diseases, including introducing new laws to regulate the sale of pharmaceuticals. ,The government has taken steps to prevent the spread of terrorism, including introducing new laws to regulate the sale of weapons. ,The government has taken steps to prevent the use of child soldiers, including introducing new laws to regulate the recruitment of minors. ,The government has taken steps to prevent the use of forced labor, including introducing new laws to regulate the employment of vulnerable populations. ,The government has taken steps to prevent the use of human trafficking, including introducing new laws to regulate the movement of people across borders. ,The government has taken steps to prevent the use of money laundering, including introducing new laws to regulate the flow of funds. ,The government has taken steps to prevent the use of bribery and corruption, including introducing new laws to regulate the awarding of government contracts. ,The government has taken steps to prevent the use of cybercrime, including introducing new laws to regulate the use of digital technologies. ,The government has taken steps to prevent the use of tax evasion, including introducing new laws to regulate the payment of taxes.","

(Prevention, Spread)
(Prevention, Terrorism)
(Prevention, Soldiers)
(Prevention, Labor)
(Prevention, Trafficking)
(Prevention, Laundering)
(Prevention, Corruption)
(Prevention, Cybercrime)
(Prevention, Evasion)"
194," ,The United Nations has imposed an arms embargo on Yemen in an effort to prevent the country from destabilizing the region. ,The United States has imposed economic sanctions on Venezuela in an effort to prevent the country from destabilizing the region. ,The United Nations has imposed an arms embargo on Libya in an effort to prevent the country from destabilizing the region. ,The United States has imposed economic sanctions on Cuba in an effort to prevent the country from interfering in other countries' affairs.","

(Arms embargo, Destabilizing)
(Economic sanctions, Destabilizing)
(Arms embargo, Destabilizing)
(Economic sanctions, Interfering)"
195," ,The United Nations has imposed a no-fly zone over Syria in an effort to prevent further violence in the region.","

Trigger1: No-fly (Trigger2: Violence)"
196," ,The United Nations has passed a resolution calling for an immediate end to the use of chemical weapons in the conflict between two warring nations, in an effort to prevent further loss of life.","

(Resolution, Loss)"
197," ,The United Nations has imposed an arms embargo on Sudan in an effort to prevent the country from destabilizing the region. ,The United States has imposed sanctions on Cuba in an effort to prevent the country from violating human rights. ,The United Nations has imposed a travel ban on North Korea in an effort to prevent the country from destabilizing the region. ,The United States has imposed sanctions on Zimbabwe in an effort to prevent the country from violating human rights.","

(Arms embargo, Destabilizing)
(Sanctions, Violating)
(Travel ban, Destabilizing)
(Sanctions, Violating)"
198," ,The government has taken steps to prevent the spread of disease, including introducing new laws to regulate the sale of food and medicines. ,The government has taken steps to prevent the spread of hate speech, including introducing new laws to regulate online content. ,The government has taken steps to prevent the exploitation of natural resources, including introducing new laws to regulate the extraction of minerals. ,The government has taken steps to prevent the exploitation of workers, including introducing new laws to protect workers' rights.","

(prevent,spread)
(prevent,hate)
(prevent,exploitation)
(prevent,exploitation)"
199," ,The United Nations has imposed an arms embargo on certain countries in an effort to prevent the proliferation of weapons of mass destruction. ,The United Nations has imposed economic sanctions on certain countries in an effort to prevent the funding of terrorist activities. ,The United Nations has imposed a trade embargo on certain countries in an effort to prevent the sale of weapons to terrorist groups. ,The United Nations has imposed a travel ban on certain countries in an effort to prevent the spread of extremist ideologies.","

(Arms embargo, Proliferation)
(Economic sanctions, Funding)
(Trade embargo, Sale)
(Travel ban, Spread)"
200," ,The United Nations has imposed a trade embargo on North Korea in an effort to prevent the country from developing nuclear weapons. ,The United Nations has imposed an arms embargo on Sudan in an effort to prevent the country from supporting terrorist activities. ,The United Nations has imposed a trade embargo on Myanmar in an effort to prevent the country from violating human rights.","

(Embargo, Nuclear)
(Embargo, Terrorist)
(Embargo, Human)"
