,sentence,trigger1,trigger2
352," ,The government is introducing a new law to protect the rights of consumers, in an effort to ensure fair pricing and quality products.",introducing,protect
353,",The government is introducing a new law to protect the rights of immigrants, in an effort to promote cultural diversity and combat xenophobia.",protect,promote
354,",The government is introducing a new law to protect the rights of the disabled, in an effort to ensure equal access to services and opportunities.",protect,ensure
355,",The government is introducing a new law to protect the rights of the elderly, in an effort to ensure access to quality care and support.",protect,ensure
356," ,The government has implemented a new policy to reduce carbon emissions, in an effort to combat climate change.",implemented,reduce
357,",The government has passed a law to increase taxes on the wealthy, in an effort to reduce income inequality.",passed,increase
358,",The government has passed a law to increase funding for public education, in an effort to improve educational outcomes.",passed,increase
359,",The government has passed a law to increase the availability of affordable housing, in an effort to reduce homelessness.",passed,increase
360," ,The government has introduced a new law to protect the rights of workers, in an effort to ensure fair wages and working conditions.",introduced,protect
361,",The government has passed a law to protect the rights of consumers, in an effort to ensure safe and fair access to goods and services.",passed,protect
362,",The government has introduced a new law to protect the rights of the elderly, in an effort to ensure access to quality healthcare and social services.",introduced,ensure
363,",The government has passed a law to protect the rights of the disabled, in an effort to ensure access to services and equal opportunities.",passed,ensure
364,",The government has introduced a new law to protect the rights of minorities, in an effort to ensure equal access to services and opportunities.",introduced,ensure
365,",The government has passed a law to protect the rights of victims of hate crimes, in an effort to ensure justice and accountability.",passed,ensure
366," ,The government passed a law to increase access to education in an effort to reduce poverty.",passed,increase
368," ,The government is introducing a new law to reduce air pollution, in an effort to improve public health.",introducing,reduce
369,",The government is introducing a new law to increase access to renewable energy sources, in an effort to reduce dependence on fossil fuels.",increase,reduce
370,",The government is introducing a new law to increase access to financial services, in an effort to reduce poverty.",increase,reduce
371,",The government is introducing a new law to increase access to childcare, in an effort to promote gender equality.",increase,promote
372," ,The government passed a law to increase the minimum wage in an effort to reduce poverty and inequality.",passed,increase
374,",The government passed a law to increase the number of affordable housing units in an effort to reduce homelessness.",passed,reduce
375,",The government passed a law to increase the number of renewable energy sources in an effort to reduce carbon emissions.",passed,reduce
376,",The government passed a law to increase the number of public transportation options in an effort to reduce traffic congestion.",passed,reduce
377,",The government passed a law to increase the number of job training programs in an effort to reduce unemployment.",passed,reduce
378,",The government passed a law to increase the number of public parks and green spaces in an effort to improve air quality.",passed,improve
379,",The government passed a law to increase the number of public health initiatives in an effort to improve public health.",passed,improve
380,",The government passed a law to increase the number of environmental protection regulations in an effort to reduce pollution.",passed,reduce
381,",The government passed a law to increase the number of public safety initiatives in an effort to reduce crime.",passed,reduce
382,",The government passed a law to increase the number of anti-discrimination laws in an effort to promote equality.",passed,promote
383," ,The government has passed a new law to increase the availability of affordable housing, in an effort to reduce homelessness and poverty.",passed,increase
384,",The government has implemented a new policy to provide tax incentives for businesses to invest in research and development, in an effort to promote innovation and economic growth.",implemented,provide
385,",The government has introduced a new program to provide free education to all children, in an effort to reduce inequality and promote social mobility.",introduced,provide
386," ,The government passed a law to increase access to financial services in an effort to promote economic growth.",passed,increase
387,",The government passed a law to increase access to clean water in an effort to improve public health.",passed,improve
388,",The government passed a law to increase access to quality childcare in an effort to promote gender equality.",passed,promote
389," ,The United Nations passed a resolution to increase international cooperation in order to combat terrorism.",passed,increase
390,",The government passed a law to increase the availability of affordable housing in an effort to reduce homelessness.",passed,reduce
391,",The government passed a law to increase the availability of mental health services in an effort to reduce suicide rates.",passed,reduce
392," ,The government passed a law to increase taxes on the wealthy, in an effort to reduce income inequality.",passed,increase
393,",The government passed a law to increase funding for public transportation, in an effort to reduce traffic congestion and air pollution.",increase,reduce
394,",The government passed a law to increase the availability of affordable housing, in an effort to reduce homelessness.",increase,reduce
395,",The government passed a law to increase the availability of renewable energy sources, in an effort to reduce dependence on fossil fuels.",increase,reduce
396," ,The European Union has proposed a new set of regulations to protect the environment from the effects of industrial pollution.",proposed,protect
397,",The government has announced a new policy to reduce the number of immigrants entering the country.",announced,reduce
398,",The president has declared a state of emergency in response to the recent outbreak of violence in the region.",declared,emergency
399,",The Supreme Court has ruled that the government must provide free healthcare to all citizens.",ruled,provide
400,",The Senate has passed a bill to increase the minimum wage for workers.",passed,increase
401,",The House of Representatives has passed a bill to provide tax relief to small businesses.",passed,relief
402,",The United Nations has adopted a resolution to end the conflict in the Middle East.",adopted,end
403,",The International Monetary Fund has approved a loan package to help stabilize the economy of a developing nation.",approved,stabilize
404,",The World Bank has approved a loan to fund a project to improve infrastructure in a developing country.",approved,fund
405," ,The government passed a law to increase access to job training in an effort to reduce unemployment.",passed,increase
407,",The government passed a law to increase access to financial literacy programs in an effort to reduce consumer debt.",passed,reduce
408,",The government passed a law to increase access to public libraries in an effort to promote literacy.",passed,promote
409,",The government passed a law to increase access to public parks in an effort to promote physical activity.",passed,promote
415,",The government passed a law to increase the minimum wage, in an effort to reduce poverty and inequality.",passed,reduce
417,",The government passed a law to increase access to healthcare in an effort to improve public health.",passed,reduce
418,",The government passed a law to increase taxes on the wealthy in an effort to reduce income inequality.",passed,taxes
419,",The government passed a law to increase the minimum wage in an effort to reduce poverty.",passed,wage
420,",The government passed a law to protect the rights of workers in an effort to ensure fair wages and working conditions.",passed,protect
421,",The government passed a law to protect the rights of minorities in an effort to promote equality and justice.",passed,promote
425,",The government passed a law to increase access to financial services and reduce predatory lending practices.",passed,reduce
427,",The government passed a law to increase access to clean energy and reduce greenhouse gas emissions.",passed,reduce
429,",The government passed a law to increase access to mental health services and reduce the stigma associated with mental illness.",passed,reduce
430," ,The government is introducing a new law to protect the rights of immigrants, in an effort to promote diversity and inclusion.",Introducing,Protect
431,",The government is introducing a new law to protect the rights of Indigenous peoples, in an effort to promote cultural understanding and respect.",Introducing,Promote
432," ,The United Nations passed a resolution calling for an end to the use of chemical weapons, in an effort to protect civilians from the dangers of chemical warfare.",end,protect
433,",The United Nations passed a resolution calling for an end to the use of cluster bombs, in an effort to protect civilians from the dangers of unexploded ordnance.",cluster,protect
434,",The United Nations passed a resolution calling for an end to the use of nuclear weapons, in an effort to protect the world from the dangers of nuclear warfare.",nuclear,protect
435," ,The government introduced a new law to protect the rights of immigrants and refugees in an effort to promote social inclusion.",introduced,protect
436,",The government introduced a new law to protect the rights of women and children in an effort to combat gender-based violence.",protect,promote
437,",The government introduced a new law to protect the rights of LGBTQ+ individuals in an effort to promote equality.",protect,combat
438,",The government introduced a new law to protect the rights of people with disabilities in an effort to ensure access to services and resources.",protect,promote
439," ,The government is introducing a new law to protect the rights of workers and ensure fair wages.",introducing,protect
440,",The government is introducing a new policy to reduce carbon emissions and combat climate change.",introducing,reduce
441,",The government is introducing a new program to provide free education to all citizens.",introducing,provide
442," ,The government passed a law to protect the rights of religious minorities and ensure their freedom of worship.",passed,protect
443,",The government passed a law to protect the rights of people with disabilities and ensure their access to services.",passed,ensure
444,",The government passed a law to protect the rights of victims of human trafficking and ensure their access to justice.",passed,access
446,",The government passed a law to increase access to mental health services in an effort to reduce suicide rates.",increase,reduce
447,",The government passed a law to increase access to job training programs in an effort to reduce unemployment.",increase,reduce
448,",The government passed a law to increase access to financial services in an effort to reduce poverty.",increase,reduce
449,",The government passed a law to increase access to legal services in an effort to ensure justice for all.",increase,ensure
450," ,The government is introducing a new tax to help fund the national health service, in an effort to reduce the burden on taxpayers.",introducing,fund
451,",The president has proposed a new law to increase the minimum wage, in an effort to reduce poverty and improve living standards.",proposed,reduce
452,",The government is introducing a new policy to reduce carbon emissions, in an effort to combat climate change and protect the environment.",introducing,reduce
453,",The government is introducing a new law to protect workers' rights, in an effort to ensure fair wages and safe working conditions.",introducing,protect
454,",The government is introducing a new law to protect consumers, in an effort to ensure fair prices and quality products.",introducing,protect
455,",The government is introducing a new law to protect the rights of minorities, in an effort to promote equality and social justice.",introducing,protect
456," ,The government passed a law to strengthen gun control in an effort to reduce gun violence.",passed,strengthen
457,",The government passed a law to protect the rights of immigrants and refugees in an effort to promote social justice.",passed,protect
458,",The government passed a law to protect the rights of Indigenous peoples in an effort to promote reconciliation.",passed,protect
462,",The government passed a law to increase access to quality education, in an effort to reduce inequality.",passed,reduce
463,",The government passed a law to increase access to clean water, in an effort to improve public health.",passed,improve
464," ,The government passed a law to increase access to housing, in an effort to reduce homelessness.",passed,increase
465,",The government passed a law to increase access to public transportation, in an effort to reduce poverty.",passed,reduce
466,",The government passed a law to increase access to job training, in an effort to reduce unemployment.",passed,reduce
467,",The government passed a law to increase access to childcare, in an effort to promote gender equality.",passed,promote
468," ,The government passed a law to increase access to financial services, in an effort to reduce poverty and promote economic development.",passed,increase
469,",The government passed a law to increase access to clean energy, in an effort to reduce air pollution and combat climate change.",passed,reduce
470,",The government passed a law to increase access to clean water, in an effort to reduce water pollution and improve public health.",passed,combat
471,",The government passed a law to increase access to sanitation services, in an effort to reduce water-borne diseases and improve public health.",passed,reduce
472,",The government passed a law to increase access to technology, in an effort to reduce the digital divide and promote economic growth.",passed,reduce
473," The plan, which is similar to those adopted by other companies, is designed to ensure that shareholders receive fair value for their shares in the event of a takeover.",passed,protect
474,",The government passed a law to protect the rights of workers and ensure their access to fair wages and safe working conditions.",designed,ensure
475,",The government passed a law to protect the rights of consumers and ensure their access to accurate information about products and services.",passed,protect
476,",The government passed a law to protect the rights of immigrants and ensure their access to basic services.",passed,ensure
477,",The government passed a law to protect the rights of indigenous peoples and ensure their access to land and resources.",passed,ensure
479,",The government passed a law to protect the rights of consumers and ensure their access to accurate information about products and services.",passed,ensure
480,",The government passed a law to protect the rights of the disabled and ensure their access to services.",passed,accurate
481,",The government passed a law to protect the rights of immigrants and ensure their access to services.",passed,services
482,",The government passed a law to protect the rights of LGBTQ+ individuals and ensure their access to services.",passed,services
483,",The government passed a law to protect the rights of victims of domestic violence and ensure their access to services.",passed,services
484,",The government passed a law to protect the rights of victims of sexual assault and ensure their access to services.",passed,services
485,",The government passed a law to protect the rights of victims of hate crimes and ensure their access to services.",passed,services
486,",The government passed a law to protect the rights of victims of racial discrimination and ensure their access to services.",passed,services
487,",The government passed a law to protect the rights of victims of gender-based violence and ensure their access to services.",passed,services
488,",The government passed a law to protect the rights of victims of religious discrimination and ensure their access to services.",passed,services
489,",The government passed a law to protect the rights of victims of age discrimination and ensure their access to services.",passed,services
490,",The government passed a law to protect the rights of victims of disability discrimination and ensure their access to services.",passed,services
491," ,The government passed a law to increase access to affordable housing in an effort to reduce poverty.",passed,increase
495,",The government passed a law to increase access to financial services in an effort to reduce inequality.",passed,reduce
497,",The government passed a law to increase access to mental health services in an effort to reduce crime.",passed,reduce
498," ,The government passed a law to increase access to affordable housing, in an effort to reduce homelessness.",passed,increase
499,",The government passed a law to increase access to public transportation, in an effort to reduce traffic congestion.",passed,reduce
500," ,The government has passed a law to protect the rights of workers, in an effort to ensure fair wages and safe working conditions.",passed,protect
501,",The government has implemented a new policy to provide tax incentives to businesses that create jobs in disadvantaged communities.",implemented,provide
502,",The government has passed a law to protect the rights of religious minorities, in an effort to promote tolerance and acceptance.",passed,promote
503," ,The government passed a law to increase the availability of public transportation in an effort to reduce traffic congestion.",passed,increase
505,",The government passed a law to increase the availability of affordable childcare in an effort to support working families.",passed,support
506,",The government passed a law to increase the availability of job training and employment opportunities in an effort to reduce unemployment.",passed,reduce
507,",The government passed a law to increase the availability of financial assistance to small businesses in an effort to promote economic growth.",passed,promote
509,",The government passed a law to increase taxes on the wealthy in an effort to reduce income inequality.",passed,reduce
511,",The government passed a law to increase access to education in an effort to reduce illiteracy.",passed,reduce
515," ,The government is introducing a new law to protect the rights of indigenous peoples, in an effort to promote cultural preservation and respect.",introducing,protect
516,",The government is introducing a new law to protect the rights of women, in an effort to promote gender equality.",introducing,promote
517,",The government is introducing a new law to protect the rights of religious minorities, in an effort to promote religious freedom.",introducing,promote
518,",The government is introducing a new law to protect the rights of children, in an effort to ensure their safety and well-being.",introducing,ensure
519, His move was aimed at increasing public awareness of the need for political reform.,aimed,increasing
520,",The government passed a law to increase access to education and reduce the cost of tuition.",passed,increase
523,",The government passed a law to increase access to financial services and reduce the cost of borrowing.",passed,reduce
524,",The government passed a law to increase access to technology and reduce the digital divide.",passed,reduce
525," ,The United States passed a law to increase funding for renewable energy sources in an effort to reduce greenhouse gas emissions.",passed,increase
526,",The United Nations passed a resolution to promote the rights of children and ensure their access to basic services.",passed,promote
527,",The United Nations passed a resolution to promote the rights of workers and ensure their access to fair wages and safe working conditions.",passed,promote
528,",The United Nations passed a resolution to promote the rights of people with disabilities and ensure their access to employment opportunities.",passed,promote
529," ,The government passed a law to increase access to clean energy sources, in an effort to reduce air pollution.",passed,increase
532,",The government passed a law to increase access to healthcare, in an effort to improve public health.",passed,improve
534,",The government passed a law to increase access to renewable energy sources, in an effort to reduce carbon emissions.",passed,reduce
535,",The government passed a law to increase access to financial services, in an effort to reduce inequality.",passed,reduce
538,",The government passed a law to increase access to childcare, in an effort to reduce the burden on working families.",passed,reduce
540,",The government passed a law to increase access to mental health services, in an effort to reduce the stigma associated with mental illness.",passed,reduce
541," ,The government passed a law to increase access to job training programs in an effort to reduce unemployment.",passed,increase
542,",The government passed a law to increase access to educational opportunities in an effort to reduce inequality.",passed,educational
543,",The government passed a law to increase access to healthcare services in an effort to reduce health disparities.",passed,healthcare
544," ,The government passed a law to increase access to education, in an effort to reduce inequality and promote social mobility.",passed,increase
545,",The government passed a law to increase access to affordable housing, in an effort to reduce homelessness and poverty.",passed,reduce
546,",The government passed a law to increase access to public transportation, in an effort to reduce traffic congestion and air pollution.",passed,reduce
547,",The government passed a law to increase access to clean energy sources, in an effort to reduce greenhouse gas emissions.",passed,reduce
548,",The government passed a law to increase access to financial services, in an effort to reduce inequality and promote economic growth.",passed,reduce
549,",The government passed a law to protect the rights of workers, in an effort to ensure fair wages and working conditions.",passed,protect
550,",The government passed a law to protect the rights of consumers, in an effort to ensure safe and fair access to goods and services.",passed,protect
553,",The government passed a law to increase funding for research and development, in an effort to promote innovation.",passed,promote
554," ,The government has passed a law to increase access to education, in an effort to reduce inequality and promote social mobility.",passed,increase
555,",The government has passed a law to increase access to clean air, in an effort to reduce air pollution and improve public health.",passed,reduce
556,",The government has passed a law to increase access to financial services, in an effort to reduce poverty and promote economic growth.",passed,promote
558,",The government has passed a law to increase access to childcare, in an effort to reduce the burden on working families and promote gender equality.",passed,reduce
559,",The government has passed a law to increase access to job training, in an effort to reduce unemployment and promote economic growth.",passed,promote
560,",The government has passed a law to increase access to mental health services, in an effort to reduce the stigma associated with mental illness and promote public health.",passed,reduce
561,",The government has passed a law to protect the rights of immigrants and ensure their safe passage.",passed,protect
562,",The government has passed a law to increase access to affordable housing, in an effort to reduce homelessness and promote economic stability.",passed,reduce
563," ,The government has passed a law to increase access to financial services, in an effort to reduce poverty.",passed,increase
564,",The government has passed a law to increase access to childcare services, in an effort to promote gender equality.",passed,promote
565,",The government has passed a law to increase access to public transportation, in an effort to reduce traffic congestion.",passed,reduce
566,",The government has passed a law to increase access to affordable housing, in an effort to reduce homelessness.",passed,reduce
567,",The government has passed a law to increase access to job training programs, in an effort to reduce unemployment.",passed,reduce
572,",The government passed a law to increase access to housing in an effort to reduce homelessness.",increase,reduce
573,",The government passed a law to increase access to clean energy in an effort to reduce air pollution.",increase,reduce
574,",The government passed a law to increase access to financial services in an effort to reduce inequality.",increase,reduce
576," ,The government has passed a new law to increase the minimum wage, in an effort to reduce poverty and improve the standard of living for low-income workers.",passed,increase
577,",The government has implemented a new policy to provide tax incentives to businesses that invest in research and development, in an effort to promote innovation and economic growth.",implemented,provide
578,",The government has introduced a new program to provide job training and education services to those who are unemployed, in an effort to reduce long-term unemployment.",introduced,provide
579,",The government has passed a new law to increase the availability of affordable housing, in an effort to reduce homelessness.",passed,increase
580," ,The government implemented a new policy to promote gender equality.",implemented,promote
581,",The government passed a law to protect the rights of immigrants.",passed,protect
582,",The government launched a campaign to reduce the number of homeless people.",launched,reduce
583,",The government implemented a new policy to promote job training and education.",implemented,promote
584,",The government passed a law to protect the environment from pollution.",passed,protect
585,",The government launched a campaign to promote sustainable development.",launched,promote
586,",The government implemented a new policy to reduce the cost of living.",implemented,reduce
587,",The government passed a law to protect the rights of indigenous peoples.",passed,protect
588,",The government launched a campaign to promote financial literacy.",launched,promote
589,",The government implemented a new policy to promote economic diversification.",implemented,promote
590,",The government passed a law to protect the rights of workers.",passed,protect
591,",The government launched a campaign to reduce corruption in government.",launched,reduce
592,",The government implemented a new policy to promote public-private partnerships.",implemented,promote
593,",The government passed a law to protect the rights of consumers.",passed,protect
594,",The government launched a campaign to promote responsible business practices.",launched,promote
595,",The government implemented a new policy to promote economic inclusion.",implemented,promote
601," ,The government has passed a law to increase access to affordable housing, in an effort to reduce homelessness.",passed,increase
603,",The government has passed a law to increase access to financial services, in an effort to reduce economic inequality.",passed,reduce
607,",The government passed a law to increase access to financial services in an effort to promote economic growth.",passed,promote
608,",The government passed a law to increase access to clean water in an effort to protect the environment.",passed,protect
