,sentence,events
163," ,The United Nations has adopted a new resolution that requires all member states to ensure that their armed forces are compliant with international humanitarian law. ,The United Nations has agreed to a new resolution that requires all member states to ensure that their economic policies are in line with global standards. ,The United Nations has adopted a new resolution that requires all member states to ensure that their environmental policies are in line with global standards.","(adopted, ensure)
(agreed, ensure)
(adopted, ensure)"
164," ,The Canadian government has announced a new strategy to reduce poverty and inequality. ,The Canadian government has announced a new strategy to improve access to education and training. ,The Canadian government has announced a new strategy to promote innovation and entrepreneurship. ,The Canadian government has announced a new strategy to strengthen the country's infrastructure.","(poverty) (reduce)
(education) (improve)
(innovation) (promote)
(infrastructure) (strengthen)"
165, The United States has imposed economic sanctions on Iran in an effort to pressure the country to end its nuclear program. ,(sanctions) (pressure)
166," The European Union has adopted a new policy to combat climate change, which includes a commitment to reduce greenhouse gas emissions by 40% by  ",(policy) (reduce)
167, The United Kingdom has announced a new immigration policy that will make it easier for skilled workers from outside the European Union to work in the country. ,(policy) (easier)
168, The United Nations has passed a resolution calling for an end to the conflict in Yemen and the establishment of a ceasefire. ,(resolution) (ceasefire)
169, The United Nations Security Council has voted to impose an arms embargo on North Korea in response to the country's nuclear weapons program.,trigger1: embargo (trigger2: nuclear)
170," ,,The United Nations has adopted a resolution calling for an end to the conflict in Syria. ,,The United Nations Security Council has imposed an arms embargo on North Korea in an effort to prevent the proliferation of nuclear weapons. ,,The United States has imposed tariffs on Chinese imports in an effort to protect American businesses from unfair competition. ,,The United Nations has passed a resolution condemning human rights abuses in Myanmar. ,,The United Nations has passed a resolution calling for an end to the use of chemical weapons in Syria.","(united nations) (adopted)
(security council) (imposed)
(united states) (imposed)
(united nations) (passed)
(united nations) (passed)"
171,"President Bush has called on the United Nations to take a strong stance against North Korea's nuclear weapons program, and has urged other nations to join the U.S. in imposing economic sanctions. ","(u.n.) (strong stance)
(nations) (economic sanctions)"
172,But even continued military success carries political and diplomatic risks for President Bush and the U.S. ,(military) (risks)
173,"The United Nations Security Council yesterday unanimously approved a resolution that would impose a total trade embargo on North Korea, allowing the U.S. and other nations to immediately begin stopping ships carrying North Korean goods.","trigger1 (embargo)
trigger2 (stopping)"
174,The U.S. Senate yesterday approved a bill that would impose a three-year moratorium on the importation of certain products from countries that have not signed the Nuclear Non-Proliferation Treaty.,trigger1 (senate): trigger2 (importation)
175,"President Bush has called on the United Nations to take a strong stance against North Korea's nuclear weapons program, and has urged other nations to join the U.S. in imposing economic sanctions.","trigger1: (un)
trigger2: (sanctions)"
176,"The Canadian government has announced a new program to help low-income families with the cost of childcare, providing up to $500 per month in assistance for those who qualify. ,The Canadian government has announced a new program to help low-income families with the cost of home repairs, providing up to $1,000 per year in assistance for those who qualify. ,The Canadian government has announced a new program to help low-income families with the cost of utilities, providing up to $200 per month in assistance for those who qualify. ,The Canadian government has announced a new program to help low-income families with the cost of internet access, providing up to $50 per month in assistance for those who qualify. ,The Canadian government has announced a new program to help low-income families with the cost of telephone services, providing up to $50 per month in assistance for those who qualify.","(program) (announced)
(low-income) (help)
(utilities) (providing)
(internet) (providing)
(telephone) (providing)"
177," ,The European Union has proposed a new set of regulations to ensure that all member states comply with the same standards when it comes to the protection of personal data. ,The United Nations Security Council has unanimously adopted a resolution calling for an immediate ceasefire in the conflict between Israel and Palestine. ,The United States Congress has passed a bill that would provide additional funding for the war in Iraq. ,The United Kingdom has announced a new set of regulations to ensure that all companies operating in the country comply with the same standards when it comes to the protection of the environment. ,The International Monetary Fund has approved a loan package for the government of Greece to help it address its economic crisis. ,The World Trade Organization has ruled that the United States' tariffs on imported steel are in violation of international trade rules. ,The United Nations has passed a resolution calling for an end to the use of child soldiers in armed conflicts.","trigger1 (regulations) (resolution) (bill) (regulations) (loan) (tariffs) (resolution) 
trigger2 (comply) (ceasefire) (funding) (comply) (address) (violation) (end)"
178," The United Nations has passed a resolution condemning the use of chemical weapons in Syria., The United Nations has adopted a resolution calling for an end to the occupation of Palestinian territories by Israel., The United Nations has passed a resolution calling for an end to the use of torture and other cruel, inhuman, or degrading treatment or punishment., The United Nations has adopted a resolution calling for an end to the use of landmines and other explosive remnants of war., The United Nations has passed a resolution calling for an end to the use of cluster munitions and other indiscriminate weapons., The United Nations has adopted a resolution calling for an end to the use of sexual violence as a weapon of war.","11. (resolution, condemn)
12. (resolution, occupation)
13. (resolution, torture)
14. (resolution, landmines)
15. (resolution, cluster)
16. (resolution, sexual)"
179,"Prime Minister Margaret Thatcher might, however, be receptive to any request by Jaguar Chairman Sir John Egan for the restriction's early removal to let GM amass more than 15% or mount a friendly suitor bid against Ford.","trigger1: request
trigger2: removal"
180,"The Canadian government has implemented a series of austerity measures to reduce the deficit, including cutting spending and raising taxes.","trigger1: (cutting)
trigger2: (raising)"
181,"Canada's largest department store operator said the rights offering will entitle holders of its ordinary shares, except residents in the U.S. and Britain, to subscribe for two additional shares for every five shares held at a price of C$25 a share.",trigger1: offering (trigger2: subscribe)
182,"The approval, which had been expected, permits West Germany's second-largest bank to acquire shares of the French investment bank.","trigger1: approval (trigger1)
trigger2: acquire (trigger2)"
183,The Canadian government has announced a new initiative to help Indigenous communities access clean drinking water.,"trigger1: initiative (trigger1)
trigger2: access (trigger2)"
184,The United Nations has declared a global climate emergency in response to the increasing severity of climate change.,"trigger1: (declared)
trigger2: (emergency)"
185,"The British government has been supportive of the merger, as it would create a larger, more competitive financial institution in the British market. ,The merger would create a financial institution with a combined market capitalization of more than $20 billion, making it one of the largest banks in the United Kingdom. ,The merger would also create a financial institution with a presence in more than 20 countries, giving it a global reach and allowing it to compete more effectively in the global market. ,The merger would also create a financial institution with a presence in more than 20 countries, giving it a global reach and allowing it to compete more effectively in the global market, while also providing a more diversified portfolio of services. ,The merger would also create a financial institution with a presence in more than 20 countries, giving it a global reach and allowing it to compete more effectively in the global market, while also providing a more diversified portfolio of services and allowing it to better serve its customers.","(merger,create)
(capitalization,largest)
(presence,global)
(diversified,serve)"
186,"The government has proposed a new law to increase the minimum wage, which is expected to benefit millions of workers.,The government has proposed a new law to increase the minimum wage, which is expected to benefit millions of workers.,The government has proposed a new law to reduce carbon emissions, which is expected to help combat climate change.,The government has proposed a new law to reduce carbon emissions, which is expected to help combat climate change.","(law)==trigger1, (increase)==trigger2
(law)==trigger1, (reduce)==trigger2"
187," ,The United States yesterday announced that it will impose a total trade embargo on Iran, allowing the U.S. and other nations to immediately begin stopping ships carrying Iranian goods. ,The European Union yesterday announced that it will impose a total trade embargo on Iran, allowing the U.S. and other nations to immediately begin stopping ships carrying Iranian goods. ,The United Nations Security Council yesterday unanimously approved a resolution that would impose a total trade embargo on Iran, allowing the U.S. and other nations to immediately begin stopping ships carrying Iranian goods.","(embargo) (stop)
(embargo) (stop)
(resolution) (stop)"
188," The United Nations has passed a resolution calling for an end to the use of child soldiers in armed conflicts., The United Nations has adopted a resolution calling for an end to the use of starvation as a weapon of war., The United Nations has passed a resolution calling for an end to the use of forced displacement of civilians in armed conflicts., The United Nations has adopted a resolution calling for an end to the use of economic sanctions as a tool of foreign policy.","17. (resolution, end)
18. (resolution, starvation)
19. (resolution, displacement)
20. (resolution, sanctions)"
189, The Dow Jones offer is intended to give shareholders more time to review the tender offer circular.,"trigger1: dow (jones offer)
trigger2: review (tender offer circular)"
190, The rights offering by Canada's largest department store operator will allow shareholders to purchase two additional shares for every five shares held at a discounted price.,trigger1: offering (trigger2: purchase)
191," The offer is open to all shareholders, except those residing in the U.S. and Britain.","trigger1: offer (trigger1)
trigger2: residing (trigger2)"
192, The supplement to the Dow Jones tender offer circular provides additional information to shareholders.,trigger1: supplement (trigger2: information)
193, The rights offering is an opportunity for shareholders to increase their holdings in the company at a discounted rate.,trigger1: offering (trigger2: discounted)
194,"The government has implemented a series of austerity measures to reduce the deficit, including cutting spending and raising taxes.","trigger1: (cutting)
trigger2: (raising)"
195,The opposition parties have criticized the government for not doing enough to reduce the deficit and have called for more drastic measures.,"trigger1: government (trigger2: reduce)
trigger1: opposition (trigger2: measures)"
196,"The Prime Minister has defended his government's record, arguing that the deficit has been reduced significantly since he took office.",trigger1: deficit (trigger2: reduced)
197,"President Bush has sought to build a coalition of nations to support the U.S. military action in Iraq, but some countries have been reluctant to commit troops or resources.","trigger1: build (president bush has sought to build a coalition of nations)
trigger2: commit (but some countries have been reluctant to commit troops or resources)"
198,"The U.S. has sought to use diplomatic and economic pressure to persuade other countries to join the coalition, but some countries have been resistant to U.S. demands.","trigger1: pressure (trigger2: join) 
trigger1: demands (trigger2: resistant)"
199,President Bush has argued that the U.S. must remain committed to the mission in Iraq in order to ensure stability in the region and prevent the spread of terrorism.,"trigger1:committed (president bush has argued that the u.s. must remain committed to the mission in iraq)
trigger2:stability (in order to ensure stability in the region)"
200,",The United Nations Security Council has passed a resolution calling for an immediate ceasefire in the conflict between Israel and Palestine.,,The European Union has imposed economic sanctions on Russia in response to its annexation of Crimea.,,The United States Congress has passed a bill to provide funding for the construction of a wall along the U.S.-Mexico border.,,The United Nations has declared a global climate emergency in response to the increasing effects of climate change.,,The United Nations has adopted a resolution calling for the immediate cessation of hostilities in the conflict in Syria.,,The United Nations has passed a resolution condemning the human rights abuses in Myanmar.,,The United States has imposed economic sanctions on Iran in response to its nuclear program.,,The United Nations has passed a resolution calling for an end to the violence in Yemen.","(passed,ceasefire)
(imposed,sanctions)
(passed,funding)
(declared,emergency)
(adopted,cessation)
(condemning,abuses)
(imposed,sanctions)
(passed,violence)"
201, The United States has imposed sanctions on Russia in response to its alleged interference in the 2016 presidential election.,"trigger1: sanctions
trigger2: interference"
202," , The European Union has imposed a new set of sanctions on Russia in response to its continued aggression in Ukraine. , The United Nations has called for an immediate ceasefire in the conflict between Israel and Palestine. , The United States has imposed tariffs on Chinese imports in an effort to protect American businesses. , The United Nations Security Council has unanimously adopted a resolution condemning North Korea's nuclear weapons program. , The United Nations has declared a global climate emergency, urging all countries to take urgent action to reduce emissions.","(sanctions,russia)
(ceasefire,israel)
(tariffs,chinese)
(resolution,north korea)
(emergency,emissions)"
203,The United Nations has adopted a resolution to end the use of child soldiers in armed conflicts around the world.,trigger1: resolution (trigger2: end)
204,The United Nations has called for an immediate ceasefire in the conflict between India and Pakistan.,trigger1: ceasefire (trigger2: conflict)
205," ,The United States has also imposed economic sanctions on Iraq in an effort to pressure the government to comply with international law. ,The United Nations Security Council has also adopted a resolution calling for the establishment of a monitoring mission to ensure compliance with the ceasefire, and to facilitate the delivery of humanitarian aid to affected areas. ,The United Nations has also called for an international conference to address the underlying causes of the conflict in the Middle East. ,The United States has also called for an international coalition to enforce the ceasefire and to ensure that Iraq complies with international law. ,The United States has also called for an international coalition to provide humanitarian aid to the people of Iraq. ,The United Nations has also called for an international conference to address the underlying causes of the conflict in the Middle East and to promote a lasting peace.","(sanctions,pressure)
(resolution,ceasefire)
(conference,conflict)
(coalition,comply)
(coalition,humanitarian)
(conference,conflict)"
206, ,"trigger1 (moves)
trigger2 (focus)"
207," The merger would create a financial institution with a presence in more than 20 countries, giving it a global reach and allowing it to compete more effectively in the global market, while also providing a more diversified portfolio of services. ",(merger) (presence)
208, The European Commission has also proposed a new set of regulations to ensure that the merger is in line with European competition law. ,(regulations) (ensure)
209," The merger would also create a financial institution with a presence in more than 20 countries, giving it a global reach and allowing it to compete more effectively in the global market, while also providing a more diversified portfolio of services. ",(merger) (presence)
210, The European Union has also proposed a new set of regulations to ensure that the merger is in line with European competition law and to protect the interests of consumers. ,(regulations) (merger)
211," The European Commission has also proposed a new set of regulations to ensure that the merger is in line with European competition law and to protect the interests of consumers, while also promoting economic growth and job creation.","trigger1 (regulations)
trigger2 (ensure)"
212," The resolution enables the U.S. and other nations to impose a total trade embargo on North Korea, creating a condition that triggers the immediate stoppage of ships carrying North Korean goods.",(resolution) (embargo)
213, The United Nations Security Council's unanimous approval of the resolution establishes an event that connects the condition of the trade embargo with the event of the stoppage of ships carrying North Korean goods.,"trigger1: embargo (condition)
trigger2: stoppage (event)"
214," ,The United Nations has adopted a new resolution that calls for all member states to take steps to reduce their carbon emissions and to promote sustainable development. ,The United Nations has adopted a new resolution that calls for all member states to take steps to protect the rights of refugees and migrants. ,The United Nations has adopted a new resolution that calls for all member states to take steps to combat climate change and to promote sustainable development.","(resolution)==trigger1, (reduce)==trigger2
(resolution)==trigger1, (protect)==trigger2
(resolution)==trigger1, (combat)==trigger2"
215," ,The European Union has imposed sanctions on Russia in response to its actions in Ukraine. ,The United Nations has passed a resolution calling for an end to the use of child soldiers in conflict zones. ,The United Nations has passed a resolution calling for an end to the use of torture in all forms.","(sanctions, response)
(resolution, end)
(resolution, torture)"
216," ,The United Nations Security Council has unanimously adopted a resolution calling for an immediate ceasefire in the conflict between Israel and Palestine. ,The United Nations has adopted a resolution calling for an end to the use of chemical weapons in Syria. ,The United Nations has adopted a resolution calling for an end to the use of landmines in conflict zones. ,The United Nations has adopted a resolution calling for an end to the use of child soldiers in armed conflicts.","(resolution) (ceasefire)
(resolution) (chemical)
(resolution) (landmines)
(resolution) (child)"
217,"The merger would also create a financial institution with a presence in more than 20 countries, giving it a global reach and allowing it to compete more effectively in the global market, while also providing a more diversified portfolio of services and allowing it to better serve its customers, while also providing a more secure and reliable banking system for the British economy.","trigger1 (merger)
trigger2 (global)"
218, The British government's decision to relax the 15% takeover limit on foreign ownership of British companies was seen as a sign of Prime Minister Margaret Thatcher's willingness to support the interests of British industry.,"trigger1: decision (trigger1)
trigger2: relax (trigger2)"
219, The German government's approval of Deutsche Bank's bid to acquire a stake in the French investment bank BNP Paribas was seen as a sign of the two countries' commitment to closer economic ties.,"trigger1: approval (german government)
trigger2: commitment (two countries)"
220," The announcement of the relaxation of the 15% takeover limit was welcomed by Jaguar Chairman Sir John Egan, who saw it as an opportunity for General Motors to increase its stake in the company.",trigger1: relaxation (trigger2: opportunity)
221," The approval of Deutsche Bank's bid was seen as a sign of the growing economic integration of the European Union, as it allowed for the free flow of capital across borders.",(approval) (free flow)
222," ,The United States and Russia have agreed to a new arms control treaty that will reduce the number of nuclear weapons in both countries by 30 percent over the next five years. ,The European Union has adopted a new directive that will require member states to increase their renewable energy production by  ,The United Nations Security Council yesterday unanimously approved a resolution that would impose a total trade embargo on Iran, allowing the U.S. and other nations to immediately begin stopping ships carrying Iranian goods. ,The White House yesterday disclosed that Saudi Arabia's government has formally asked the U.S. to enforce the total trade embargo the United Nations has imposed on Syria, allowing the U.S. and other nations to immediately begin stopping ships carrying Syrian goods.","(agree) (reduce)
(adopt) (increase)
(approve) (impose)
(disclose) (enforce)"
223," ,The United Nations has passed a resolution to end the use of child soldiers in armed conflicts. ,The United Nations has adopted a resolution to promote gender equality and empower women and girls around the world. ,The United Nations has passed a resolution to end the use of torture and other cruel, inhuman, or degrading treatment or punishment.","(resolution) (end)
(resolution) (promote)
(resolution) (end)"
224,"The European Union has also expressed its support for the merger, citing the potential for increased competition and the potential for increased consumer choice. ,The European Central Bank has also expressed its support for the merger, citing the potential for increased competition and the potential for increased consumer choice.","trigger1 (merger)
trigger2 (competition)"
225," ,The United Nations has also expressed its support for the merger, citing the potential for increased competition and the potential for increased consumer choice. ,The International Monetary Fund has also expressed its support for the merger, citing the potential for increased competition and the potential for increased consumer choice. ,The World Bank has also expressed its support for the merger, citing the potential for increased competition and the potential for increased consumer choice.","(support) (merger)
(competition) (consumer)"
226,"The European Union has proposed a new set of regulations to ensure the safety of food products imported from other countries.,The United Nations has called for an immediate ceasefire in the conflict between Israel and Palestine in order to prevent further loss of life.","(regulations, safety)
(ceasefire, loss)"
227,The government has also announced a new policy that will provide incentives for companies to invest in renewable energy sources.,"trigger1 (policy)
trigger2 (incentives)"
228,"The United Kingdom has passed a law to protect the rights of workers in the gig economy.,,The United Nations has passed a resolution calling for an end to the use of child soldiers in armed conflicts.","(law) (protect)
(resolution) (end)"
229," ,, ,,The United Nations has adopted a resolution to strengthen the global response to the COVID-19 pandemic. ,, ,,The European Union has proposed a new regulation to ensure the protection of personal data. ,, ,,The World Trade Organization has adopted a new agreement to reduce tariffs and other barriers to trade. ,, ,,The International Monetary Fund has approved a new loan package to help developing countries cope with the economic impact of the pandemic. ,, ,,The World Bank has launched a new initiative to support small and medium-sized enterprises in developing countries. ,, ,,The G20 has agreed to a new framework to promote global economic growth and financial stability. ,, ,,The African Union has adopted a new strategy to promote regional integration and economic development. ,, ,,The United Nations has established a new task force to address the challenges of climate change.","(un, adopt)
(eu, propose)
(wto, adopt)
(imf, approve)
(world bank, launch)
(g20, agree)
(african union, adopt)
(un, establish)"
230," ,The European Union has adopted a new policy to combat climate change, which includes a commitment to reduce greenhouse gas emissions by 40% by  ,The United Nations has adopted a resolution calling for an end to the use of landmines and other explosive weapons in conflict zones. ,The United Nations has adopted a resolution calling for an end to the use of child soldiers in armed conflicts. ,The United Nations has adopted a resolution calling for an end to the use of torture and other cruel, inhuman or degrading treatment or punishment.","(policy, combat)
(resolution, end)
(resolution, end)
(resolution, end)"
231,The European Union has agreed to a new trade agreement that will reduce tariffs and other trade barriers between member countries.,trigger1: agreement (trigger2: reduce)
232," ,The European Union has adopted a new set of regulations on the importation of goods, aimed at protecting domestic industries.",trigger1: regulations (trigger2: importation)
233,"The European Union has adopted a resolution calling for an end to the use of torture in detention facilities. ,The United Nations has adopted a resolution calling for an end to the use of cluster munitions in armed conflicts. ,The United Nations has adopted a resolution calling for an end to the use of sexual violence as a weapon of war. ,The United Nations has adopted a resolution calling for an end to the use of forced labor in conflict zones.","(resolution) (torture)
(resolution) (cluster munitions)
(resolution) (sexual violence)
(resolution) (forced labor)"
234," The United States has recently imposed a new set of economic sanctions on Iran, in response to its nuclear program. , The United Kingdom has recently announced a new policy of providing financial assistance to developing countries in order to help them reduce their emissions of greenhouse gases. , The United Nations Security Council has recently passed a resolution calling for an immediate ceasefire in the conflict between Israel and Palestine. , The World Trade Organization has recently adopted a new set of rules that will allow countries to impose tariffs on imports from certain countries in order to protect their domestic industries.","(sanctions, iran)
(financial, developing)
(ceasefire, israel)
(tariffs, imports)"
235," , The European Union has proposed a new set of regulations that would require all member states to adopt a common set of standards for the regulation of financial services. , The United Nations Security Council yesterday unanimously approved a resolution that would impose a total trade embargo on North Korea, allowing the U.S. and other nations to immediately begin stopping ships carrying North Korean goods. , The U.S. Senate yesterday approved a bill that would impose a three-year moratorium on the importation of certain products from countries that have not signed the Nuclear Non-Proliferation Treaty. , But even continued military success carries political and diplomatic risks for President Bush and the U.S. , The government has also announced a new policy that will provide incentives for companies to invest in renewable energy sources. , President Bush has called on the United Nations to take a strong stance against North Korea's nuclear weapons program, and has urged other nations to join the U.S. in imposing economic sanctions. , The German government's approval of Deutsche Bank's bid to acquire a stake in the French investment bank BNP Paribas was seen as a sign of the two countries' commitment to closer economic ties. , The European Union has proposed a new set of regulations that would require all member states to adopt a common set of standards for the regulation of financial services.","(tall)==(trigger1) (scoring)==(trigger2)
(regulations)==(trigger1) (standards)==(trigger2)
(resolution)==(trigger1) (embargo)==(trigger2)
(bill)==(trigger1) (moratorium)==(trigger2)
(policy)==(trigger1) (incentives)==(trigger2)
(stance)==(trigger1) (sanctions)==(trigger2)
(bid)==(trigger1) (stake)==(trigger2)
(regulations)==(trigger1) (standards)==(trigger2)"
236," ,The United Nations has declared a global climate emergency in response to the increasing severity of climate change.",trigger1: global (trigger2: emergency)
237," ,The European Union has adopted a new directive to ensure the protection of personal data and privacy of individuals. ,The International Monetary Fund has recently approved a new loan package to help developing countries address their economic and financial challenges.","trigger1 (directive)
trigger2 (protection)
trigger1 (loan)
trigger2 (address)"
238, The United Nations Security Council has unanimously adopted a resolution to impose sanctions on North Korea for its nuclear weapons program.,trigger1: sanctions (trigger2: nuclear)
239, The United Kingdom has announced a new immigration policy that will make it easier for skilled workers from outside the European Union to work in the country.,trigger1: policy (trigger2: work)
240, The proceeds of the offering will be used to reduce the company's debt and to fund its expansion plans.,"trigger1 (debt)
trigger2 (fund)"
241," The company's board of directors has approved the rights offering, which is subject to regulatory approval.","trigger1 (board)
trigger2 (approval)"
242," The company has also announced that it will be launching a new loyalty program for its customers, which will offer rewards and discounts for frequent shoppers.","trigger1 (launching)
trigger2 (rewards)"
243, The company has also announced that it will be investing in new technology to improve customer service and increase efficiency.,"trigger1 (investing)
trigger2 (improve)"
244, The company has also announced that it will be investing in new marketing initiatives to increase brand awareness and customer loyalty.,"trigger1: investing
trigger2: increase"
245, The company has also announced that it will be investing in research and development to create new products and services.,"trigger1 (investing)
trigger2 (create)"
246, The company has also announced that it will be investing in new training programs to ensure that its employees are up to date with the latest industry trends.,"trigger1 (investing)
trigger2 (training)"
247," The merger would create a financial institution with a presence in more than 20 countries, giving it a global reach and allowing it to compete more effectively in the global market, while also providing a more diversified portfolio of services.","trigger1 (merger)
trigger2 (global)"
248,The United Nations Security Council has passed a resolution condemning human rights abuses in Syria.,trigger1: resolution (trigger2: condemning)
249," ,,The United Nations Security Council has unanimously passed a resolution condemning the Syrian government's use of chemical weapons against its own citizens and calling for an immediate end to the violence. ,,The United Nations has imposed an arms embargo on South Sudan, in an effort to prevent the country from further destabilizing the region. ,,The United Nations has imposed a travel ban on certain individuals from North Korea, in an effort to prevent them from entering the country and engaging in activities that could threaten international peace and security.","trigger1 (resolution) trigger2 (condemning)
trigger1 (embargo) trigger2 (prevent)
trigger1 (ban) trigger2 (prevent)"
250," The government of India has recently passed a law that requires all companies to provide health insurance to their employees, in order to ensure that all citizens have access to quality healthcare.",(law) (provide)
251," ,The United Nations Security Council has imposed new sanctions on North Korea in response to its nuclear weapons program. ,The International Monetary Fund has approved a new loan package to help stabilize the economies of developing countries. ,The World Bank has announced a new initiative to reduce poverty and promote economic growth in developing countries. ,The United Nations has launched a new program to promote gender equality and empower women around the world. ,The United Nations has adopted a new resolution to protect the rights of refugees and migrants. ,The World Health Organization has issued a new report on the global health crisis and its impact on vulnerable populations.","(sanctions,impose)
(loan,stabilize)
(initiative,reduce)
(program,promote)
(resolution,protect)
(report,issue)"
252," ,The United Nations Security Council has unanimously voted to impose an arms embargo on South Sudan. ,The United States has imposed a new round of sanctions on Iran in response to its continued development of nuclear weapons. ,The United Nations has passed a resolution condemning the human rights abuses in Myanmar. ,The United States has imposed a travel ban on citizens of seven countries in the Middle East and North Africa. ,The United Nations has passed a resolution calling for an end to the conflict in Syria.","(arms) (sanctions)
(abuses) (ban)
(conflict) (resolution)"
253,"The European Union has announced that it will be introducing a new set of regulations that will require all member states to reduce their carbon emissions by 20% by the year ,,The United States Congress has passed a bill that will provide $1 billion in funding for the development of renewable energy sources such as solar, wind, and geothermal power.","(regulations, reduce)
(bill, fund)"
254,"The United Nations Security Council has imposed sanctions on North Korea in response to its nuclear weapons program.,The United States has imposed tariffs on imports from China in an effort to reduce the trade deficit.,The International Monetary Fund has approved a loan package for Greece to help the country address its economic crisis.","(sanctions) (north korea)
(tariffs) (china)
(loan) (greece)"
255," ,The United Nations Security Council has unanimously passed a resolution calling for an immediate ceasefire in the conflict between Israel and Palestine. ,The United States Congress has passed a bill to provide additional funding for the development of renewable energy sources. ,The United Nations has adopted a new set of regulations to ensure that all countries comply with international human rights standards. ,The United Nations has imposed a new set of sanctions on North Korea in response to its continued nuclear weapons program. ,The United Nations has passed a resolution calling for an end to the use of chemical weapons in Syria. ,The United States has imposed a new set of economic sanctions on Iran in response to its continued nuclear weapons program.","(unanimously,passed)
(funding,provide)
(regulations,adopted)
(sanctions,imposed)
(resolution,passed)
(sanctions,imposed)"
256," ,The European Union has adopted a directive to ensure the free movement of goods and services across its member states. ,The European Union has adopted a directive to ensure the free movement of people across its member states. ,The European Union has adopted a directive to ensure the free movement of capital across its member states. ,The European Union has adopted a directive to ensure the free movement of data across its member states.","(directive, movement)
(directive, people)
(directive, capital)
(directive, data)"
257,"The government has also announced that it will be investing in new economic policies to promote economic growth and reduce poverty. ,The government has also announced that it will be investing in new social welfare programs to provide better healthcare and social services to citizens. ,The government has also announced that it will be investing in new job creation initiatives to create more employment opportunities. ,The government has also announced that it will be investing in new technology initiatives to promote innovation and technological advancement. ,The government has also announced that it will be investing in new agricultural initiatives to improve food security and reduce hunger. ,The government has also announced that it will be investing in new energy initiatives to reduce dependence on fossil fuels and promote renewable energy sources. ,The government has also announced that it will be investing in new security initiatives to protect citizens from crime and terrorism.","(investing, economic)
(investing, social)
(investing, job)
(investing, technology)
(investing, agricultural)
(investing, energy)
(investing, security)"
258,"The United Nations has urged all countries to take action to reduce their carbon emissions in order to combat climate change.,The United States has imposed new sanctions on Russia in response to its alleged interference in the 2016 presidential election.","(emissions, reduce)
(sanctions, impose)"
259,"The United States has imposed tariffs on imports from China in an effort to reduce the trade deficit.,The European Union has passed a new law that requires companies to provide more information about their environmental practices.,The United Kingdom has announced a new law that will require companies to pay a minimum wage to all employees.,The United Nations has adopted a new resolution that calls for an end to the use of child soldiers in armed conflicts.,The United States has signed a new trade agreement with Canada and Mexico that will reduce tariffs and other barriers to trade.,The European Union has passed a new law that requires companies to provide more information about their data privacy practices.,The United Nations has adopted a new resolution that calls for an end to the use of landmines in armed conflicts.","(tariffs, reduce)
(law, environmental)
(law, minimum)
(resolution, child)
(agreement, reduce)
(law, data)
(resolution, landmines)"
260," ,The Canadian government has announced a new program to help small businesses access capital and credit. ,The Canadian government has announced a new program to help Indigenous communities access education and employment opportunities. ,The Canadian government has announced a new program to help women access leadership roles in the workplace. ,The Canadian government has announced a new program to help immigrants access language and cultural training.","(program) (access)
(indigenous) (education)
(women) (leadership)
(immigrants) (language)"
261," ,The Prime Minister has called for a new era of international cooperation to tackle global problems such as climate change, poverty and terrorism. ,The President has proposed a new economic stimulus package to help boost the economy and create jobs. ,The government has announced a new policy to reduce carbon emissions and promote renewable energy sources. ,The Prime Minister has urged the international community to take action to end the conflict in Syria and protect civilians. ,The government has announced a new initiative to promote economic development and reduce poverty in developing countries. ,The President has called for a new global effort to combat terrorism and extremism.","(cooperation,tackle)
(stimulus,boost)
(policy,reduce)
(action,end)
(initiative,promote)
(effort,combat)"
262," ,The United Nations Security Council has unanimously voted to impose a travel ban on North Korea, in response to the country's nuclear weapons program. ,The United States and China have agreed to a new trade agreement that will reduce tariffs on a range of goods and services between the two countries. ,The White House yesterday announced that the United States and Mexico have reached a new agreement that will allow Mexican workers to enter the U.S. legally and work for up to three years.","(travel ban)==trigger1, (nuclear weapons)==trigger2
(trade agreement)==trigger1, (tariffs)==trigger2
(agreement)==trigger1, (workers)==trigger2"
263,"The European Union has adopted a new directive that requires all member states to ensure that their citizens have access to quality healthcare. ,The United Nations has adopted a new resolution that calls for all member states to take steps to protect the rights of indigenous peoples. ,The United States has adopted a new policy that seeks to reduce the number of people living in poverty. ,The United Nations has adopted a new resolution that calls for all member states to take steps to promote gender equality and to end gender-based violence.","(directive, ensure)
(resolution, protect)
(policy, reduce)
(resolution, promote)"
264," ,The U.S. and its allies have also been careful to avoid civilian casualties, as the war has been fought largely in urban areas and the Iraqi government has sought to use civilian casualties as a propaganda tool. ,The U.S. and its allies have also been careful to avoid civilian casualties, as the war has been fought largely in urban areas and the Iraqi government has sought to use civilian casualties as a propaganda tool to rally international support against the U.S.-led coalition. ,The U.S. and its allies have also been careful to avoid civilian casualties, as the war has been fought largely in urban areas and the Iraqi government has sought to use civilian casualties as a propaganda tool to rally international support against the U.S.-led coalition and to undermine the legitimacy of the war.","(avoid) (civilian casualties) 
(fought) (urban areas) 
(use) (propaganda tool)"
