,sentence,trigger1,trigger2
299,", The government has also announced that it will be investing in new social initiatives to reduce poverty and inequality.",investing,reduce
300,", The government has also announced that it will be investing in new technological initiatives to promote innovation and technological advancement.",investing,promote
301,The United Nations Security Council has unanimously adopted a resolution calling for an immediate ceasefire in the conflict between Israel and Palestine.,resolution, ceasefire
302,The United Nations has adopted a resolution calling for an end to the use of chemical weapons in Syria.,resolution,end
303,The United Nations has adopted a resolution calling for an end to the use of landmines in conflict zones.,resolution,end
305,The European Union has imposed economic sanctions on Russia in response to its annexation of Crimea.,sanctions,annexation
306,The United Nations has adopted a resolution calling for the immediate cessation of hostilities in the conflict in Syria.,resolution,cessation
307,The United Nations has passed a resolution condemning the human rights abuses in Myanmar.,resolution,abuses
308,The United States has imposed economic sanctions on Iran in response to its nuclear program.,sanctions,nuclear
309,The government has also announced that it will be introducing new programs to support small businesses and entrepreneurs.,government,introduce
310,The United Nations has adopted a new resolution to promote the protection of human rights and the rule of law in conflict zones.,resolution,protection
311," ,The United Nations Security Council has also adopted a resolution calling for the establishment of a monitoring mission to ensure compliance with the ceasefire, and to facilitate the delivery of humanitarian aid to affected areas, as well as to promote a lasting peace between the two sides.",resolution, monitoring
312,The European Union has passed a resolution to increase the number of refugees it will accept from war-torn countries.,resolution, accept
313,The United States has signed a new trade agreement with Mexico and Canada to replace the North American Free Trade Agreement.,agreement, sign
314,The United Kingdom has announced a new initiative to reduce carbon emissions and combat climate change.,initiative, reduce
315,The International Monetary Fund has approved a new loan package to help developing countries address poverty and inequality.,loan, address
316,The United Nations has passed a resolution to promote the rights of indigenous peoples.,resolution,promote
317," ,The European Union has passed a new set of regulations to protect the environment from the effects of climate change.",regulations,protect 
318,",The United Nations has adopted a new set of regulations to protect the rights of refugees and migrants.",regulations,rights 
319,",The United Nations has adopted a new set of regulations to protect the rights of workers in the global economy.",regulations,workers
320," ,The International Monetary Fund has approved a new loan package to help countries in financial distress.",loan, approve
321,",The United Nations has adopted a new resolution to promote global peace and security.",resolution, adopt
322,",The World Health Organization has launched a new campaign to combat the spread of infectious diseases.",campaign, launch
323,The United Nations has passed a resolution calling for an end to the use of child soldiers in conflict zones.,child soldiers, end
324,",The United Nations has passed a resolution calling for an end to the use of torture in conflict zones.",torture, end
325,",The United Nations has passed a resolution calling for an end to the use of sexual violence in conflict zones.",sexual violence, end
326,",The United Nations has passed a resolution calling for an end to the use of forced displacement in conflict zones.",forced displacement, end
327,"The Canadian government has announced a new program to help low-income families with the cost of childcare, providing up to $1000 per year in assistance for those who qualify.",program,childcare
328,",The Canadian government has announced a new program to help low-income families with the cost of transportation, providing up to $200 per month in assistance for those who qualify.",program,transportation
329,",The Canadian government has announced a new program to help low-income families with the cost of food, providing up to $200 per month in assistance for those who qualify.",program,food
330,",The Canadian government has announced a new program to help low-income families with the cost of medical care, providing up to $500 per year in assistance for those who qualify.",program,medical care
331," ,The European Union has imposed economic sanctions on Russia in response to its annexation of Crimea.",sanctions, annexation
332,",The United Nations has passed a resolution calling for an end to the violence in Yemen.",resolution, violence
333,",The United States has imposed a trade embargo on North Korea in response to its nuclear weapons program.",embargo, nuclear
334," The United States has signed a new trade agreement with China, which will reduce tariffs and open up new markets for American businesses.",trade,reduce
335,", The United Nations has adopted a new resolution to promote peace and security in the Middle East, which includes a commitment to end the conflict in Syria.",peace,commit
336,", The World Bank has approved a new loan package to help developing countries reduce poverty and improve access to healthcare and education.",loan,reduce
337,", The International Monetary Fund has approved a new loan package to help stabilize the global economy and promote economic growth.",loan,stabilize
338,", The United Nations has adopted a new resolution to promote human rights and protect vulnerable populations around the world.",rights,protect
339,", The United Nations has adopted a new resolution to promote gender equality and empower women and girls around the world.",equality,empower
340," ,,The government has also committed to investing in infrastructure projects to create jobs and stimulate economic growth.",investing,create
341,",The government has also promised to invest in education and training to ensure that Canadians have the skills they need to succeed in the 21st century.",education,ensure
342,",The government has also committed to increasing the minimum wage and providing tax relief to low-income families.",increasing,provide
343,",The government has also promised to reduce taxes on businesses to encourage investment and job creation.",reduce,encourage
344, The European Union has passed a new law that requires companies to provide more information about their environmental impact.,law,provide
345,The European Union has imposed a new set of sanctions on Russia in response to its continued aggression in Ukraine.,sanctions,aggression
346,The International Monetary Fund has adopted a new policy that seeks to promote economic growth and reduce poverty in developing countries.,policy,promote
347," ,The United Nations has also called for an international coalition to provide humanitarian aid to the people of Iraq and to ensure that Iraq complies with international law.",coalition, provide
348,",The United Nations has also called for an international coalition to enforce the ceasefire and to ensure that Iraq complies with international law.",coalition, enforce
349,",The United Nations has also called for an international coalition to provide humanitarian aid to the people of Iraq and to ensure that Iraq complies with international law.",coalition, ensure
350," ,The United Nations has also called for an end to the use of landmines in war zones.",landmines, end
351,",The United Nations has also called for an end to the use of cluster bombs in civilian areas.",cluster bombs, end
352,",The United Nations has also called for an end to the use of chemical weapons in any form.",chemical weapons, end
353,",The United Nations has also called for an end to the use of nuclear weapons in any form.",nuclear weapons, end
354, The Canadian government has implemented a policy of free trade with the United States and Mexico.,policy, free trade
355, The United States has imposed tariffs on Chinese imports in an effort to protect domestic industries.,tariffs, protect
356, The United Kingdom has signed a trade agreement with the European Union to facilitate the free movement of goods and services.,agreement, facilitate
357, The European Union has imposed economic sanctions on Russia in response to its annexation of Crimea.,sanctions,annexation
358,The government has also announced plans to invest in renewable energy sources to reduce dependence on fossil fuels and reduce emissions.,invest, reduce
359,",The government has also announced plans to invest in research and development of new technologies to reduce emissions and promote sustainability.",research, reduce
360,",The government has also announced plans to invest in education and awareness programs to promote environmental stewardship and sustainability.",invest, promote
361,"The European Union has passed a new law to reduce carbon emissions across the continent.,",law, reduce
362,The United Nations has adopted a new resolution to combat climate change and its effects on the environment.,resolution,combat
363,"The United Nations Security Council has also passed a resolution calling for the immediate and unconditional withdrawal of Iraqi forces from Kuwait, and authorizing the use of all necessary means to ensure compliance.",resolution,withdrawal
364," ,The United Nations has adopted a resolution calling for an end to the use of human trafficking in any form.",resolution,end
365," ,The United Nations Security Council yesterday unanimously approved a resolution that would impose a total trade embargo on Iraq, allowing the U.S. and other nations to immediately begin stopping ships carrying Iraqi goods.",resolution,embargo
366,",The U.S. Senate yesterday approved a bill that would impose a three-year moratorium on the importation of certain products from countries that have not signed the Nuclear Non-Proliferation Treaty.",bill,moratorium
367,",The European Union yesterday announced that it will impose a ban on the importation of certain products from countries that have not signed the Nuclear Non-Proliferation Treaty.",ban,treaty
368,",The U.S. House of Representatives yesterday passed a bill that would impose a three-year moratorium on the importation of certain products from countries that have not signed the Nuclear Non-Proliferation Treaty.",moratorium,treaty
369,",The Canadian government has announced new regulations to ensure that foreign investors are subject to the same rules as domestic investors when it comes to investing in the country's stock markets.",regulations,investing
370,",The approval, which had been expected, permits West Germany's second-largest bank to acquire shares of the French investment bank.",approval,acquire
371, The European Union has imposed an embargo on arms sales to Russia in response to its annexation of Crimea.,7. embargo,annexation
372,",,, The United Nations has imposed economic sanctions on North Korea in response to its nuclear weapons program.",8. sanctions,nuclear
373,",,, The United States has imposed economic sanctions on Venezuela in response to its human rights abuses.",9. sanctions,abuses
374,",,, The United Nations has imposed an arms embargo on South Sudan in response to its civil war.",10. embargo,war
375," ,The government has also announced plans to invest in infrastructure projects to improve transportation and communication networks.",infrastructure, transportation
376,",The government has also announced plans to invest in education initiatives to ensure that all citizens have access to quality education.",education, access
377," The White House yesterday disclosed that Kuwait's ousted government has formally asked the U.S. to enforce the total trade embargo the United Nations has imposed on Iraq, allowing the U.S. and other nations to immediately begin stopping ships carrying Iraqi goods.",disclosed, embargo
378, The European Union has passed a new set of regulations to protect the environment from the effects of climate change.,regulations,protect
379, The United Nations has adopted a new set of regulations to protect the rights of workers in the global economy.,regulations,protect
380, The government has also announced that it will be introducing new initiatives to promote renewable energy sources and reduce dependence on fossil fuels.,initiatives, promote
381,The United Nations has called for an immediate ceasefire in the conflict between Israel and Palestine in order to prevent further loss of life and to create a lasting peace between the two countries.,ceasefire, prevent
382,",The European Union has proposed a new set of regulations to ensure the safety of food products imported from other countries, in order to protect consumers from potentially dangerous products and to ensure fair trade practices.",regulations, protect
383," ,The European Union has announced that it will be introducing new regulations to protect the environment and combat climate change.",regulations,protect
384,",The United Nations has adopted a new resolution that will promote global cooperation in the fight against terrorism.",resolution,cooperate
385,",The United Nations has also adopted a new resolution that will promote the protection of human rights and the rule of law.",resolution,protect
386,",The United Nations has also adopted a new resolution that will promote the protection of refugees and displaced persons.",resolution,protect
387,",The United Nations has also adopted a new resolution that will promote the protection of the rights of women and children.",resolution,protect
388,",The United Nations has also adopted a new resolution that will promote the protection of the rights of indigenous peoples.",resolution,protect
389,The United Nations Security Council has imposed an arms embargo on the country in an effort to prevent the further escalation of violence.,arms embargo, prevent
390,",The government has announced a new policy to reduce the number of refugees entering the country by tightening border security.",policy, reduce
391,",The president has signed an executive order to increase the number of refugees allowed to enter the country and to provide them with access to basic services.",executive order, increase
392,",The European Union has adopted a new directive to ensure that all member states comply with the principles of free movement of people and goods.",directive, comply
393,",The United Nations has launched a new initiative to promote global cooperation on climate change and to reduce greenhouse gas emissions.",initiative, promote
394,The United Nations has passed a resolution calling for an end to the use of weapons of mass destruction in any form.,resolution,end
395,",The United Nations has passed a resolution calling for an end to the use of incendiary weapons in any form.",resolution,incendiary
396,",The United Nations has passed a resolution calling for an end to the use of explosive weapons in populated areas.",resolution,explosive
397,",The United Nations has passed a resolution calling for an end to the use of starvation as a weapon of war.",resolution,starvation
398,The United Nations has passed a resolution calling for an immediate ceasefire in the conflict between Israel and Palestine.,resolution, ceasefire
399,",The United Nations has passed a resolution calling for an end to the use of chemical weapons in Syria.",resolution, chemical
401,",The United Nations has passed a resolution calling for an end to the use of cluster bombs in conflict zones.",resolution, cluster
402,",The United Nations has passed a resolution calling for an end to the use of child soldiers in conflict zones.",resolution, child
403," ,The United Kingdom has implemented a new policy to ensure that all citizens have access to quality healthcare.",policy,access
404,",The United Kingdom has introduced a new program to provide free tuition for post-secondary education for low-income students.",program,tuition
405,",The United Kingdom has created a new fund to help Indigenous communities access clean drinking water.",fund,water
406,",The United Kingdom has launched a new initiative to help reduce greenhouse gas emissions and combat climate change.",initiative,emissions
407,",The United Kingdom has introduced a new policy to ensure that all citizens have access to quality education.",policy,education
408,",The United Kingdom has implemented a new program to provide free legal aid to low-income individuals.",program,aid
409,",The United Kingdom has created a new fund to help small businesses access capital and resources.",fund,capital
410," ,The United Nations has passed a resolution calling for an end to the use of chemical weapons in all forms.",resolution, end
411,",The United Nations Security Council has unanimously adopted a resolution calling for an immediate end to the conflict in Syria.",unanimously, conflict
412,The European Union has imposed sanctions on Russia in response to its annexation of Crimea.,sanctions,annexation
413,",,The United States has imposed sanctions on Iran in response to its nuclear program.",sanctions,nuclear
414,",,The United Nations has passed a resolution calling for an end to the conflict in Yemen.",resolution,conflict
415,",,The United Nations has passed a resolution calling for an end to the use of child soldiers in armed conflicts.",resolution,soldiers
416,The European Union has adopted a new directive that requires all member states to ensure that their energy systems are powered by renewable sources by ,directive,renewable
417,The European Union has agreed to a new regulation that requires all member states to ensure that their financial services sector is compliant with international standards.,regulation,compliant
418,The European Union has agreed to a new directive that requires all member states to ensure that their digital infrastructure is secure and resilient.,directive,secure
419,The Canadian government has announced a new program to help young people gain access to post-secondary education.,program,access
420,The United States has imposed tariffs on Chinese imports in an effort to protect domestic industries.,tariffs,protect
421,The Canadian government has announced a new program to provide free tuition for post-secondary students from low-income families.,program,tuition
422,",The Canadian government has announced a new initiative to invest in green energy projects and create jobs in the renewable energy sector.",initiative,invest
423,",The Canadian government has announced a new policy to reduce the amount of plastic waste in the environment by encouraging businesses to use more sustainable packaging materials.",policy,reduce
424,",The Canadian government has announced a new program to provide free legal aid to low-income individuals and families.",program,legal
425,",The Canadian government has announced a new policy to increase the minimum wage for workers in the hospitality industry.",policy,increase
426,",The Canadian government has announced a new program to provide free childcare for low-income families.",program,childcare
427,",The Canadian government has announced a new policy to reduce the amount of carbon emissions from vehicles by introducing stricter emissions standards.",policy,reduce
428,",The Canadian government has announced a new initiative to invest in public transit infrastructure and create jobs in the transportation sector.",initiative,invest
429, The United Nations has adopted a resolution calling for an end to the use of chemical weapons in armed conflicts.,resolution,end
430, The government has announced a new policy that will provide free healthcare to all citizens.,policy,provide
431,The United States has imposed sanctions on North Korea in response to its nuclear weapons program.,sanctions,nuclear
432,",The United Nations has passed a resolution calling for an end to the use of chemical weapons in armed conflicts.",resolution,chemical
433,",The United States has imposed sanctions on Syria in response to its use of chemical weapons.",sanctions,chemical
434,",The United Nations has passed a resolution calling for an end to the violence in Syria.",resolution,violence
435," ,The United Nations has passed a resolution calling for an end to the use of landmines in conflict zones.",resolution,end
436," ,The United States has implemented a new policy to ensure that all citizens have access to quality housing.",policy,access
437,",The United States has introduced a new program to provide free childcare for low-income families.",program,childcare
438,",The United States has created a new fund to help veterans access mental health services.",fund,veterans
439,",The United States has launched a new initiative to help reduce poverty and inequality.",initiative,poverty
440,",The United States has introduced a new policy to ensure that all citizens have access to quality healthcare.",policy,healthcare
441,",The United States has implemented a new program to provide free job training for unemployed individuals.",program,training
442,",The United States has created a new fund to help small businesses access capital and resources.",fund,businesses
443," , The European Union has announced a new program to provide financial assistance to small businesses in developing countries, providing up to $1,000 per month in assistance for those who qualify.",program,provide
444,", The United Nations has launched a new initiative to promote global peace and security, providing up to $2,000 per year in assistance for those who qualify.",initiative,promote
445, The United Nations has adopted a resolution to combat climate change and reduce global emissions.,2. resolution,combat
446,The United States has imposed tariffs on imports from China in an effort to protect domestic industries.,3. tariffs,protect
447,The United Kingdom has passed legislation to increase the minimum wage and reduce income inequality.,4. legislation,reduce
448,The International Monetary Fund has issued a warning to countries to reduce their debt levels and increase fiscal discipline.,5. warning,reduce
449,The World Bank has launched a new initiative to promote economic development in developing countries.,6. initiative,promote
450,The African Union has adopted a resolution to promote peace and security in the region.,7. resolution,promote
451,The Organization of American States has called for an end to the violence in Venezuela and for a peaceful resolution to the crisis.,8. call,end
452,The United Nations has implemented a new program to provide humanitarian aid to refugees.,program,provide
453,The United Nations has created a new fund to help developing countries access clean energy.,fund,access
454,The United Nations has introduced a new policy to ensure that all countries have access to quality healthcare.,policy,access
455,The United Nations has implemented a new program to provide free education for children in developing countries.,program,provide
456,The United Nations has created a new fund to help countries affected by natural disasters access relief and recovery resources.,fund,access
458,The United Nations has passed a resolution calling for an end to the use of chemical weapons in armed conflicts.,resolution,end
459,The United States has imposed sanctions on Syria in response to its use of chemical weapons.,sanctions,use
460," ,The United States has imposed a new set of sanctions on North Korea in response to its continued nuclear weapons development.",sanctions,nuclear
461,",The United Nations Security Council has unanimously approved a resolution that would impose a new set of sanctions on North Korea in response to its continued nuclear weapons development.",resolution,sanctions
462,",The European Union has imposed a new set of sanctions on North Korea in response to its continued nuclear weapons development.",sanctions,nuclear
463," , The government has announced a new policy that will provide incentives for companies to invest in green technology.",policy,incentives
464,", The European Union has proposed a new set of regulations that would require all member states to adopt a common set of standards for the regulation of financial services.",regulations,standards
465,", The United Nations Security Council has unanimously approved a resolution that would impose a total trade embargo on North Korea, allowing the U.S. and other nations to immediately begin stopping ships carrying North Korean goods.",resolution,embargo
466," ,The government has also announced plans to invest in healthcare initiatives to improve the quality of life for citizens.",invest, healthcare
467,",The government has also announced plans to invest in research and development to create new technologies and products.",invest, research
468,",The government has also announced plans to invest in social programs to reduce poverty and inequality.",invest, social
469," ,The European Union has passed a resolution calling for an end to the use of nuclear weapons in any form.",resolution,end
470,",The European Union has implemented a new policy to ensure that all citizens have access to quality education.",policy,education
471,",The European Union has introduced a new program to provide free healthcare for low-income families.",program,healthcare
472,",The European Union has created a new fund to help refugees access basic services.",fund,services
473,",The European Union has launched a new initiative to help reduce poverty and inequality.",initiative,poverty
474,",The European Union has introduced a new policy to ensure that all citizens have access to quality housing.",policy,housing
475,",The European Union has implemented a new program to provide free job training for unemployed individuals.",program,training
476,",The European Union has created a new fund to help small businesses access capital and resources.",fund,capital
477," The United Nations has taken a leading role in promoting international peace and security, and has sought to resolve conflicts through diplomacy and dialogue.",role,"peace
"
478, The United Nations has passed a resolution calling for an end to the use of child soldiers in armed conflicts.,resolution,end
479," ,The European Union has adopted a resolution calling for an end to the use of torture in detention facilities.",resolution,end
480,",The United Nations has adopted a resolution calling for an end to the use of cluster munitions in armed conflicts.",resolution,cluster
481,",The United Nations has adopted a resolution calling for an end to the use of nuclear weapons in any form.",resolution,nuclear
482,",The United Nations has adopted a resolution calling for an end to the use of explosive weapons in populated areas.",resolution,explosive
483, The European Union has passed a law that requires all member states to reduce their carbon emissions by 20% by,law, reduce
484, The United Nations Security Council has imposed sanctions on North Korea in response to its nuclear weapons program.,sanctions, nuclear
485, The United States Congress has passed a bill that increases funding for renewable energy sources.,congress, increases
486, The International Monetary Fund has approved a loan package to help stabilize the economies of several developing countries.,loan, stabilize
487, The United Nations has adopted a resolution calling for an end to the use of child labor in any form.,resolution, end
488, The United Nations has adopted a resolution calling for an end to the use of human trafficking in any form.,resolution,end
489," ,The government has also announced plans to invest in social welfare programs to reduce poverty and inequality.",invest, reduce poverty
490,",The government has also announced plans to invest in environmental protection initiatives to reduce pollution and protect natural resources.",invest, reduce pollution
491,",The government has also announced plans to invest in public health initiatives to improve the health and wellbeing of citizens.",invest, improve health
492,",The government has also announced plans to invest in cultural initiatives to promote the country's cultural heritage and identity.",invest, promote heritage
493, The United Nations has passed a resolution to end the conflict in Syria and promote peace and stability in the region.,resolution, end
494," ,The United Nations has adopted a resolution calling for the establishment of a global climate change agreement to reduce greenhouse gas emissions and limit the effects of global warming.",resolution,establish
495,",The United Nations has adopted a resolution calling for the establishment of a global fund to help developing countries cope with the effects of climate change.",fund,cope
496,",The United Nations has adopted a resolution calling for the establishment of a global framework to promote sustainable development and reduce poverty.",framework,promote
497,",The United Nations has adopted a resolution calling for the establishment of a global system of taxation to ensure that multinational corporations pay their fair share of taxes.",taxation,ensure
498,",The United Nations has adopted a resolution calling for the establishment of a global system of regulation to ensure that financial markets are stable and transparent.",regulation,ensure
499," ,The European Union has passed a law to protect the rights of refugees and asylum seekers.",law, protect
500,",The United Nations has passed a resolution to promote the rights of indigenous peoples around the world.",resolution, promote
501,",The United Nations has passed a resolution to promote the rights of persons with disabilities.",resolution, promote
502,",The United Nations has passed a resolution to promote the rights of LGBTI persons around the world.",resolution, promote
503, The Prime Minister has announced a new program to provide free tuition for post-secondary students from low-income families.,program, provide
504, The government has introduced a new bill to increase the minimum wage and provide more job security for workers.,bill, increase
505, The government has announced a new plan to invest in infrastructure projects to create jobs and stimulate economic growth.,plan, create
506,The European Union has imposed economic sanctions on the Syrian government in an effort to pressure them to end the conflict.,sanctions,pressure
507,The Arab League has called for an immediate ceasefire in Syria and for all parties to the conflict to engage in negotiations.,ceasefire,negotiations
508,The United Nations Security Council has authorized the deployment of a peacekeeping mission to Syria.,deployment,mission
509,The United Nations has called for an end to the violence in Syria and for all parties to the conflict to engage in dialogue.,violence,dialogue
510,The United Nations has urged all parties to the conflict to respect international humanitarian law and to protect civilians.,conflict,respect
511,The United Nations has called for an immediate end to the conflict in Syria and for all parties to the conflict to engage in negotiations.,conflict,negotiations
512," The United States has imposed new sanctions on Iran in response to its nuclear program, prohibiting the sale of certain goods and services to the country.",sanctions,sale
513," ,The United Nations has also adopted a resolution calling for the protection of human rights in all countries, regardless of their political or economic status.",resolution,protection
514,The European Union has announced a new initiative to promote sustainable development and reduce carbon emissions.,initiative, promote
515,",The United Nations has called for an end to the use of child soldiers in armed conflicts.",end, child
516," , The United Nations has also taken a leading role in promoting human rights and the rule of law, and has sought to protect vulnerable populations from exploitation and abuse.",role, promoting
517,", The United Nations has also taken a leading role in promoting sustainable development, and has sought to reduce poverty and inequality through economic and social initiatives.",sustainable, reduce
518,", The United Nations has also taken a leading role in promoting global cooperation, and has sought to foster collaboration between nations to address global challenges.",global, foster
519, The government has passed legislation to protect the rights of workers and ensure fair wages.,legislation, protect
520, The government has taken steps to reduce the cost of healthcare and make it more accessible to all citizens.,steps, reduce
521," The International Monetary Fund has recently approved a new loan package for Greece, in order to help the country address its economic crisis.",loan,address
522, The rights offering will enable Canadian shareholders to purchase additional shares at a discounted rate.,offering,purchase
523, The warrants to buy 5 common shares at 30 cents a share will provide shareholders with an additional opportunity to invest in the company.,warrants,invest
524," The offering is open to all shareholders, except those residing in the U.S. and Britain.",offering,open
525, The rights offering is a way for the company to increase its shareholder base and strengthen its financial position.,offering,increase
526," , The European Union has passed a resolution to increase the amount of aid it provides to developing countries.",resolution, increase
527,", The United Nations has passed a resolution calling for an end to the use of child soldiers in armed conflicts.",resolution, end
528,", The International Monetary Fund has passed a resolution to increase the amount of foreign aid it provides to developing countries.",resolution, increase
529,", The World Bank has passed a resolution to increase the amount of funding it provides to developing countries.",resolution, increase
530," The World Trade Organization has sought to promote free and fair trade among its member countries, and has sought to reduce barriers to international trade and investment.",promote,"free
"
531," The United Nations has sought to promote international peace and security, and has sought to resolve conflicts through diplomacy and dialogue.",peace,"security
"
532," ,The United Nations has adopted a new resolution that will require all countries to take action to protect the world's oceans and marine life.",resolution, action
533,",The United Nations has adopted a new agreement that will require all countries to promote sustainable development and combat climate change.",agreement, promote
534,",The United Nations has adopted a new protocol that will require all countries to promote gender equality and empower women.",protocol, promote
535,",The United Nations has adopted a new framework that will require all countries to promote human rights and combat discrimination.",framework, promote
536," ,The United Nations has passed a resolution calling for an end to the use of child soldiers in armed conflicts.",child soldiers,end
537,",The United Nations has passed a resolution calling for an end to the use of landmines in all forms.",landmines,end
538,",The United Nations has passed a resolution calling for an end to the use of torture in all forms.",torture,end
539,",The United Nations has passed a resolution calling for an end to the use of cluster munitions in all forms.",cluster munitions,end
540,",The United Nations has passed a resolution calling for an end to the use of nuclear weapons in all forms.",nuclear weapons,end
541," , The government has implemented a series of tax reforms to stimulate economic growth.",tax,stimulate
542,", The government has implemented a series of regulatory reforms to promote competition.",regulatory,promote
543,", The government has implemented a series of labor reforms to improve working conditions.",labor,improve
544,", The government has implemented a series of environmental reforms to protect the environment.",environmental,protect
545,The government has also announced plans to invest in infrastructure projects to improve transportation networks and access to essential services.,infrastructure, transportation
546,",The government has also announced plans to invest in economic development initiatives to create jobs and stimulate economic growth.",economic, jobs
547,",The government has also announced plans to invest in security and defense initiatives to protect citizens from threats and ensure national security.",security, protect
548,",The government has also announced plans to invest in diplomatic efforts to promote peace and stability in the region.",diplomatic, peace
549," ,The World Bank has approved a new loan package to help developing countries reduce poverty and promote economic growth.",loan,"reduce
"
550,The European Union has passed a new directive to ensure the safety of workers in the workplace.,directive,safety
551,",The International Monetary Fund has approved a new loan package to help stabilize the economy of a developing country.",loan,stabilize
552,",The World Bank has approved a new loan program to help finance projects that will improve the quality of life in rural areas.",loan,finance
553,",The World Health Organization has adopted a new resolution to promote access to healthcare for all.",resolution,healthcare
554,",The World Trade Organization has adopted a new agreement to reduce tariffs and promote free trade.",agreement,tariffs
555," ,The European Union has been pushing for greater economic integration and the adoption of a common currency, the Euro.",integration,euro
556,",The United States has been advocating for the adoption of free trade agreements to reduce tariffs and other barriers to trade.",free,trade
557,",The United Nations has been calling for an end to the use of chemical weapons in armed conflicts.",chemical,weapons
558,",The International Monetary Fund has been advocating for fiscal austerity measures to reduce government debt and promote economic growth.",austerity,debt
559,The government has also announced a new policy that will provide incentives for companies to invest in renewable energy sources.,policy, incentives
560,The Senate has passed a bill that would provide additional funding for infrastructure projects across the country.,funding, infrastructure
561,The House of Representatives has passed a resolution that would increase the minimum wage to $15 an hour.,resolution, increase
562,The United Nations has adopted a resolution calling for an end to the use of chemical weapons in Syria.,resolution, end
563,The United Nations Security Council has passed a resolution condemning North Korea's nuclear weapons program.,resolution,condemning
564," , The United States has sought to maintain its presence in the region, and has increased its military presence in the area.",10. presence,increase
565,", Russia has sought to increase its influence in the region, and has been involved in a number of diplomatic initiatives.",11. influence,involved
566,", India has sought to increase its presence in the region, and has been involved in a number of trade agreements.",12. presence,involved
567,", The European Union has sought to increase its influence in the region, and has been involved in a number of diplomatic initiatives.",13. influence,involved
568,", Japan has sought to increase its presence in the region, and has been involved in a number of economic development initiatives.",14. presence,involved
569, The United Nations has adopted a new set of regulations to ensure that all countries comply with international labor standards.,regulations,comply
570,", The United Nations has passed a resolution calling for an end to the use of landmines in conflict zones.",resolution,end
571,", The United Nations has imposed a new set of sanctions on Russia in response to its continued aggression in Ukraine.",sanctions,aggression
572,", The United Nations has declared a global ban on the use of cluster munitions.",ban,cluster
573,", The United Nations has passed a resolution calling for an end to the use of child soldiers in armed conflicts.",resolution,end
574," ,The United Nations has also passed a resolution calling for an end to the use of child soldiers in armed conflicts.",united nations,end
575,",The United States has imposed sanctions on Iran in response to its nuclear weapons program.",united states,sanctions
576,",The United Nations has passed a resolution calling for an end to the use of landmines in armed conflicts.",united nations,landmines
577," , The government has also announced that it will be investing in new environmental initiatives to protect the environment and combat climate change.",environment, protect
578,", The government has also announced that it will be investing in new educational initiatives to improve educational outcomes and promote lifelong learning.",educational, improve
579," ,The United Nations has declared a new resolution to end the use of nuclear weapons.",resolution, end
580,",The United Nations has declared a new resolution to end the use of landmines in any form.",resolution, landmines
581,",The United Nations has declared a new resolution to end the use of chemical weapons in any form.",resolution, chemical
582,",The United Nations has declared a new resolution to end the use of torture as a weapon of war.",resolution, torture
583,",The United Nations has declared a new resolution to end the use of child soldiers in armed conflicts.",resolution, child
584, The United Nations has also adopted a resolution to promote gender equality and empower women and girls.,gender, equality
585, The European Union has also adopted a resolution to promote the rights of refugees and migrants.,resolution, promote
586, The United Nations has also adopted a resolution to promote the protection of the environment and combat climate change.,resolution, promote
587, The United Nations has adopted a new resolution that calls for an end to the use of chemical weapons in armed conflicts.,resolution,end
588, The United Nations has called for an end to the violence in Syria and for a political solution to the conflict.,violence,solution
589, The United Nations has passed a resolution condemning the human rights abuses in Myanmar.,resolution,abuses
590, The United States has imposed sanctions on Iran in response to its nuclear program.,sanctions,nuclear
591, The United States has imposed economic sanctions on Russia in response to its annexation of Crimea and its involvement in the Ukrainian civil war.,sanctions,annexation
592, The European Union has been negotiating a trade agreement with the United Kingdom in the wake of Brexit.,negotiating, brexit
593,The United Nations has established a new international court to prosecute war crimes and crimes against humanity.,united,establish
594, The European Union has adopted a new policy to reduce carbon emissions in an effort to combat climate change.,policy, reduce
595, The United Nations has passed a resolution condemning human rights abuses in Syria and calling for an end to the conflict.,resolution, condemning
596, The United Nations has passed a resolution calling for an end to the use of chemical weapons in conflict zones.,resolution, end
597, The United Nations has passed a resolution calling for an end to the use of nuclear weapons in conflict zones.,resolution, end
600,The United Nations has passed a resolution calling for an end to the use of incendiary weapons in any form.,resolution,end
601,The United Nations has passed a resolution calling for an end to the use of explosive weapons in populated areas.,resolution,end
602," ,The United States and Russia have agreed to a new arms control treaty that will reduce the number of nuclear weapons in both countries.",agree,reduce
603,",The United Nations has passed a resolution condemning the use of torture and other cruel, inhuman, or degrading treatment or punishment.",condemn,torture
604,",The United Nations has adopted a resolution calling for an immediate ceasefire in the conflict between Israel and Palestine.",ceasefire,conflict
605,",The United Nations has passed a resolution calling for an end to the use of child soldiers in armed conflicts.",end,child
606,",The United Nations has passed a resolution calling for an end to the use of landmines in armed conflicts.",end,landmines
607,",The United Nations has passed a resolution calling for an end to the use of cluster munitions in armed conflicts.",end,cluster
608,",The United Nations has passed a resolution calling for an end to the use of incendiary weapons in armed conflicts.",end,incendiary
609, The United Nations has passed a resolution to combat climate change.,resolution,combat
610," The United States has elected a new president, ushering in a new era of politics.",elected,era
611, The United Nations has adopted a new resolution to combat climate change.,resolution,combat
612, The African Union has launched a new initiative to promote economic development.,initiative,promote
613,"The European Union has sought to create a unified legal framework, with the goal of creating a single set of laws and regulations.",create,unified
