,text,tag,label
300,"The government has passed a law to increase taxes on the wealthy, in an effort to reduce income inequality.",0 0 0 intention 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0,intend
301,"The government has passed a law to increase funding for public education, in an effort to improve educational outcomes.",0 0 0 intention 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0,intend
302,"The government has passed a law to increase the availability of affordable housing, in an effort to reduce homelessness.",0 0 0 intention 0 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0,intend
303,"The government has introduced a new law to protect the rights of workers, in an effort to ensure fair wages and working conditions.",0 0 0 intention 0 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0 0 0,intend
304,"The government has passed a law to protect the rights of consumers, in an effort to ensure safe and fair access to goods and services.",0 0 0 intention 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0 0 0 0 0 0,intend
305,"The government has introduced a new law to protect the rights of the elderly, in an effort to ensure access to quality healthcare and social services.",0 0 0 intention 0 0 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0 0 0 0 0,intend
306,"The government has passed a law to protect the rights of the disabled, in an effort to ensure access to services and equal opportunities.",0 0 0 intention 0 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0 0 0 0,intend
307,"The government has introduced a new law to protect the rights of minorities, in an effort to ensure equal access to services and opportunities.",0 0 0 intention 0 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0 0 0 0,intend
308,"The government has passed a law to protect the rights of victims of hate crimes, in an effort to ensure justice and accountability.",0 0 0 intention 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0,intend
309,The government passed a law to increase access to education in an effort to reduce poverty.,0 0 intention 0 0 0 0 0 0 0 0 0 0 0 effect 0 0,intend
310,"The government is introducing a new law to reduce air pollution, in an effort to improve public health.",0 0 0 intention 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0,intend
311,"The government is introducing a new law to increase access to renewable energy sources, in an effort to reduce dependence on fossil fuels.",0 0 0 0 0 0 0 0 intention 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0 0,intend
312,"The government is introducing a new law to increase access to financial services, in an effort to reduce poverty.",0 0 0 0 0 0 0 0 intention 0 0 0 0 0 0 0 0 effect 0 0 0,intend
313,"The government is introducing a new law to increase access to childcare, in an effort to promote gender equality.",0 0 0 0 0 0 0 0 intention 0 0 0 0 0 0 0 effect 0 0 0 0,intend
314,The government passed a law to increase the minimum wage in an effort to reduce poverty and inequality.,0 0 intention 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0,intend
315,The government passed a law to increase the number of affordable housing units in an effort to reduce homelessness.,0 0 intention 0 0 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0,intend
316,The government passed a law to increase the number of renewable energy sources in an effort to reduce carbon emissions.,0 0 intention 0 0 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0,intend
317,The government passed a law to increase the number of public transportation options in an effort to reduce traffic congestion.,0 0 intention 0 0 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0,intend
318,The government passed a law to increase the number of job training programs in an effort to reduce unemployment.,0 0 intention 0 0 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0,intend
319,The government passed a law to increase the number of public parks and green spaces in an effort to improve air quality.,0 0 intention 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0,intend
320,The government passed a law to increase the number of public health initiatives in an effort to improve public health.,0 0 intention 0 0 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0,intend
321,The government passed a law to increase the number of environmental protection regulations in an effort to reduce pollution.,0 0 intention 0 0 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0,intend
322,The government passed a law to increase the number of public safety initiatives in an effort to reduce crime.,0 0 intention 0 0 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0,intend
323,The government passed a law to increase the number of anti-discrimination laws in an effort to promote equality.,0 0 intention 0 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0,intend
324,"The government has passed a new law to increase the availability of affordable housing, in an effort to reduce homelessness and poverty.",0 0 0 intention 0 0 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0,intend
325,"The government has implemented a new policy to provide tax incentives for businesses to invest in research and development, in an effort to promote innovation and economic growth.",0 0 0 intention 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0 0,intend
326,"The government has introduced a new program to provide free education to all children, in an effort to reduce inequality and promote social mobility.",0 0 0 intention 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0,intend
327,The government passed a law to increase access to financial services in an effort to promote economic growth.,0 0 intention 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0,intend
328,The government passed a law to increase access to clean water in an effort to improve public health.,0 0 intention 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0,intend
329,The government passed a law to increase access to quality childcare in an effort to promote gender equality.,0 0 intention 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0,intend
330,The United Nations passed a resolution to increase international cooperation in order to combat terrorism.,0 0 0 intention 0 0 0 0 0 0 0 0 0 effect 0 0,intend
331,The government passed a law to increase the availability of affordable housing in an effort to reduce homelessness.,0 0 intention 0 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0,intend
332,The government passed a law to increase the availability of mental health services in an effort to reduce suicide rates.,0 0 intention 0 0 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0,intend
333,"The government passed a law to increase funding for public transportation, in an effort to reduce traffic congestion and air pollution.",0 0 0 0 0 0 intention 0 0 0 0 0 0 0 0 effect 0 0 0 0 0 0 0,intend
334,"The government passed a law to increase the availability of affordable housing, in an effort to reduce homelessness.",0 0 0 0 0 0 intention 0 0 0 0 0 0 0 0 0 effect 0 0 0,intend
335,"The government passed a law to increase the availability of renewable energy sources, in an effort to reduce dependence on fossil fuels.",0 0 0 0 0 0 intention 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0 0,intend
336,The European Union has proposed a new set of regulations to protect the environment from the effects of industrial pollution.,0 0 0 0 intention 0 0 0 0 0 0 effect 0 0 0 0 0 0 0 0 0,intend
337,The president has declared a state of emergency in response to the recent outbreak of violence in the region.,0 0 0 intention 0 0 0 effect 0 0 0 0 0 0 0 0 0 0 0 0,intend
338,The Senate has passed a bill to increase the minimum wage for workers.,0 0 0 intention 0 0 0 effect 0 0 0 0 0 0,intend
339,The House of Representatives has passed a bill to provide tax relief to small businesses.,0 0 0 0 0 intention 0 0 0 0 0 effect 0 0 0 0,intend
340,The United Nations has adopted a resolution to end the conflict in the Middle East.,0 0 0 0 intention 0 0 0 effect 0 0 0 0 0 0 0,intend
341,The International Monetary Fund has approved a loan package to help stabilize the economy of a developing nation.,0 0 0 0 0 intention 0 0 0 0 0 effect 0 0 0 0 0 0 0,intend
342,The World Bank has approved a loan to fund a project to improve infrastructure in a developing country.,0 0 0 0 intention 0 0 0 0 0 0 0 effect 0 0 0 0 0 0,intend
343,The government passed a law to increase access to financial literacy programs in an effort to reduce consumer debt.,0 0 intention 0 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0,intend
344,The government passed a law to increase access to public libraries in an effort to promote literacy.,0 0 intention 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0,intend
345,The government passed a law to increase access to public parks in an effort to promote physical activity.,0 0 intention 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0,intend
346,"The government passed a law to increase the minimum wage, in an effort to reduce poverty and inequality.",0 0 intention 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0,intend
347,The government passed a law to protect the rights of workers in an effort to ensure fair wages and working conditions.,0 0 intention 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0 0,intend
348,The government passed a law to protect the rights of minorities in an effort to promote equality and justice.,0 0 intention 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0,intend
349,The government passed a law to increase access to financial services and reduce predatory lending practices.,0 0 intention 0 0 0 0 0 0 0 0 0 effect 0 0 0 0,intend
350,The government passed a law to increase access to clean energy and reduce greenhouse gas emissions.,0 0 intention 0 0 0 0 0 0 0 0 0 effect 0 0 0 0,intend
351,The government passed a law to increase access to mental health services and reduce the stigma associated with mental illness.,0 0 intention 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0 0 0,intend
352,"The government is introducing a new law to protect the rights of immigrants, in an effort to promote diversity and inclusion.",0 0 0 intention 0 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0,intend
353,"The government is introducing a new law to protect the rights of Indigenous peoples, in an effort to promote cultural understanding and respect.",0 0 0 intention 0 0 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0 0,intend
354,"The United Nations passed a resolution calling for an end to the use of chemical weapons, in an effort to protect civilians from the dangers of chemical warfare.",0 0 0 0 0 0 0 0 0 intention 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0 0 0 0 0,intend
355,"The United Nations passed a resolution calling for an end to the use of cluster bombs, in an effort to protect civilians from the dangers of unexploded ordnance.",0 0 0 0 0 intention 0 0 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0 0 0 0 0,intend
356,"The United Nations passed a resolution calling for an end to the use of nuclear weapons, in an effort to protect the world from the dangers of nuclear warfare.",0 0 0 0 0 intention 0 0 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0 0 0 0 0 0,intend
357,The government introduced a new law to protect the rights of immigrants and refugees in an effort to promote social inclusion.,0 0 intention 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0,intend
358,The government introduced a new law to protect the rights of women and children in an effort to combat gender-based violence.,0 0 0 0 0 0 0 intention 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0,intend
359,The government introduced a new law to protect the rights of LGBTQ+ individuals in an effort to promote equality.,0 0 0 0 0 0 0 intention 0 0 0 0 0 0 0 0 0 effect 0 0,intend
360,The government introduced a new law to protect the rights of people with disabilities in an effort to ensure access to services and resources.,0 0 0 0 0 0 0 intention 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0 0,intend
361,The government is introducing a new law to protect the rights of workers and ensure fair wages.,0 0 0 intention 0 0 0 0 effect 0 0 0 0 0 0 0 0 0,intend
362,The government is introducing a new policy to reduce carbon emissions and combat climate change.,0 0 0 intention 0 0 0 0 effect 0 0 0 0 0 0 0,intend
363,The government passed a law to protect the rights of religious minorities and ensure their freedom of worship.,0 0 intention 0 0 0 effect 0 0 0 0 0 0 0 0 0 0 0 0,intend
364,The government passed a law to protect the rights of people with disabilities and ensure their access to services.,0 0 intention 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0,intend
365,The government passed a law to protect the rights of victims of human trafficking and ensure their access to justice.,0 0 intention 0 0 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0,intend
366,The government passed a law to increase access to mental health services in an effort to reduce suicide rates.,0 0 0 0 0 0 intention 0 0 0 0 0 0 0 0 0 effect 0 0 0,intend
367,The government passed a law to increase access to job training programs in an effort to reduce unemployment.,0 0 0 0 0 0 intention 0 0 0 0 0 0 0 0 0 effect 0 0,intend
368,The government passed a law to increase access to financial services in an effort to reduce poverty.,0 0 0 0 0 0 intention 0 0 0 0 0 0 0 0 effect 0 0,intend
369,The government passed a law to increase access to legal services in an effort to ensure justice for all.,0 0 0 0 0 0 intention 0 0 0 0 0 0 0 0 effect 0 0 0 0,intend
370,"The government is introducing a new tax to help fund the national health service, in an effort to reduce the burden on taxpayers.",0 0 0 intention 0 0 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0 0,intend
371,"The president has proposed a new law to increase the minimum wage, in an effort to reduce poverty and improve living standards.",0 0 0 intention 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0 0 0,intend
372,"The government is introducing a new policy to reduce carbon emissions, in an effort to combat climate change and protect the environment.",0 0 0 intention 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0 0 0 0,intend
373,"The government is introducing a new law to protect workers' rights, in an effort to ensure fair wages and safe working conditions.",0 0 0 intention 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0 0 0 0 0,intend
374,"The government is introducing a new law to protect consumers, in an effort to ensure fair prices and quality products.",0 0 0 intention 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0 0 0,intend
375,"The government is introducing a new law to protect the rights of minorities, in an effort to promote equality and social justice.",0 0 0 intention 0 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0 0,intend
376,The government passed a law to strengthen gun control in an effort to reduce gun violence.,0 0 intention 0 0 0 0 0 0 0 0 0 0 effect 0 0 0,intend
377,The government passed a law to protect the rights of immigrants and refugees in an effort to promote social justice.,0 0 intention 0 0 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0,intend
378,The government passed a law to protect the rights of Indigenous peoples in an effort to promote reconciliation.,0 0 intention 0 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0,intend
379,"The government passed a law to increase access to quality education, in an effort to reduce inequality.",0 0 intention 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0,intend
380,"The government passed a law to increase access to clean water, in an effort to improve public health.",0 0 intention 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0,intend
381,"The government passed a law to increase access to housing, in an effort to reduce homelessness.",0 0 intention 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0,intend
382,"The government passed a law to increase access to public transportation, in an effort to reduce poverty.",0 0 intention 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0,intend
383,"The government passed a law to increase access to job training, in an effort to reduce unemployment.",0 0 intention 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0,intend
384,"The government passed a law to increase access to childcare, in an effort to promote gender equality.",0 0 intention 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0,intend
385,"The government passed a law to increase access to financial services, in an effort to reduce poverty and promote economic development.",0 0 intention 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0,intend
386,"The government passed a law to increase access to clean energy, in an effort to reduce air pollution and combat climate change.",0 0 intention 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0,intend
387,"The government passed a law to increase access to clean water, in an effort to reduce water pollution and improve public health.",0 0 intention 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0 0 0 0,intend
388,"The government passed a law to increase access to sanitation services, in an effort to reduce water-borne diseases and improve public health.",0 0 intention 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0 0 0 0 0 0,intend
389,"The government passed a law to increase access to technology, in an effort to reduce the digital divide and promote economic growth.",0 0 intention 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0 0 0 0 0,intend
390,The government passed a law to protect the rights of workers and ensure their access to fair wages and safe working conditions.,0 0 intention 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0 0 0 0 0 0,intend
391,The government passed a law to protect the rights of consumers and ensure their access to accurate information about products and services.,0 0 intention 0 0 0 effect 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,intend
392,The government passed a law to protect the rights of immigrants and ensure their access to basic services.,0 0 intention 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0 0,intend
393,The government passed a law to protect the rights of indigenous peoples and ensure their access to land and resources.,0 0 intention 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0 0 0,intend
394,The government passed a law to protect the rights of consumers and ensure their access to accurate information about products and services.,0 0 intention 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0 0 0 0 0 0,intend
395,The government passed a law to protect the rights of the disabled and ensure their access to services.,0 0 intention 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0,intend
396,The government passed a law to protect the rights of LGBTQ+ individuals and ensure their access to services.,0 0 intention 0 0 0 effect 0 0 0 0 0 0 0 0 0 0 0 0,intend
397,The government passed a law to protect the rights of victims of domestic violence and ensure their access to services.,0 0 intention 0 0 0 effect 0 0 0 0 0 0 0 0 0 0 0 0 0 0,intend
398,The government passed a law to protect the rights of victims of sexual assault and ensure their access to services.,0 0 intention 0 0 0 effect 0 0 0 0 0 0 0 0 0 0 0 0 0 0,intend
399,The government passed a law to protect the rights of victims of hate crimes and ensure their access to services.,0 0 intention 0 0 0 effect 0 0 0 0 0 0 0 0 0 0 0 0 0 0,intend
400,The government passed a law to protect the rights of victims of racial discrimination and ensure their access to services.,0 0 intention 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0,intend
401,The government passed a law to protect the rights of victims of gender-based violence and ensure their access to services.,0 0 intention 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0 0 0,intend
402,The government passed a law to protect the rights of victims of religious discrimination and ensure their access to services.,0 0 intention 0 0 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0,intend
403,The government passed a law to protect the rights of victims of age discrimination and ensure their access to services.,0 0 intention 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0,intend
404,The government passed a law to protect the rights of victims of disability discrimination and ensure their access to services.,0 0 intention 0 0 0 effect 0 0 0 0 0 0 0 0 0 0 0 0 0 0,intend
405,The government passed a law to increase access to affordable housing in an effort to reduce poverty.,0 0 intention 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0,intend
406,The government passed a law to increase access to financial services in an effort to reduce inequality.,0 0 intention 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0,intend
407,The government passed a law to increase access to mental health services in an effort to reduce crime.,0 0 intention 0 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0,intend
408,"The government has passed a law to protect the rights of workers, in an effort to ensure fair wages and safe working conditions.",0 0 0 intention 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0 0 0 0,intend
409,The government has implemented a new policy to provide tax incentives to businesses that create jobs in disadvantaged communities.,0 0 0 intention 0 0 0 0 effect 0 0 0 0 0 0 0 0 0 0 0,intend
410,"The government has passed a law to protect the rights of religious minorities, in an effort to promote tolerance and acceptance.",0 0 0 intention 0 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0,intend
411,The government passed a law to increase the availability of affordable childcare in an effort to support working families.,0 0 intention 0 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0,intend
412,The government passed a law to increase the availability of job training and employment opportunities in an effort to reduce unemployment.,0 0 intention 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0,intend
413,The government passed a law to increase the availability of financial assistance to small businesses in an effort to promote economic growth.,0 0 intention 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0,intend
414,"The government is introducing a new law to protect the rights of indigenous peoples, in an effort to promote cultural preservation and respect.",0 0 0 intention 0 0 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0 0,intend
415,"The government is introducing a new law to protect the rights of women, in an effort to promote gender equality.",0 0 0 intention 0 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0,intend
416,"The government is introducing a new law to protect the rights of religious minorities, in an effort to promote religious freedom.",0 0 0 intention 0 0 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0,intend
417,"The government is introducing a new law to protect the rights of children, in an effort to ensure their safety and well-being.",0 0 0 intention 0 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0 0 0 0,intend
418,His move was aimed at increasing public awareness of the need for political reform.,0 intention 0 0 0 effect 0 0 0 0 0 0 0 0 0,intend
419,The government passed a law to increase access to financial services and reduce the cost of borrowing.,0 0 intention 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0,intend
420,The government passed a law to increase access to technology and reduce the digital divide.,0 0 intention 0 0 0 0 0 0 0 0 effect 0 0 0 0,intend
421,The United States passed a law to increase funding for renewable energy sources in an effort to reduce greenhouse gas emissions.,0 0 0 intention 0 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0,intend
422,The United Nations passed a resolution to promote the rights of children and ensure their access to basic services.,0 0 0 intention 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0 0,intend
423,The United Nations passed a resolution to promote the rights of workers and ensure their access to fair wages and safe working conditions.,0 0 0 intention 0 0 0 effect 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,intend
424,The United Nations passed a resolution to promote the rights of people with disabilities and ensure their access to employment opportunities.,0 0 0 intention 0 0 0 effect 0 0 0 0 0 0 0 0 0 0 0 0 0 0,intend
425,"The government passed a law to increase access to clean energy sources, in an effort to reduce air pollution.",0 0 intention 0 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0,intend
426,"The government passed a law to increase access to healthcare, in an effort to improve public health.",0 0 intention 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0,intend
427,"The government passed a law to increase access to renewable energy sources, in an effort to reduce carbon emissions.",0 0 intention 0 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0,intend
428,"The government passed a law to increase access to financial services, in an effort to reduce inequality.",0 0 intention 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0,intend
429,"The government passed a law to increase access to childcare, in an effort to reduce the burden on working families.",0 0 intention 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0 0 0,intend
430,"The government passed a law to increase access to mental health services, in an effort to reduce the stigma associated with mental illness.",0 0 intention 0 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0 0 0 0,intend
431,The government passed a law to increase access to educational opportunities in an effort to reduce inequality.,0 0 intention 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0,intend
432,The government passed a law to increase access to healthcare services in an effort to reduce health disparities.,0 0 intention 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0,intend
433,"The government passed a law to increase access to education, in an effort to reduce inequality and promote social mobility.",0 0 intention 0 0 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0,intend
434,"The government passed a law to increase access to affordable housing, in an effort to reduce homelessness and poverty.",0 0 intention 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0,intend
435,"The government passed a law to increase access to public transportation, in an effort to reduce traffic congestion and air pollution.",0 0 intention 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0 0 0,intend
436,"The government passed a law to increase access to clean energy sources, in an effort to reduce greenhouse gas emissions.",0 0 intention 0 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0,intend
437,"The government passed a law to increase access to financial services, in an effort to reduce inequality and promote economic growth.",0 0 intention 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0 0 0,intend
438,"The government passed a law to protect the rights of workers, in an effort to ensure fair wages and working conditions.",0 0 intention 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0 0 0,intend
439,"The government passed a law to protect the rights of consumers, in an effort to ensure safe and fair access to goods and services.",0 0 intention 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0 0 0 0 0 0,intend
440,"The government passed a law to increase funding for research and development, in an effort to promote innovation.",0 0 intention 0 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0,intend
441,"The government has passed a law to increase access to education, in an effort to reduce inequality and promote social mobility.",0 0 0 intention 0 0 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0,intend
442,"The government has passed a law to increase access to clean air, in an effort to reduce air pollution and improve public health.",0 0 0 intention 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0 0 0 0,intend
443,"The government has passed a law to increase access to financial services, in an effort to reduce poverty and promote economic growth.",0 0 0 intention 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0,intend
444,"The government has passed a law to increase access to childcare, in an effort to reduce the burden on working families and promote gender equality.",0 0 0 intention 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0 0 0 0 0 0 0,intend
445,"The government has passed a law to increase access to job training, in an effort to reduce unemployment and promote economic growth.",0 0 0 intention 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0,intend
446,"The government has passed a law to increase access to mental health services, in an effort to reduce the stigma associated with mental illness and promote public health.",0 0 0 intention 0 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0 0 0 0 0 0 0 0,intend
447,The government has passed a law to protect the rights of immigrants and ensure their safe passage.,0 0 0 intention 0 0 0 effect 0 0 0 0 0 0 0 0 0 0,intend
448,"The government has passed a law to increase access to affordable housing, in an effort to reduce homelessness and promote economic stability.",0 0 0 intention 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0 0 0,intend
449,"The government has passed a law to increase access to financial services, in an effort to reduce poverty.",0 0 0 intention 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0,intend
450,"The government has passed a law to increase access to childcare services, in an effort to promote gender equality.",0 0 0 intention 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0,intend
451,"The government has passed a law to increase access to public transportation, in an effort to reduce traffic congestion.",0 0 0 intention 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0,intend
452,"The government has passed a law to increase access to affordable housing, in an effort to reduce homelessness.",0 0 0 intention 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0,intend
453,The government passed a law to increase access to housing in an effort to reduce homelessness.,0 0 0 0 0 0 intention 0 0 0 0 0 0 0 effect 0 0,intend
454,The government passed a law to increase access to clean energy in an effort to reduce air pollution.,0 0 0 0 0 0 intention 0 0 0 0 0 0 0 0 effect 0 0 0,intend
455,The government passed a law to increase access to financial services in an effort to reduce inequality.,0 0 0 0 0 0 intention 0 0 0 0 0 0 0 0 effect 0 0,intend
456,"The government has passed a new law to increase the minimum wage, in an effort to reduce poverty and improve the standard of living for low-income workers.",0 0 0 intention 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0 0 0 0 0 0 0,intend
457,"The government has implemented a new policy to provide tax incentives to businesses that invest in research and development, in an effort to promote innovation and economic growth.",0 0 0 intention 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0 0,intend
458,"The government has introduced a new program to provide job training and education services to those who are unemployed, in an effort to reduce long-term unemployment.",0 0 0 intention 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0 0,intend
459,"The government has passed a new law to increase the availability of affordable housing, in an effort to reduce homelessness.",0 0 0 intention 0 0 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0,intend
460,The government implemented a new policy to promote gender equality.,0 0 intention 0 0 0 0 effect 0 0 0,intend
461,The government passed a law to protect the rights of immigrants.,0 0 intention 0 0 0 effect 0 0 0 0 0,intend
462,The government launched a campaign to reduce the number of homeless people.,0 0 intention 0 0 0 effect 0 0 0 0 0 0,intend
463,The government implemented a new policy to promote job training and education.,0 0 intention 0 0 0 0 effect 0 0 0 0 0,intend
464,The government passed a law to protect the environment from pollution.,0 0 intention 0 0 0 effect 0 0 0 0 0,intend
465,The government launched a campaign to promote sustainable development.,0 0 intention 0 0 0 effect 0 0 0,intend
466,The government implemented a new policy to reduce the cost of living.,0 0 intention 0 0 0 0 effect 0 0 0 0 0,intend
467,The government passed a law to protect the rights of indigenous peoples.,0 0 intention 0 0 0 effect 0 0 0 0 0 0,intend
468,The government launched a campaign to promote financial literacy.,0 0 intention 0 0 0 effect 0 0 0,intend
469,The government implemented a new policy to promote economic diversification.,0 0 intention 0 0 0 0 effect 0 0 0,intend
