,Unnamed: 0,sentence,trigger1,trigger2,tag,label
134,138,"The government has implemented a series of laws to prevent the exploitation of vulnerable populations, including increased oversight of employers and increased penalties for those who violate labor laws.",Laws,Exploitation,0 0 0 0 0 0 0 prevention 0 0 0 effect 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,prevent
135,139,"The government has implemented a series of laws to prevent the exploitation of children, including increased monitoring of child labor and increased penalties for those who violate child labor laws.",Laws,exploitation,0 0 0 0 0 0 0 prevention 0 0 0 effect 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,prevent
136,140,"The government has implemented a series of measures to prevent the illegal trafficking of drugs and weapons, including increased border security and increased penalties for those who violate drug laws.",Measures,Trafficking,0 0 0 0 0 0 0 prevention 0 0 0 0 effect 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,prevent
137,141,"The government has implemented a series of measures to prevent the illegal exploitation of natural resources, including increased monitoring of extractive industries and increased penalties for those who violate environmental regulations.",Measures,Exploitation,0 0 0 0 0 0 0 prevention 0 0 0 0 effect 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,prevent
138,142,"The government has implemented a series of measures to prevent the spread of infectious diseases, including increased public awareness and improved sanitation.",Measures,Spread,0 0 0 0 0 0 0 prevention 0 0 0 effect 0 0 0 0 0 0 0 0 0 0 0 0,prevent
139,143,"The government has implemented a series of measures to prevent the exploitation of vulnerable populations, including increased oversight of labor practices and increased public awareness.",Measures,Exploitation,0 0 0 0 0 0 0 prevention 0 0 0 effect 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,prevent
140,144,The United Nations has imposed an arms embargo on Syria in an effort to prevent the country from destabilizing the region.,Arms embargo,Destabilizing,0 0 0 0 0 0 prevention prevention 0 0 0 0 0 0 0 0 0 0 effect 0 0 0,prevent
141,145,The United Nations has imposed an arms embargo on North Korea in an effort to prevent the country from developing nuclear weapons.,Arms embargo,Developing,0 0 0 0 0 0 prevention prevention 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0,prevent
142,146,The government has implemented a series of measures to prevent the spread of corruption and bribery.,measures,corruption,0 0 0 0 0 0 0 prevention 0 0 0 0 0 effect 0 0 0,prevent
143,147,The government has implemented a series of measures to prevent the misuse of public funds for political gain.,measures,misuse,0 0 0 0 0 0 0 prevention 0 0 0 effect 0 0 0 0 0 0 0,prevent
144,148,The government has implemented a series of measures to prevent the violation of environmental regulations.,measures,violation,0 0 0 0 0 0 0 prevention 0 0 0 effect 0 0 0 0,prevent
145,149,The government has implemented a series of measures to prevent the spread of human trafficking.,measures,trafficking,0 0 0 0 0 0 0 prevention 0 0 0 0 0 0 effect 0,prevent
146,150,The government has implemented a series of measures to prevent the spread of terrorism and extremism.,measures,terrorism,0 0 0 0 0 0 0 prevention 0 0 0 0 0 effect 0 0 0,prevent
147,151,The government has implemented a series of measures to prevent the spread of counterfeit goods.,measures,counterfeit,0 0 0 0 0 0 0 prevention 0 0 0 0 0 effect 0 0,prevent
148,152,The government has implemented a series of measures to prevent the exploitation of vulnerable populations.,measures,exploitation,0 0 0 0 0 0 0 prevention 0 0 0 effect 0 0 0 0,prevent
149,153,The government has implemented a series of measures to prevent the spread of disease and pandemics.,measures,disease,0 0 0 0 0 0 0 prevention 0 0 0 0 0 effect 0 0 0,prevent
150,154,The government has implemented a series of measures to prevent the spread of hate speech and discrimination.,measures,hate,0 0 0 0 0 0 0 prevention 0 0 0 0 0 effect 0 0 0 0,prevent
151,155,The government has implemented a series of measures to prevent the spread of fake news and disinformation.,measures,fake,0 0 0 0 0 0 0 prevention 0 0 0 0 0 effect 0 0 0 0,prevent
152,156,The European Union has imposed travel restrictions on citizens of certain countries in an effort to prevent the spread of terrorism.,restrictions,Terrorism,0 0 0 0 0 0 prevention 0 0 0 0 0 0 0 0 0 0 0 0 0 effect 0,prevent
153,157,The United Nations has imposed an arms embargo on North Korea in an effort to prevent the country from developing nuclear weapons.,embargo,developing nuclear weapons,0 0 0 0 0 0 0 prevention 0 0 0 0 0 0 0 0 0 0 0 effect effect effect 0,prevent
154,158,The United States has imposed sanctions on Sudan in an effort to prevent the country from destabilizing the region.,Sanctions,Destabilizing,0 0 0 0 0 prevention 0 0 0 0 0 0 0 0 0 0 effect 0 0 0,prevent
155,159,The United Nations has imposed an arms embargo on the Central African Republic in an effort to prevent the country from destabilizing the region.,Arms embargo,Destabilizing,0 0 0 0 0 0 prevention prevention 0 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0,prevent
156,160,The United States has imposed sanctions on Venezuela in an effort to prevent the country from destabilizing the region.,Sanctions,Destabilizing,0 0 0 0 0 prevention 0 0 0 0 0 0 0 0 0 0 effect 0 0 0,prevent
157,161,The United Nations has imposed an arms embargo on Yemen in an effort to prevent the country from acquiring weapons of mass destruction.,Arms embargo,weapons of mass destruction,0 0 0 0 0 0 prevention prevention 0 0 0 0 0 0 0 0 0 0 0 effect effect effect effect 0,prevent
158,162,The United Nations has imposed an arms embargo on Iraq in an effort to prevent the country from acquiring weapons of mass destruction.,Arms embargo,weapons of mass destruction,0 0 0 0 0 0 prevention prevention 0 0 0 0 0 0 0 0 0 0 0 effect effect effect effect 0,prevent
159,163,The United Nations has imposed an arms embargo on Iran in an effort to prevent the country from acquiring weapons of mass destruction.,Arms embargo,weapons of mass destruction,0 0 0 0 0 0 prevention prevention 0 0 0 0 0 0 0 0 0 0 0 effect effect effect effect 0,prevent
160,164,"The government has implemented a series of measures to prevent the spread of infectious diseases, including increased public health awareness and improved sanitation.",Measures,Spread,0 0 0 0 0 0 0 prevention 0 0 0 effect 0 0 0 0 0 0 0 0 0 0 0 0 0,prevent
161,165,"The government has implemented a series of measures to prevent the exploitation of workers, including increased labor inspections and improved labor laws.",Measures,Exploitation,0 0 0 0 0 0 0 prevention 0 0 0 effect 0 0 0 0 0 0 0 0 0 0 0 0,prevent
162,166,The government has implemented a series of measures to prevent the spread of hate speech.,Measures,Hate Speech,0 0 0 0 0 0 0 prevention 0 0 0 0 0 effect effect 0,prevent
163,167,The government has implemented a series of measures to prevent the spread of cybercrime.,Measures,Cybercrime,0 0 0 0 0 0 0 prevention 0 0 0 0 0 effect 0,prevent
164,168,The government has implemented a series of measures to prevent the spread of corruption.,Measures,Corruption,0 0 0 0 0 0 0 prevention 0 0 0 0 0 effect 0,prevent
165,169,The government has implemented a series of measures to prevent the misuse of public resources.,Measures,Misuse,0 0 0 0 0 0 0 prevention 0 0 0 effect 0 0 0 0,prevent
166,170,The United Nations has imposed an arms embargo on Syria in an effort to prevent the country from developing weapons of mass destruction.,Arms embargo,Developing,0 0 0 0 0 0 prevention prevention 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0,prevent
167,171,The United States has imposed economic sanctions on Russia in an effort to prevent the country from destabilizing the region.,Economic sanctions,Destabilizing,0 0 0 0 0 prevention prevention 0 0 0 0 0 0 0 0 0 0 effect 0 0 0,prevent
168,172,The United Nations has imposed a no-fly zone over Yemen in an effort to prevent further violence in the region.,No-fly zone,Violence,0 0 0 0 0 0 prevention prevention 0 0 0 0 0 0 0 0 effect 0 0 0 0 0 0,prevent
169,173,The United States has imposed economic sanctions on North Korea in an effort to prevent the country from developing nuclear weapons.,Economic sanctions,Developing,0 0 0 0 0 prevention prevention 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0,prevent
170,174,The United Nations has imposed a naval blockade on Somalia in an effort to prevent the country from exporting weapons.,Naval blockade,Exporting,0 0 0 0 0 0 prevention prevention 0 0 0 0 0 0 0 0 0 0 effect 0 0,prevent
171,175,The United States has imposed economic sanctions on Venezuela in an effort to prevent the country from destabilizing the region.,Economic sanctions,Destabilizing,0 0 0 0 0 prevention prevention 0 0 0 0 0 0 0 0 0 0 effect 0 0 0,prevent
172,176,"The government has taken steps to prevent the spread of disease, including introducing new laws to regulate the sale of food and medicines.",taken,Spread,0 0 0 prevention 0 0 0 0 effect 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,prevent
173,177,"The government has taken steps to prevent the spread of terrorism, including introducing new laws to monitor suspicious activity.",taken,Terrorism,0 0 0 prevention 0 0 0 0 0 0 effect 0 0 0 0 0 0 0 0 0 0,prevent
174,178,The United Nations has imposed an arms embargo on Iraq in an effort to prevent the country from committing human rights abuses.,Arms embargo,Human rights abuses,0 0 0 0 0 0 prevention prevention 0 0 0 0 0 0 0 0 0 0 0 effect effect effect 0,prevent
175,179,The United Nations has imposed an arms embargo on Afghanistan in an effort to prevent the country from committing terrorist acts.,Arms embargo,Terrorist acts,0 0 0 0 0 0 prevention prevention 0 0 0 0 0 0 0 0 0 0 0 effect effect 0,prevent
176,180,The United States has imposed economic sanctions on Venezuela in an effort to prevent the country from violating human rights.,Economic sanctions,Violating human rights,0 0 0 0 0 prevention prevention 0 0 0 0 0 0 0 0 0 0 effect effect effect 0,prevent
177,181,The United Nations has imposed an arms embargo on South Sudan in an effort to prevent the country from destabilizing the region.,Arms embargo,Destabilizing,0 0 0 0 0 0 prevention prevention 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0,prevent
178,182,The United Nations has imposed an arms embargo on Yemen in an effort to prevent further violence and conflict.,Arms embargo,Violence,0 0 0 0 0 0 prevention prevention 0 0 0 0 0 0 0 0 effect 0 0 0,prevent
179,183,The United Nations has imposed a travel ban on North Korea in an effort to prevent the country from developing nuclear weapons.,Travel ban,Nuclear weapons,0 0 0 0 0 0 prevention prevention 0 0 0 0 0 0 0 0 0 0 0 0 effect effect 0,prevent
180,184,The United States has imposed sanctions on Iran in an effort to prevent the country from destabilizing the region.,Sanctions,Destabilizing,0 0 0 0 0 prevention 0 0 0 0 0 0 0 0 0 0 effect 0 0 0,prevent
181,185,The United Nations has imposed an arms embargo on Syria in an effort to prevent further violence and conflict.,Arms embargo,Violence,0 0 0 0 0 0 prevention prevention 0 0 0 0 0 0 0 0 effect 0 0 0,prevent
182,186,The United Nations has imposed sanctions on Russia in an effort to prevent the country from interfering in the internal affairs of other nations.,Sanctions,Interfering,0 0 0 0 0 prevention 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0 0 0 0,prevent
183,187,The United States has imposed sanctions on Venezuela in an effort to prevent the country from supporting terrorist activities.,Sanctions,Supporting,0 0 0 0 0 prevention 0 0 0 0 0 0 0 0 0 0 effect 0 0 0,prevent
184,188,The United Nations has imposed an arms embargo on Sudan in an effort to prevent the country from committing human rights abuses.,Embargo,Abuses,0 0 0 0 0 0 0 prevention 0 0 0 0 0 0 0 0 0 0 0 0 0 effect 0,prevent
185,189,"The government has implemented a series of measures to prevent the spread of corruption, including increased transparency and increased accountability.",Transparency,Corruption,0 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 prevention 0 0 0 0 0,prevent
186,190,"The government has implemented a series of measures to prevent the spread of poverty, including increased access to education and increased access to healthcare.",Education,Poverty,0 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 prevention 0 0 0 0 0 0 0,prevent
187,191,"The government has implemented a series of measures to prevent the spread of environmental degradation, including increased regulation of polluting industries and increased investment in renewable energy sources.",Regulation,Degradation,0 0 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 prevention 0 0 0 0 0 0 0 0 0 0 0 0,prevent
188,192,The government has implemented a series of measures to prevent the exploitation of workers.,measures,exploitation,0 0 0 0 0 0 0 prevention 0 0 0 effect 0 0 0,prevent
189,193,The government has implemented a series of measures to prevent the trafficking of people.,measures,trafficking,0 0 0 0 0 0 0 prevention 0 0 0 effect 0 0 0,prevent
190,194,The government has implemented a series of measures to prevent the spread of infectious diseases.,measures,spread,0 0 0 0 0 0 0 prevention 0 0 0 effect 0 0 0 0,prevent
191,195,The government has implemented a series of measures to prevent the spread of terrorism.,measures,terrorism,0 0 0 0 0 0 0 prevention 0 0 0 0 0 effect 0,prevent
192,196,The government has implemented a series of measures to prevent the spread of corruption.,measures,corruption,0 0 0 0 0 0 0 prevention 0 0 0 0 0 effect 0,prevent
193,197,The government has implemented a series of measures to prevent the illegal trade of wildlife.,measures,trade,0 0 0 0 0 0 0 prevention 0 0 0 0 effect 0 0 0,prevent
194,198,The government has implemented a series of measures to prevent the illegal trade of drugs.,measures,drugs,0 0 0 0 0 0 0 prevention 0 0 0 0 0 0 effect 0,prevent
195,199,The government has implemented a series of measures to prevent the illegal trade of weapons.,measures,weapons,0 0 0 0 0 0 0 prevention 0 0 0 0 0 0 effect 0,prevent
196,201,The United Nations has imposed an arms embargo on Yemen in an effort to prevent the country from destabilizing the region.,embargo,destabilizing,0 0 0 0 0 0 0 prevention 0 0 0 0 0 0 0 0 0 0 effect 0 0 0,prevent
197,202,The United Nations has imposed an arms embargo on Iraq in an effort to prevent the country from developing weapons of mass destruction.,embargo,developing,0 0 0 0 0 0 0 prevention 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0,prevent
198,203,The United Nations has imposed an arms embargo on Afghanistan in an effort to prevent the country from supporting terrorist activities.,embargo,terrorist,0 0 0 0 0 0 0 prevention 0 0 0 0 0 0 0 0 0 0 0 effect 0 0,prevent
199,204,The United States has imposed economic sanctions on Venezuela in an effort to prevent the country from destabilizing the region.,sanctions,destabilizing,0 0 0 0 0 0 prevention 0 0 0 0 0 0 0 0 0 0 effect 0 0 0,prevent
200,205,The United Nations has imposed an arms embargo on Syria in an effort to prevent further violence against civilians.,embargo,violence,0 0 0 0 0 0 0 prevention 0 0 0 0 0 0 0 0 effect 0 0 0,prevent
201,206,The United States has imposed sanctions on North Korea in an effort to prevent the government from further developing nuclear weapons.,Sanctions,developing,0 0 0 0 0 prevention 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0,prevent
202,207,The United Nations has imposed an arms embargo on Yemen in an effort to prevent further violence and human rights abuses.,Arms embargo,violence,0 0 0 0 0 0 prevention prevention 0 0 0 0 0 0 0 0 effect 0 0 0 0 0,prevent
203,208,The United States has imposed sanctions on Iran in an effort to prevent the government from further developing nuclear weapons.,Sanctions,developing,0 0 0 0 0 prevention 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0,prevent
204,209,The United Nations has imposed an arms embargo on South Sudan in an effort to prevent further violence and human rights abuses.,Arms embargo,violence,0 0 0 0 0 0 prevention prevention 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0,prevent
205,210,The United Nations has imposed an arms embargo on Sudan in an effort to prevent the country from committing genocide.,Arms embargo,Genocide,0 0 0 0 0 0 prevention prevention 0 0 0 0 0 0 0 0 0 0 0 effect 0,prevent
206,211,The United Nations has imposed an arms embargo on Somalia in an effort to prevent the country from engaging in further conflict.,Arms embargo,Conflict,0 0 0 0 0 0 prevention prevention 0 0 0 0 0 0 0 0 0 0 0 0 0 effect 0,prevent
207,212,The United Nations has imposed an arms embargo on Iraq in an effort to prevent the country from developing weapons of mass destruction.,Arms embargo,Weapons,0 0 0 0 0 0 prevention prevention 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0,prevent
208,213,The United Nations has imposed an arms embargo on Afghanistan in an effort to prevent the country from engaging in further conflict.,Arms embargo,Conflict,0 0 0 0 0 0 prevention prevention 0 0 0 0 0 0 0 0 0 0 0 0 0 effect 0,prevent
209,214,The United Nations has imposed an arms embargo on Syria in an effort to prevent the government from committing war crimes.,Embargo,War crimes,0 0 0 0 0 0 0 prevention 0 0 0 0 0 0 0 0 0 0 0 effect effect 0,prevent
210,215,The United States has imposed sanctions on Russia in an effort to prevent the country from interfering in other nations' elections.,Sanctions,Interfering,0 0 0 0 0 prevention 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0 0,prevent
211,216,The United Nations has imposed an arms embargo on North Korea in an effort to prevent the country from developing nuclear weapons.,Embargo,developing,0 0 0 0 0 0 0 prevention 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0,prevent
212,217,The United States has imposed sanctions on Myanmar in an effort to prevent the government from committing human rights abuses.,Sanctions,Abuses,0 0 0 0 0 prevention 0 0 0 0 0 0 0 0 0 0 0 0 0 effect 0,prevent
213,218,The European Union has imposed sanctions on Russia in an effort to prevent the government from further undermining democracy.,sanctions,undermining,0 0 0 0 0 prevention 0 0 0 0 0 0 0 0 0 0 0 effect 0 0,prevent
214,219,The United Nations has imposed an arms embargo on North Korea in an effort to prevent further violence and human rights abuses.,embargo,violence,0 0 0 0 0 0 0 prevention 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0,prevent
215,220,The government has implemented a series of measures to prevent the trafficking of illegal drugs.,measures,trafficking,0 0 0 0 0 0 0 prevention 0 0 0 effect 0 0 0 0,prevent
216,221,The government has implemented a series of measures to prevent the spread of cybercrime.,measures,cybercrime,0 0 0 0 0 0 0 prevention 0 0 0 0 0 effect 0,prevent
217,223,The government has implemented a series of measures to prevent the spread of disease.,measures,disease,0 0 0 0 0 0 0 prevention 0 0 0 0 0 effect 0,prevent
218,224,The government has implemented a series of measures to prevent the spread of poverty.,measures,poverty,0 0 0 0 0 0 0 prevention 0 0 0 0 0 effect 0,prevent
219,225,The government has implemented a series of measures to prevent the spread of extremism.,measures,extremism,0 0 0 0 0 0 0 prevention 0 0 0 0 0 effect 0,prevent
220,226,The government has implemented a series of measures to prevent the spread of fake news.,measures,fake news,0 0 0 0 0 0 0 prevention 0 0 0 0 0 effect effect 0,prevent
221,227,The government has implemented a series of measures to prevent the misuse of public funds.,measures,misuse,0 0 0 0 0 0 0 prevention 0 0 0 effect 0 0 0 0,prevent
222,228,The government has implemented a series of measures to prevent the abuse of power.,measures,abuse,0 0 0 0 0 0 0 prevention 0 0 0 effect 0 0 0,prevent
223,229,The government has implemented a series of measures to prevent the spread of hate crimes.,measures,hate crimes,0 0 0 0 0 0 0 prevention 0 0 0 0 0 effect effect 0,prevent
224,230,The government has implemented a series of measures to prevent the spread of human trafficking.,measures,human trafficking,0 0 0 0 0 0 0 prevention 0 0 0 0 0 effect effect 0,prevent
225,231,The government has implemented a series of measures to prevent the spread of environmental pollution.,measures,environmental pollution,0 0 0 0 0 0 0 prevention 0 0 0 0 0 effect effect 0,prevent
226,232,The government has implemented a series of measures to prevent the spread of child labor.,measures,child labor,0 0 0 0 0 0 0 prevention 0 0 0 0 0 effect effect 0,prevent
227,233,The government has implemented a series of measures to prevent the spread of human rights violations.,measures,human rights violations,0 0 0 0 0 0 0 prevention 0 0 0 0 0 effect effect effect 0,prevent
228,234,The United Nations has imposed an arms embargo on North Korea in an effort to prevent the government from using weapons against its own citizens.,Arms embargo,using,0 0 0 0 0 0 prevention prevention 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0 0,prevent
229,235,The United States has imposed sanctions on Iran in an effort to prevent the government from developing nuclear weapons.,Sanctions,developing,0 0 0 0 0 prevention 0 0 0 0 0 0 0 0 0 0 effect 0 0 0,prevent
230,236,The United Nations has imposed an arms embargo on Sudan in an effort to prevent the government from using weapons against its own citizens.,Arms embargo,using,0 0 0 0 0 0 prevention prevention 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0 0,prevent
231,237,The United Nations has imposed an arms embargo on South Sudan in an effort to prevent the government from using weapons against its own citizens.,Arms embargo,using,0 0 0 0 0 0 prevention prevention 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0 0,prevent
232,238,The government has implemented a series of measures to prevent the exploitation of natural resources.,measures,exploitation,0 0 0 0 0 0 0 prevention 0 0 0 effect 0 0 0 0,prevent
233,239,The government has implemented a series of measures to prevent the illegal sale of firearms.,measures,sale,0 0 0 0 0 0 0 prevention 0 0 0 0 effect 0 0 0,prevent
234,240,The government has implemented a series of measures to prevent the spread of hate speech.,measures,hate,0 0 0 0 0 0 0 prevention 0 0 0 0 0 effect 0 0,prevent
235,241,The government has implemented a series of measures to prevent the spread of misinformation.,measures,misinformation,0 0 0 0 0 0 0 prevention 0 0 0 0 0 effect 0,prevent
236,243,The United Nations has imposed an arms embargo on Syria in an effort to prevent the country from using chemical weapons.,Arms embargo,Using,0 0 0 0 0 0 prevention prevention 0 0 0 0 0 0 0 0 0 0 effect 0 0 0,prevent
237,244,The United Nations has imposed a travel ban on North Korea in an effort to prevent the country from destabilizing the region.,Travel ban,Destabilizing,0 0 0 0 0 0 prevention prevention 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0,prevent
238,245,The United States has imposed economic sanctions on Syria in an effort to prevent the government from committing human rights abuses.,Sanctions,Abuses,0 0 0 0 0 0 prevention 0 0 0 0 0 0 0 0 0 0 0 0 0 effect 0,prevent
239,246,The United Nations has imposed a no-fly zone over Libya in an effort to prevent further violence in the region.,No-fly zone,Violence,0 0 0 0 0 0 prevention prevention 0 0 0 0 0 0 0 0 effect 0 0 0 0 0 0,prevent
240,247,The government has implemented a series of laws to protect the environment from pollution and other forms of degradation.,Laws,Pollution,0 0 0 0 0 0 0 prevention 0 0 0 0 0 effect 0 0 0 0 0 0,prevent
241,248,The government has implemented a series of measures to prevent tax evasion and fraud.,measures,Tax evasion,0 0 0 0 0 0 0 prevention 0 0 effect effect 0 0 0,prevent
242,249,The United Nations has imposed sanctions on Myanmar in an effort to prevent the country from committing human rights abuses.,sanctions,Human rights abuses,0 0 0 0 0 prevention 0 0 0 0 0 0 0 0 0 0 0 effect effect effect 0,prevent
243,250,The United States has imposed sanctions on Russia in an effort to prevent the country from interfering in other countries' elections.,sanctions,Interfering,0 0 0 0 0 prevention 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0 0,prevent
244,251,The European Union has implemented a series of measures to prevent the spread of disinformation.,measures,Disinformation,0 0 0 0 0 0 0 0 prevention 0 0 0 0 0 effect 0,prevent
245,252,The United Nations has imposed an arms embargo on Syria in an effort to prevent further violence and human rights abuses.,Arms embargo,Violence,0 0 0 0 0 0 prevention prevention 0 0 0 0 0 0 0 0 effect 0 0 0 0 0,prevent
246,253,The United Nations has imposed an arms embargo on Libya in an effort to prevent further violence and human rights abuses.,Arms embargo,Human rights abuses,0 0 0 0 0 0 prevention prevention 0 0 0 0 0 0 0 0 0 0 effect effect effect 0,prevent
247,254,The government has implemented a series of laws to prevent the sale of counterfeit goods.,laws,Sale,0 0 0 0 0 0 0 prevention 0 0 0 effect 0 0 0 0,prevent
248,255,The government has implemented a series of laws to prevent the sale of stolen goods.,laws,Sale,0 0 0 0 0 0 0 prevention 0 0 0 effect 0 0 0 0,prevent
249,256,The government has implemented a series of laws to prevent the sale of illegal drugs.,laws,Drugs,0 0 0 0 0 0 0 prevention 0 0 0 0 0 0 effect 0,prevent
250,257,The government has implemented a series of laws to prevent the sale of weapons to terrorists.,laws,Terrorists,0 0 0 0 0 0 0 prevention 0 0 0 0 0 0 0 effect 0,prevent
251,258,The government has implemented a series of laws to prevent the use of child labor.,laws,Labor,0 0 0 0 0 0 0 prevention 0 0 0 0 0 0 effect 0,prevent
252,259,The government has implemented a series of laws to prevent the abuse of animals.,laws,abuse,0 0 0 0 0 0 0 prevention 0 0 0 effect 0 0 0,prevent
253,260,The government has implemented a series of laws to prevent the exploitation of natural resources.,laws,exploitation,0 0 0 0 0 0 0 prevention 0 0 0 effect 0 0 0 0,prevent
254,261,The government has implemented a series of laws to prevent the destruction of cultural heritage sites.,laws,Destruction,0 0 0 0 0 0 0 prevention 0 0 0 effect 0 0 0 0 0,prevent
255,262,The government has implemented a series of laws to prevent the spread of extremist ideologies.,laws,Extremist,0 0 0 0 0 0 0 prevention 0 0 0 0 0 effect 0 0,prevent
256,263,The government has implemented a series of laws to prevent the financing of terrorist activities.,laws,financing,0 0 0 0 0 0 0 prevention 0 0 0 effect 0 0 0 0,prevent
257,264,The government has implemented a series of laws to prevent the proliferation of weapons of mass destruction.,laws,Proliferation,0 0 0 0 0 0 0 prevention 0 0 0 effect 0 0 0 0 0 0,prevent
258,265,The government has implemented a series of laws to prevent the illegal trade of wildlife.,laws,wildlife,0 0 0 0 0 0 0 prevention 0 0 0 0 0 0 effect 0,prevent
259,266,The government has implemented a series of laws to prevent the illegal trade of endangered species.,laws,illegal trade,0 0 0 0 0 0 0 prevention 0 0 0 effect effect 0 0 0 0,prevent
260,267,The government has implemented a series of laws to prevent the illegal trade of hazardous materials.,laws,illegal trade,0 0 0 0 0 0 0 prevention 0 0 0 effect effect 0 0 0 0,prevent
261,268,The United Nations has imposed an arms embargo on certain countries in an effort to prevent the proliferation of weapons of mass destruction.,Arms embargo,Proliferation,0 0 0 0 0 0 prevention prevention 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0 0,prevent
262,269,The United States has imposed economic sanctions on certain countries in an effort to prevent the financing of terrorism.,Economic sanctions,Financing,0 0 0 0 0 prevention prevention 0 0 0 0 0 0 0 0 0 effect 0 0 0,prevent
263,270,The United Nations has imposed a travel ban on certain countries in an effort to prevent the spread of extremism.,Travel ban,Extremism,0 0 0 0 0 0 prevention prevention 0 0 0 0 0 0 0 0 0 0 0 effect 0,prevent
264,271,The United States has imposed sanctions on certain countries in an effort to prevent the development of weapons of mass destruction.,Sanctions,development,0 0 0 0 0 prevention 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0 0,prevent
265,272,The United Nations has imposed an arms embargo on certain countries in an effort to prevent the spread of illicit arms.,Arms embargo,Illicit arms,0 0 0 0 0 0 prevention prevention 0 0 0 0 0 0 0 0 0 0 0 effect effect 0,prevent
266,273,The United States has imposed economic sanctions on certain countries in an effort to prevent the financing of organized crime.,Economic sanctions,Financing,0 0 0 0 0 prevention prevention 0 0 0 0 0 0 0 0 0 effect 0 0 0 0,prevent
267,274,The United Nations has imposed a travel ban on certain countries in an effort to prevent the spread of human trafficking.,Travel ban,Human trafficking,0 0 0 0 0 0 prevention prevention 0 0 0 0 0 0 0 0 0 0 0 effect effect 0,prevent
268,275,The United States has imposed sanctions on certain countries in an effort to prevent the development of cyber weapons.,Sanctions,Cyber weapons,0 0 0 0 0 prevention 0 0 0 0 0 0 0 0 0 0 0 effect effect 0,prevent
269,276,The United Nations has imposed an arms embargo on Libya in an effort to prevent the country from destabilizing the region.,Arms embargo,destabilizing,0 0 0 0 0 0 prevention prevention 0 0 0 0 0 0 0 0 0 0 effect 0 0 0,prevent
270,277,The United Nations has imposed an arms embargo on Iraq in an effort to prevent the country from destabilizing the region.,Arms embargo,Destabilizing,0 0 0 0 0 0 prevention prevention 0 0 0 0 0 0 0 0 0 0 effect 0 0 0,prevent
271,278,The United States has imposed economic sanctions on Venezuela in an effort to prevent the country from violating human rights.,Economic sanctions,Violating,0 0 0 0 0 prevention prevention 0 0 0 0 0 0 0 0 0 0 effect 0 0 0,prevent
272,279,The United Nations has imposed an arms embargo on Syria in an effort to prevent further violence in the region.,Embargo,Violence,0 0 0 0 0 0 0 prevention 0 0 0 0 0 0 0 0 effect 0 0 0 0,prevent
273,280,The Federal Reserve Board raised interest rates in an effort to prevent the economy from overheating.,raised,overheating,0 0 0 0 prevention 0 0 0 0 0 0 0 0 0 0 effect 0,prevent
274,281,The government has implemented a series of measures to prevent the illegal trafficking of drugs and weapons.,Measures,Trafficking,0 0 0 0 0 0 0 prevention 0 0 0 0 effect 0 0 0 0 0,prevent
275,283,"The government has implemented a series of laws to prevent the exploitation of children, including increased monitoring of child labor and increased penalties for those who violate child labor laws.",Laws,Exploitation,0 0 0 0 0 0 0 prevention 0 0 0 effect 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,prevent
276,284,The United States has imposed sanctions on Russia in an effort to prevent the country from interfering in other countries' elections.,Sanctions,Interfering,0 0 0 0 0 prevention 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0 0,prevent
